x_LiConc, GrandPotential, u, -u
0.08850000, 5.63944210, -3.53000000, 3.53000000
0.08900000, 5.63922003, -3.52750000, 3.52750000
0.08950000, 5.63922003, -3.52750000, 3.52750000
0.09000000, 5.63922003, -3.52750000, 3.52750000
0.09050000, 5.63922003, -3.52750000, 3.52750000
0.09100000, 5.63899302, -3.52500000, 3.52500000
0.09150000, 5.63899302, -3.52500000, 3.52500000
0.09200000, 5.63899302, -3.52500000, 3.52500000
0.09250000, 5.63899302, -3.52500000, 3.52500000
0.09300000, 5.63876097, -3.52250000, 3.52250000
0.09350000, 5.63876097, -3.52250000, 3.52250000
0.09400000, 5.63876097, -3.52250000, 3.52250000
0.09450000, 5.63876097, -3.52250000, 3.52250000
0.09500000, 5.63852380, -3.52000000, 3.52000000
0.09550000, 5.63852380, -3.52000000, 3.52000000
0.09600000, 5.63852380, -3.52000000, 3.52000000
0.09650000, 5.63852380, -3.52000000, 3.52000000
0.09700000, 5.63828142, -3.51750000, 3.51750000
0.09750000, 5.63828142, -3.51750000, 3.51750000
0.09800000, 5.63828142, -3.51750000, 3.51750000
0.09850000, 5.63828142, -3.51750000, 3.51750000
0.09900000, 5.63828142, -3.51750000, 3.51750000
0.09950000, 5.63803377, -3.51500000, 3.51500000
0.10000000, 5.63803377, -3.51500000, 3.51500000
0.10050000, 5.63803377, -3.51500000, 3.51500000
0.10100000, 5.63803377, -3.51500000, 3.51500000
0.10150000, 5.63778080, -3.51250000, 3.51250000
0.10200000, 5.63778080, -3.51250000, 3.51250000
0.10250000, 5.63778080, -3.51250000, 3.51250000
0.10300000, 5.63778080, -3.51250000, 3.51250000
0.10350000, 5.63752246, -3.51000000, 3.51000000
0.10400000, 5.63752246, -3.51000000, 3.51000000
0.10450000, 5.63752246, -3.51000000, 3.51000000
0.10500000, 5.63752246, -3.51000000, 3.51000000
0.10550000, 5.63725873, -3.50750000, 3.50750000
0.10600000, 5.63725873, -3.50750000, 3.50750000
0.10650000, 5.63725873, -3.50750000, 3.50750000
0.10700000, 5.63725873, -3.50750000, 3.50750000
0.10750000, 5.63725873, -3.50750000, 3.50750000
0.10800000, 5.63698959, -3.50500000, 3.50500000
0.10850000, 5.63698959, -3.50500000, 3.50500000
0.10900000, 5.63698959, -3.50500000, 3.50500000
0.10950000, 5.63698959, -3.50500000, 3.50500000
0.11000000, 5.63671505, -3.50250000, 3.50250000
0.11050000, 5.63671505, -3.50250000, 3.50250000
0.11100000, 5.63671505, -3.50250000, 3.50250000
0.11150000, 5.63671505, -3.50250000, 3.50250000
0.11200000, 5.63643512, -3.50000000, 3.50000000
0.11250000, 5.63643512, -3.50000000, 3.50000000
0.11300000, 5.63643512, -3.50000000, 3.50000000
0.11350000, 5.63643512, -3.50000000, 3.50000000
0.11400000, 5.63643512, -3.50000000, 3.50000000
0.11450000, 5.63614984, -3.49750000, 3.49750000
0.11500000, 5.63614984, -3.49750000, 3.49750000
0.11550000, 5.63614984, -3.49750000, 3.49750000
0.11600000, 5.63614984, -3.49750000, 3.49750000
0.11650000, 5.63585924, -3.49500000, 3.49500000
0.11700000, 5.63585924, -3.49500000, 3.49500000
0.11750000, 5.63585924, -3.49500000, 3.49500000
0.11800000, 5.63585924, -3.49500000, 3.49500000
0.11850000, 5.63556340, -3.49250000, 3.49250000
0.11900000, 5.63556340, -3.49250000, 3.49250000
0.11950000, 5.63556340, -3.49250000, 3.49250000
0.12000000, 5.63556340, -3.49250000, 3.49250000
0.12050000, 5.63526237, -3.49000000, 3.49000000
0.12100000, 5.63526237, -3.49000000, 3.49000000
0.12150000, 5.63526237, -3.49000000, 3.49000000
0.12200000, 5.63526237, -3.49000000, 3.49000000
0.12250000, 5.63495624, -3.48750000, 3.48750000
0.12300000, 5.63495624, -3.48750000, 3.48750000
0.12350000, 5.63495624, -3.48750000, 3.48750000
0.12400000, 5.63495624, -3.48750000, 3.48750000
0.12450000, 5.63464512, -3.48500000, 3.48500000
0.12500000, 5.63464512, -3.48500000, 3.48500000
0.12550000, 5.63464512, -3.48500000, 3.48500000
0.12600000, 5.63464512, -3.48500000, 3.48500000
0.12650000, 5.63432910, -3.48250000, 3.48250000
0.12700000, 5.63432910, -3.48250000, 3.48250000
0.12750000, 5.63432910, -3.48250000, 3.48250000
0.12800000, 5.63432910, -3.48250000, 3.48250000
0.12850000, 5.63400830, -3.48000000, 3.48000000
0.12900000, 5.63400830, -3.48000000, 3.48000000
0.12950000, 5.63400830, -3.48000000, 3.48000000
0.13000000, 5.63400830, -3.48000000, 3.48000000
0.13050000, 5.63368285, -3.47750000, 3.47750000
0.13100000, 5.63368285, -3.47750000, 3.47750000
0.13150000, 5.63368285, -3.47750000, 3.47750000
0.13200000, 5.63335287, -3.47500000, 3.47500000
0.13250000, 5.63335287, -3.47500000, 3.47500000
0.13300000, 5.63335287, -3.47500000, 3.47500000
0.13350000, 5.63335287, -3.47500000, 3.47500000
0.13400000, 5.63301851, -3.47250000, 3.47250000
0.13450000, 5.63301851, -3.47250000, 3.47250000
0.13500000, 5.63301851, -3.47250000, 3.47250000
0.13550000, 5.63267990, -3.47000000, 3.47000000
0.13600000, 5.63267990, -3.47000000, 3.47000000
0.13650000, 5.63267990, -3.47000000, 3.47000000
0.13700000, 5.63267990, -3.47000000, 3.47000000
0.13750000, 5.63233720, -3.46750000, 3.46750000
0.13800000, 5.63233720, -3.46750000, 3.46750000
0.13850000, 5.63233720, -3.46750000, 3.46750000
0.13900000, 5.63199056, -3.46500000, 3.46500000
0.13950000, 5.63199056, -3.46500000, 3.46500000
0.14000000, 5.63199056, -3.46500000, 3.46500000
0.14050000, 5.63164012, -3.46250000, 3.46250000
0.14100000, 5.63164012, -3.46250000, 3.46250000
0.14150000, 5.63164012, -3.46250000, 3.46250000
0.14200000, 5.63128604, -3.46000000, 3.46000000
0.14250000, 5.63128604, -3.46000000, 3.46000000
0.14300000, 5.63128604, -3.46000000, 3.46000000
0.14350000, 5.63092848, -3.45750000, 3.45750000
0.14400000, 5.63092848, -3.45750000, 3.45750000
0.14450000, 5.63056758, -3.45500000, 3.45500000
0.14500000, 5.63056758, -3.45500000, 3.45500000
0.14550000, 5.63056758, -3.45500000, 3.45500000
0.14600000, 5.63020350, -3.45250000, 3.45250000
0.14650000, 5.63020350, -3.45250000, 3.45250000
0.14700000, 5.62983639, -3.45000000, 3.45000000
0.14750000, 5.62983639, -3.45000000, 3.45000000
0.14800000, 5.62946639, -3.44750000, 3.44750000
0.14850000, 5.62946639, -3.44750000, 3.44750000
0.14900000, 5.62946639, -3.44750000, 3.44750000
0.14950000, 5.62909364, -3.44500000, 3.44500000
0.15000000, 5.62909364, -3.44500000, 3.44500000
0.15050000, 5.62871829, -3.44250000, 3.44250000
0.15100000, 5.62871829, -3.44250000, 3.44250000
0.15150000, 5.62834046, -3.44000000, 3.44000000
0.15200000, 5.62834046, -3.44000000, 3.44000000
0.15250000, 5.62796030, -3.43750000, 3.43750000
0.15300000, 5.62757792, -3.43500000, 3.43500000
0.15350000, 5.62757792, -3.43500000, 3.43500000
0.15400000, 5.62719345, -3.43250000, 3.43250000
0.15450000, 5.62719345, -3.43250000, 3.43250000
0.15500000, 5.62680701, -3.43000000, 3.43000000
0.15550000, 5.62641870, -3.42750000, 3.42750000
0.15600000, 5.62641870, -3.42750000, 3.42750000
0.15650000, 5.62602863, -3.42500000, 3.42500000
0.15700000, 5.62563691, -3.42250000, 3.42250000
0.15750000, 5.62524364, -3.42000000, 3.42000000
0.15800000, 5.62484889, -3.41750000, 3.41750000
0.15850000, 5.62445277, -3.41500000, 3.41500000
0.15900000, 5.62405536, -3.41250000, 3.41250000
0.15950000, 5.62365673, -3.41000000, 3.41000000
0.16000000, 5.62325696, -3.40750000, 3.40750000
0.16050000, 5.62285612, -3.40500000, 3.40500000
0.16100000, 5.62245427, -3.40250000, 3.40250000
0.16150000, 5.62164782, -3.39750000, 3.39750000
0.16200000, 5.62124332, -3.39500000, 3.39500000
0.16250000, 5.62043205, -3.39000000, 3.39000000
0.16300000, 5.61961806, -3.38500000, 3.38500000
0.16350000, 5.61880168, -3.38000000, 3.38000000
0.16400000, 5.61757327, -3.37250000, 3.37250000
0.16450000, 5.61634099, -3.36500000, 3.36500000
0.16500000, 5.61469312, -3.35500000, 3.35500000
0.16550000, 5.61262730, -3.34250000, 3.34250000
0.16600000, 5.60889741, -3.32000000, 3.32000000
0.16650000, 5.60099813, -3.27250000, 3.27250000
0.16700000, 5.58015676, -3.14750000, 3.14750000
0.16750000, 5.57388668, -3.11000000, 3.11000000
0.16800000, 5.57053231, -3.09000000, 3.09000000
0.16850000, 5.56842916, -3.07750000, 3.07750000
0.16900000, 5.56716373, -3.07000000, 3.07000000
0.16950000, 5.56589484, -3.06250000, 3.06250000
0.17000000, 5.56462166, -3.05500000, 3.05500000
0.17050000, 5.56376997, -3.05000000, 3.05000000
0.17100000, 5.56334312, -3.04750000, 3.04750000
0.17150000, 5.56248715, -3.04250000, 3.04250000
0.17200000, 5.56205792, -3.04000000, 3.04000000
0.17250000, 5.56119662, -3.03500000, 3.03500000
0.17300000, 5.56076441, -3.03250000, 3.03250000
0.17350000, 5.56033106, -3.03000000, 3.03000000
0.17400000, 5.55989648, -3.02750000, 3.02750000
0.17450000, 5.55946057, -3.02500000, 3.02500000
0.17500000, 5.55902325, -3.02250000, 3.02250000
0.17550000, 5.55902325, -3.02250000, 3.02250000
0.17600000, 5.55858439, -3.02000000, 3.02000000
0.17650000, 5.55814391, -3.01750000, 3.01750000
0.17700000, 5.55770166, -3.01500000, 3.01500000
0.17750000, 5.55770166, -3.01500000, 3.01500000
0.17800000, 5.55725754, -3.01250000, 3.01250000
0.17850000, 5.55681140, -3.01000000, 3.01000000
0.17900000, 5.55681140, -3.01000000, 3.01000000
0.17950000, 5.55636310, -3.00750000, 3.00750000
0.18000000, 5.55636310, -3.00750000, 3.00750000
0.18050000, 5.55591249, -3.00500000, 3.00500000
0.18100000, 5.55591249, -3.00500000, 3.00500000
0.18150000, 5.55545941, -3.00250000, 3.00250000
0.18200000, 5.55545941, -3.00250000, 3.00250000
0.18250000, 5.55500370, -3.00000000, 3.00000000
0.18300000, 5.55500370, -3.00000000, 3.00000000
0.18350000, 5.55454518, -2.99750000, 2.99750000
0.18400000, 5.55454518, -2.99750000, 2.99750000
0.18450000, 5.55454518, -2.99750000, 2.99750000
0.18500000, 5.55408367, -2.99500000, 2.99500000
0.18550000, 5.55408367, -2.99500000, 2.99500000
0.18600000, 5.55361899, -2.99250000, 2.99250000
0.18650000, 5.55361899, -2.99250000, 2.99250000
0.18700000, 5.55361899, -2.99250000, 2.99250000
0.18750000, 5.55315092, -2.99000000, 2.99000000
0.18800000, 5.55315092, -2.99000000, 2.99000000
0.18850000, 5.55315092, -2.99000000, 2.99000000
0.18900000, 5.55267927, -2.98750000, 2.98750000
0.18950000, 5.55267927, -2.98750000, 2.98750000
0.19000000, 5.55267927, -2.98750000, 2.98750000
0.19050000, 5.55220384, -2.98500000, 2.98500000
0.19100000, 5.55220384, -2.98500000, 2.98500000
0.19150000, 5.55220384, -2.98500000, 2.98500000
0.19200000, 5.55172440, -2.98250000, 2.98250000
0.19250000, 5.55172440, -2.98250000, 2.98250000
0.19300000, 5.55172440, -2.98250000, 2.98250000
0.19350000, 5.55124073, -2.98000000, 2.98000000
0.19400000, 5.55124073, -2.98000000, 2.98000000
0.19450000, 5.55124073, -2.98000000, 2.98000000
0.19500000, 5.55124073, -2.98000000, 2.98000000
0.19550000, 5.55075262, -2.97750000, 2.97750000
0.19600000, 5.55075262, -2.97750000, 2.97750000
0.19650000, 5.55075262, -2.97750000, 2.97750000
0.19700000, 5.55075262, -2.97750000, 2.97750000
0.19750000, 5.55025984, -2.97500000, 2.97500000
0.19800000, 5.55025984, -2.97500000, 2.97500000
0.19850000, 5.55025984, -2.97500000, 2.97500000
0.19900000, 5.55025984, -2.97500000, 2.97500000
0.19950000, 5.54976217, -2.97250000, 2.97250000
0.20000000, 5.54976217, -2.97250000, 2.97250000
0.20050000, 5.54976217, -2.97250000, 2.97250000
0.20100000, 5.54976217, -2.97250000, 2.97250000
0.20150000, 5.54925938, -2.97000000, 2.97000000
0.20200000, 5.54925938, -2.97000000, 2.97000000
0.20250000, 5.54925938, -2.97000000, 2.97000000
0.20300000, 5.54925938, -2.97000000, 2.97000000
0.20350000, 5.54875125, -2.96750000, 2.96750000
0.20400000, 5.54875125, -2.96750000, 2.96750000
0.20450000, 5.54875125, -2.96750000, 2.96750000
0.20500000, 5.54875125, -2.96750000, 2.96750000
0.20550000, 5.54823758, -2.96500000, 2.96500000
0.20600000, 5.54823758, -2.96500000, 2.96500000
0.20650000, 5.54823758, -2.96500000, 2.96500000
0.20700000, 5.54823758, -2.96500000, 2.96500000
0.20750000, 5.54823758, -2.96500000, 2.96500000
0.20800000, 5.54771815, -2.96250000, 2.96250000
0.20850000, 5.54771815, -2.96250000, 2.96250000
0.20900000, 5.54771815, -2.96250000, 2.96250000
0.20950000, 5.54771815, -2.96250000, 2.96250000
0.21000000, 5.54771815, -2.96250000, 2.96250000
0.21050000, 5.54719277, -2.96000000, 2.96000000
0.21100000, 5.54719277, -2.96000000, 2.96000000
0.21150000, 5.54719277, -2.96000000, 2.96000000
0.21200000, 5.54719277, -2.96000000, 2.96000000
0.21250000, 5.54719277, -2.96000000, 2.96000000
0.21300000, 5.54666126, -2.95750000, 2.95750000
0.21350000, 5.54666126, -2.95750000, 2.95750000
0.21400000, 5.54666126, -2.95750000, 2.95750000
0.21450000, 5.54666126, -2.95750000, 2.95750000
0.21500000, 5.54666126, -2.95750000, 2.95750000
0.21550000, 5.54612343, -2.95500000, 2.95500000
0.21600000, 5.54612343, -2.95500000, 2.95500000
0.21650000, 5.54612343, -2.95500000, 2.95500000
0.21700000, 5.54612343, -2.95500000, 2.95500000
0.21750000, 5.54612343, -2.95500000, 2.95500000
0.21800000, 5.54557914, -2.95250000, 2.95250000
0.21850000, 5.54557914, -2.95250000, 2.95250000
0.21900000, 5.54557914, -2.95250000, 2.95250000
0.21950000, 5.54557914, -2.95250000, 2.95250000
0.22000000, 5.54557914, -2.95250000, 2.95250000
0.22050000, 5.54502824, -2.95000000, 2.95000000
0.22100000, 5.54502824, -2.95000000, 2.95000000
0.22150000, 5.54502824, -2.95000000, 2.95000000
0.22200000, 5.54502824, -2.95000000, 2.95000000
0.22250000, 5.54502824, -2.95000000, 2.95000000
0.22300000, 5.54502824, -2.95000000, 2.95000000
0.22350000, 5.54447062, -2.94750000, 2.94750000
0.22400000, 5.54447062, -2.94750000, 2.94750000
0.22450000, 5.54447062, -2.94750000, 2.94750000
0.22500000, 5.54447062, -2.94750000, 2.94750000
0.22550000, 5.54447062, -2.94750000, 2.94750000
0.22600000, 5.54390617, -2.94500000, 2.94500000
0.22650000, 5.54390617, -2.94500000, 2.94500000
0.22700000, 5.54390617, -2.94500000, 2.94500000
0.22750000, 5.54390617, -2.94500000, 2.94500000
0.22800000, 5.54390617, -2.94500000, 2.94500000
0.22850000, 5.54390617, -2.94500000, 2.94500000
0.22900000, 5.54333481, -2.94250000, 2.94250000
0.22950000, 5.54333481, -2.94250000, 2.94250000
0.23000000, 5.54333481, -2.94250000, 2.94250000
0.23050000, 5.54333481, -2.94250000, 2.94250000
0.23100000, 5.54333481, -2.94250000, 2.94250000
0.23150000, 5.54275649, -2.94000000, 2.94000000
0.23200000, 5.54275649, -2.94000000, 2.94000000
0.23250000, 5.54275649, -2.94000000, 2.94000000
0.23300000, 5.54275649, -2.94000000, 2.94000000
0.23350000, 5.54275649, -2.94000000, 2.94000000
0.23400000, 5.54275649, -2.94000000, 2.94000000
0.23450000, 5.54217118, -2.93750000, 2.93750000
0.23500000, 5.54217118, -2.93750000, 2.93750000
0.23550000, 5.54217118, -2.93750000, 2.93750000
0.23600000, 5.54217118, -2.93750000, 2.93750000
0.23650000, 5.54217118, -2.93750000, 2.93750000
0.23700000, 5.54157887, -2.93500000, 2.93500000
0.23750000, 5.54157887, -2.93500000, 2.93500000
0.23800000, 5.54157887, -2.93500000, 2.93500000
0.23850000, 5.54157887, -2.93500000, 2.93500000
0.23900000, 5.54157887, -2.93500000, 2.93500000
0.23950000, 5.54157887, -2.93500000, 2.93500000
0.24000000, 5.54097958, -2.93250000, 2.93250000
0.24050000, 5.54097958, -2.93250000, 2.93250000
0.24100000, 5.54097958, -2.93250000, 2.93250000
0.24150000, 5.54097958, -2.93250000, 2.93250000
0.24200000, 5.54097958, -2.93250000, 2.93250000
0.24250000, 5.54037333, -2.93000000, 2.93000000
0.24300000, 5.54037333, -2.93000000, 2.93000000
0.24350000, 5.54037333, -2.93000000, 2.93000000
0.24400000, 5.54037333, -2.93000000, 2.93000000
0.24450000, 5.54037333, -2.93000000, 2.93000000
0.24500000, 5.54037333, -2.93000000, 2.93000000
0.24550000, 5.53976020, -2.92750000, 2.92750000
0.24600000, 5.53976020, -2.92750000, 2.92750000
0.24650000, 5.53976020, -2.92750000, 2.92750000
0.24700000, 5.53976020, -2.92750000, 2.92750000
0.24750000, 5.53976020, -2.92750000, 2.92750000
0.24800000, 5.53914025, -2.92500000, 2.92500000
0.24850000, 5.53914025, -2.92500000, 2.92500000
0.24900000, 5.53914025, -2.92500000, 2.92500000
0.24950000, 5.53914025, -2.92500000, 2.92500000
0.25000000, 5.53914025, -2.92500000, 2.92500000
0.25050000, 5.53914025, -2.92500000, 2.92500000
0.25100000, 5.53851361, -2.92250000, 2.92250000
0.25150000, 5.53851361, -2.92250000, 2.92250000
0.25200000, 5.53851361, -2.92250000, 2.92250000
0.25250000, 5.53851361, -2.92250000, 2.92250000
0.25300000, 5.53851361, -2.92250000, 2.92250000
0.25350000, 5.53788037, -2.92000000, 2.92000000
0.25400000, 5.53788037, -2.92000000, 2.92000000
0.25450000, 5.53788037, -2.92000000, 2.92000000
0.25500000, 5.53788037, -2.92000000, 2.92000000
0.25550000, 5.53788037, -2.92000000, 2.92000000
0.25600000, 5.53724069, -2.91750000, 2.91750000
0.25650000, 5.53724069, -2.91750000, 2.91750000
0.25700000, 5.53724069, -2.91750000, 2.91750000
0.25750000, 5.53724069, -2.91750000, 2.91750000
0.25800000, 5.53724069, -2.91750000, 2.91750000
0.25850000, 5.53659470, -2.91500000, 2.91500000
0.25900000, 5.53659470, -2.91500000, 2.91500000
0.25950000, 5.53659470, -2.91500000, 2.91500000
0.26000000, 5.53659470, -2.91500000, 2.91500000
0.26050000, 5.53659470, -2.91500000, 2.91500000
0.26100000, 5.53594259, -2.91250000, 2.91250000
0.26150000, 5.53594259, -2.91250000, 2.91250000
0.26200000, 5.53594259, -2.91250000, 2.91250000
0.26250000, 5.53594259, -2.91250000, 2.91250000
0.26300000, 5.53594259, -2.91250000, 2.91250000
0.26350000, 5.53528451, -2.91000000, 2.91000000
0.26400000, 5.53528451, -2.91000000, 2.91000000
0.26450000, 5.53528451, -2.91000000, 2.91000000
0.26500000, 5.53528451, -2.91000000, 2.91000000
0.26550000, 5.53528451, -2.91000000, 2.91000000
0.26600000, 5.53462065, -2.90750000, 2.90750000
0.26650000, 5.53462065, -2.90750000, 2.90750000
0.26700000, 5.53462065, -2.90750000, 2.90750000
0.26750000, 5.53462065, -2.90750000, 2.90750000
0.26800000, 5.53395120, -2.90500000, 2.90500000
0.26850000, 5.53395120, -2.90500000, 2.90500000
0.26900000, 5.53395120, -2.90500000, 2.90500000
0.26950000, 5.53395120, -2.90500000, 2.90500000
0.27000000, 5.53327636, -2.90250000, 2.90250000
0.27050000, 5.53327636, -2.90250000, 2.90250000
0.27100000, 5.53327636, -2.90250000, 2.90250000
0.27150000, 5.53327636, -2.90250000, 2.90250000
0.27200000, 5.53327636, -2.90250000, 2.90250000
0.27250000, 5.53259632, -2.90000000, 2.90000000
0.27300000, 5.53259632, -2.90000000, 2.90000000
0.27350000, 5.53259632, -2.90000000, 2.90000000
0.27400000, 5.53259632, -2.90000000, 2.90000000
0.27450000, 5.53191128, -2.89750000, 2.89750000
0.27500000, 5.53191128, -2.89750000, 2.89750000
0.27550000, 5.53191128, -2.89750000, 2.89750000
0.27600000, 5.53122143, -2.89500000, 2.89500000
0.27650000, 5.53122143, -2.89500000, 2.89500000
0.27700000, 5.53122143, -2.89500000, 2.89500000
0.27750000, 5.53122143, -2.89500000, 2.89500000
0.27800000, 5.53052698, -2.89250000, 2.89250000
0.27850000, 5.53052698, -2.89250000, 2.89250000
0.27900000, 5.53052698, -2.89250000, 2.89250000
0.27950000, 5.53052698, -2.89250000, 2.89250000
0.28000000, 5.52982811, -2.89000000, 2.89000000
0.28050000, 5.52982811, -2.89000000, 2.89000000
0.28100000, 5.52982811, -2.89000000, 2.89000000
0.28150000, 5.52912501, -2.88750000, 2.88750000
0.28200000, 5.52912501, -2.88750000, 2.88750000
0.28250000, 5.52912501, -2.88750000, 2.88750000
0.28300000, 5.52841786, -2.88500000, 2.88500000
0.28350000, 5.52841786, -2.88500000, 2.88500000
0.28400000, 5.52841786, -2.88500000, 2.88500000
0.28450000, 5.52770684, -2.88250000, 2.88250000
0.28500000, 5.52770684, -2.88250000, 2.88250000
0.28550000, 5.52770684, -2.88250000, 2.88250000
0.28600000, 5.52699212, -2.88000000, 2.88000000
0.28650000, 5.52699212, -2.88000000, 2.88000000
0.28700000, 5.52699212, -2.88000000, 2.88000000
0.28750000, 5.52627386, -2.87750000, 2.87750000
0.28800000, 5.52627386, -2.87750000, 2.87750000
0.28850000, 5.52627386, -2.87750000, 2.87750000
0.28900000, 5.52555221, -2.87500000, 2.87500000
0.28950000, 5.52555221, -2.87500000, 2.87500000
0.29000000, 5.52482733, -2.87250000, 2.87250000
0.29050000, 5.52482733, -2.87250000, 2.87250000
0.29100000, 5.52482733, -2.87250000, 2.87250000
0.29150000, 5.52409936, -2.87000000, 2.87000000
0.29200000, 5.52409936, -2.87000000, 2.87000000
0.29250000, 5.52336842, -2.86750000, 2.86750000
0.29300000, 5.52336842, -2.86750000, 2.86750000
0.29350000, 5.52336842, -2.86750000, 2.86750000
0.29400000, 5.52263465, -2.86500000, 2.86500000
0.29450000, 5.52263465, -2.86500000, 2.86500000
0.29500000, 5.52189815, -2.86250000, 2.86250000
0.29550000, 5.52189815, -2.86250000, 2.86250000
0.29600000, 5.52115905, -2.86000000, 2.86000000
0.29650000, 5.52115905, -2.86000000, 2.86000000
0.29700000, 5.52041743, -2.85750000, 2.85750000
0.29750000, 5.52041743, -2.85750000, 2.85750000
0.29800000, 5.51967341, -2.85500000, 2.85500000
0.29850000, 5.51967341, -2.85500000, 2.85500000
0.29900000, 5.51892706, -2.85250000, 2.85250000
0.29950000, 5.51817847, -2.85000000, 2.85000000
0.30000000, 5.51817847, -2.85000000, 2.85000000
0.30050000, 5.51742772, -2.84750000, 2.84750000
0.30100000, 5.51742772, -2.84750000, 2.84750000
0.30150000, 5.51667488, -2.84500000, 2.84500000
0.30200000, 5.51592001, -2.84250000, 2.84250000
0.30250000, 5.51592001, -2.84250000, 2.84250000
0.30300000, 5.51516317, -2.84000000, 2.84000000
0.30350000, 5.51440443, -2.83750000, 2.83750000
0.30400000, 5.51440443, -2.83750000, 2.83750000
0.30450000, 5.51364382, -2.83500000, 2.83500000
0.30500000, 5.51288141, -2.83250000, 2.83250000
0.30550000, 5.51288141, -2.83250000, 2.83250000
0.30600000, 5.51211723, -2.83000000, 2.83000000
0.30650000, 5.51135132, -2.82750000, 2.82750000
0.30700000, 5.51135132, -2.82750000, 2.82750000
0.30750000, 5.51058372, -2.82500000, 2.82500000
0.30800000, 5.50981446, -2.82250000, 2.82250000
0.30850000, 5.50904357, -2.82000000, 2.82000000
0.30900000, 5.50827109, -2.81750000, 2.81750000
0.30950000, 5.50827109, -2.81750000, 2.81750000
0.31000000, 5.50749702, -2.81500000, 2.81500000
0.31050000, 5.50672141, -2.81250000, 2.81250000
0.31100000, 5.50594426, -2.81000000, 2.81000000
0.31150000, 5.50516560, -2.80750000, 2.80750000
0.31200000, 5.50516560, -2.80750000, 2.80750000
0.31250000, 5.50438544, -2.80500000, 2.80500000
0.31300000, 5.50360380, -2.80250000, 2.80250000
0.31350000, 5.50282070, -2.80000000, 2.80000000
0.31400000, 5.50203614, -2.79750000, 2.79750000
0.31450000, 5.50125014, -2.79500000, 2.79500000
0.31500000, 5.50046270, -2.79250000, 2.79250000
0.31550000, 5.50046270, -2.79250000, 2.79250000
0.31600000, 5.49967384, -2.79000000, 2.79000000
0.31650000, 5.49888357, -2.78750000, 2.78750000
0.31700000, 5.49809189, -2.78500000, 2.78500000
0.31750000, 5.49729881, -2.78250000, 2.78250000
0.31800000, 5.49650433, -2.78000000, 2.78000000
0.31850000, 5.49570847, -2.77750000, 2.77750000
0.31900000, 5.49491121, -2.77500000, 2.77500000
0.31950000, 5.49411258, -2.77250000, 2.77250000
0.32000000, 5.49411258, -2.77250000, 2.77250000
0.32050000, 5.49331257, -2.77000000, 2.77000000
0.32100000, 5.49251118, -2.76750000, 2.76750000
0.32150000, 5.49170841, -2.76500000, 2.76500000
0.32200000, 5.49090428, -2.76250000, 2.76250000
0.32250000, 5.49009878, -2.76000000, 2.76000000
0.32300000, 5.48929191, -2.75750000, 2.75750000
0.32350000, 5.48848367, -2.75500000, 2.75500000
0.32400000, 5.48767407, -2.75250000, 2.75250000
0.32450000, 5.48686310, -2.75000000, 2.75000000
0.32500000, 5.48605077, -2.74750000, 2.74750000
0.32550000, 5.48523707, -2.74500000, 2.74500000
0.32600000, 5.48523707, -2.74500000, 2.74500000
0.32650000, 5.48442200, -2.74250000, 2.74250000
0.32700000, 5.48360556, -2.74000000, 2.74000000
0.32750000, 5.48278776, -2.73750000, 2.73750000
0.32800000, 5.48196859, -2.73500000, 2.73500000
0.32850000, 5.48114805, -2.73250000, 2.73250000
0.32900000, 5.48032613, -2.73000000, 2.73000000
0.32950000, 5.47950285, -2.72750000, 2.72750000
0.33000000, 5.47867818, -2.72500000, 2.72500000
0.33050000, 5.47785214, -2.72250000, 2.72250000
0.33100000, 5.47702471, -2.72000000, 2.72000000
0.33150000, 5.47702471, -2.72000000, 2.72000000
0.33200000, 5.47619590, -2.71750000, 2.71750000
0.33250000, 5.47536571, -2.71500000, 2.71500000
0.33300000, 5.47453412, -2.71250000, 2.71250000
0.33350000, 5.47370115, -2.71000000, 2.71000000
0.33400000, 5.47286677, -2.70750000, 2.70750000
0.33450000, 5.47203099, -2.70500000, 2.70500000
0.33500000, 5.47119381, -2.70250000, 2.70250000
0.33550000, 5.47035522, -2.70000000, 2.70000000
0.33600000, 5.47035522, -2.70000000, 2.70000000
0.33650000, 5.46951522, -2.69750000, 2.69750000
0.33700000, 5.46867379, -2.69500000, 2.69500000
0.33750000, 5.46783095, -2.69250000, 2.69250000
0.33800000, 5.46698667, -2.69000000, 2.69000000
0.33850000, 5.46614097, -2.68750000, 2.68750000
0.33900000, 5.46529382, -2.68500000, 2.68500000
0.33950000, 5.46444523, -2.68250000, 2.68250000
0.34000000, 5.46444523, -2.68250000, 2.68250000
0.34050000, 5.46359518, -2.68000000, 2.68000000
0.34100000, 5.46274369, -2.67750000, 2.67750000
0.34150000, 5.46189073, -2.67500000, 2.67500000
0.34200000, 5.46103630, -2.67250000, 2.67250000
0.34250000, 5.46018039, -2.67000000, 2.67000000
0.34300000, 5.45932300, -2.66750000, 2.66750000
0.34350000, 5.45932300, -2.66750000, 2.66750000
0.34400000, 5.45846412, -2.66500000, 2.66500000
0.34450000, 5.45760375, -2.66250000, 2.66250000
0.34500000, 5.45674187, -2.66000000, 2.66000000
0.34550000, 5.45587848, -2.65750000, 2.65750000
0.34600000, 5.45501358, -2.65500000, 2.65500000
0.34650000, 5.45501358, -2.65500000, 2.65500000
