x_LiConc, GrandPotential, u, -u
0.34700000, 5.45414715, -2.65250000, 2.65250000
0.34750000, 5.45327918, -2.65000000, 2.65000000
0.34800000, 5.45240968, -2.64750000, 2.64750000
0.34850000, 5.45153862, -2.64500000, 2.64500000
0.34900000, 5.45153862, -2.64500000, 2.64500000
0.34950000, 5.45066601, -2.64250000, 2.64250000
0.35000000, 5.44979183, -2.64000000, 2.64000000
0.35050000, 5.44891609, -2.63750000, 2.63750000
0.35100000, 5.44803876, -2.63500000, 2.63500000
0.35150000, 5.44803876, -2.63500000, 2.63500000
0.35200000, 5.44715984, -2.63250000, 2.63250000
0.35250000, 5.44627932, -2.63000000, 2.63000000
0.35300000, 5.44539720, -2.62750000, 2.62750000
0.35350000, 5.44451347, -2.62500000, 2.62500000
0.35400000, 5.44451347, -2.62500000, 2.62500000
0.35450000, 5.44362811, -2.62250000, 2.62250000
0.35500000, 5.44274113, -2.62000000, 2.62000000
0.35550000, 5.44185251, -2.61750000, 2.61750000
0.35600000, 5.44185251, -2.61750000, 2.61750000
0.35650000, 5.44096224, -2.61500000, 2.61500000
0.35700000, 5.44007032, -2.61250000, 2.61250000
0.35750000, 5.43917673, -2.61000000, 2.61000000
0.35800000, 5.43917673, -2.61000000, 2.61000000
0.35850000, 5.43828148, -2.60750000, 2.60750000
0.35900000, 5.43738455, -2.60500000, 2.60500000
0.35950000, 5.43648594, -2.60250000, 2.60250000
0.36000000, 5.43648594, -2.60250000, 2.60250000
0.36050000, 5.43558563, -2.60000000, 2.60000000
0.36100000, 5.43468362, -2.59750000, 2.59750000
0.36150000, 5.43377991, -2.59500000, 2.59500000
0.36200000, 5.43377991, -2.59500000, 2.59500000
0.36250000, 5.43287448, -2.59250000, 2.59250000
0.36300000, 5.43196733, -2.59000000, 2.59000000
0.36350000, 5.43196733, -2.59000000, 2.59000000
0.36400000, 5.43105845, -2.58750000, 2.58750000
0.36450000, 5.43014783, -2.58500000, 2.58500000
0.36500000, 5.42923548, -2.58250000, 2.58250000
0.36550000, 5.42923548, -2.58250000, 2.58250000
0.36600000, 5.42832137, -2.58000000, 2.58000000
0.36650000, 5.42740551, -2.57750000, 2.57750000
0.36700000, 5.42740551, -2.57750000, 2.57750000
0.36750000, 5.42648789, -2.57500000, 2.57500000
0.36800000, 5.42556851, -2.57250000, 2.57250000
0.36850000, 5.42464735, -2.57000000, 2.57000000
0.36900000, 5.42464735, -2.57000000, 2.57000000
0.36950000, 5.42372441, -2.56750000, 2.56750000
0.37000000, 5.42279969, -2.56500000, 2.56500000
0.37050000, 5.42279969, -2.56500000, 2.56500000
0.37100000, 5.42187319, -2.56250000, 2.56250000
0.37150000, 5.42094489, -2.56000000, 2.56000000
0.37200000, 5.42094489, -2.56000000, 2.56000000
0.37250000, 5.42001479, -2.55750000, 2.55750000
0.37300000, 5.41908289, -2.55500000, 2.55500000
0.37350000, 5.41814919, -2.55250000, 2.55250000
0.37400000, 5.41814919, -2.55250000, 2.55250000
0.37450000, 5.41721368, -2.55000000, 2.55000000
0.37500000, 5.41627635, -2.54750000, 2.54750000
0.37550000, 5.41627635, -2.54750000, 2.54750000
0.37600000, 5.41533721, -2.54500000, 2.54500000
0.37650000, 5.41439625, -2.54250000, 2.54250000
0.37700000, 5.41439625, -2.54250000, 2.54250000
0.37750000, 5.41345347, -2.54000000, 2.54000000
0.37800000, 5.41250886, -2.53750000, 2.53750000
0.37850000, 5.41250886, -2.53750000, 2.53750000
0.37900000, 5.41156243, -2.53500000, 2.53500000
0.37950000, 5.41061416, -2.53250000, 2.53250000
0.38000000, 5.41061416, -2.53250000, 2.53250000
0.38050000, 5.40966407, -2.53000000, 2.53000000
0.38100000, 5.40871214, -2.52750000, 2.52750000
0.38150000, 5.40871214, -2.52750000, 2.52750000
0.38200000, 5.40775838, -2.52500000, 2.52500000
0.38250000, 5.40680279, -2.52250000, 2.52250000
0.38300000, 5.40584536, -2.52000000, 2.52000000
0.38350000, 5.40584536, -2.52000000, 2.52000000
0.38400000, 5.40488609, -2.51750000, 2.51750000
0.38450000, 5.40392499, -2.51500000, 2.51500000
0.38500000, 5.40392499, -2.51500000, 2.51500000
0.38550000, 5.40296205, -2.51250000, 2.51250000
0.38600000, 5.40199728, -2.51000000, 2.51000000
0.38650000, 5.40199728, -2.51000000, 2.51000000
0.38700000, 5.40103067, -2.50750000, 2.50750000
0.38750000, 5.40006222, -2.50500000, 2.50500000
0.38800000, 5.40006222, -2.50500000, 2.50500000
0.38850000, 5.39909194, -2.50250000, 2.50250000
0.38900000, 5.39811983, -2.50000000, 2.50000000
0.38950000, 5.39811983, -2.50000000, 2.50000000
0.39000000, 5.39714589, -2.49750000, 2.49750000
0.39050000, 5.39617012, -2.49500000, 2.49500000
0.39100000, 5.39617012, -2.49500000, 2.49500000
0.39150000, 5.39519253, -2.49250000, 2.49250000
0.39200000, 5.39421311, -2.49000000, 2.49000000
0.39250000, 5.39323187, -2.48750000, 2.48750000
0.39300000, 5.39323187, -2.48750000, 2.48750000
0.39350000, 5.39224880, -2.48500000, 2.48500000
0.39400000, 5.39126393, -2.48250000, 2.48250000
0.39450000, 5.39126393, -2.48250000, 2.48250000
0.39500000, 5.39027723, -2.48000000, 2.48000000
0.39550000, 5.38928873, -2.47750000, 2.47750000
0.39600000, 5.38928873, -2.47750000, 2.47750000
0.39650000, 5.38829843, -2.47500000, 2.47500000
0.39700000, 5.38730632, -2.47250000, 2.47250000
0.39750000, 5.38730632, -2.47250000, 2.47250000
0.39800000, 5.38631241, -2.47000000, 2.47000000
0.39850000, 5.38531671, -2.46750000, 2.46750000
0.39900000, 5.38431923, -2.46500000, 2.46500000
0.39950000, 5.38431923, -2.46500000, 2.46500000
0.40000000, 5.38331995, -2.46250000, 2.46250000
0.40050000, 5.38231890, -2.46000000, 2.46000000
0.40100000, 5.38231890, -2.46000000, 2.46000000
0.40150000, 5.38131607, -2.45750000, 2.45750000
0.40200000, 5.38031148, -2.45500000, 2.45500000
0.40250000, 5.38031148, -2.45500000, 2.45500000
0.40300000, 5.37930512, -2.45250000, 2.45250000
0.40350000, 5.37829700, -2.45000000, 2.45000000
0.40400000, 5.37728713, -2.44750000, 2.44750000
0.40450000, 5.37728713, -2.44750000, 2.44750000
0.40500000, 5.37627552, -2.44500000, 2.44500000
0.40550000, 5.37526217, -2.44250000, 2.44250000
0.40600000, 5.37526217, -2.44250000, 2.44250000
0.40650000, 5.37424708, -2.44000000, 2.44000000
0.40700000, 5.37323026, -2.43750000, 2.43750000
0.40750000, 5.37221173, -2.43500000, 2.43500000
0.40800000, 5.37221173, -2.43500000, 2.43500000
0.40850000, 5.37119149, -2.43250000, 2.43250000
0.40900000, 5.37016953, -2.43000000, 2.43000000
0.40950000, 5.36914588, -2.42750000, 2.42750000
0.41000000, 5.36914588, -2.42750000, 2.42750000
0.41050000, 5.36812054, -2.42500000, 2.42500000
0.41100000, 5.36709352, -2.42250000, 2.42250000
0.41150000, 5.36606482, -2.42000000, 2.42000000
0.41200000, 5.36606482, -2.42000000, 2.42000000
0.41250000, 5.36503445, -2.41750000, 2.41750000
0.41300000, 5.36400243, -2.41500000, 2.41500000
0.41350000, 5.36296875, -2.41250000, 2.41250000
0.41400000, 5.36296875, -2.41250000, 2.41250000
0.41450000, 5.36193343, -2.41000000, 2.41000000
0.41500000, 5.36089647, -2.40750000, 2.40750000
0.41550000, 5.35985789, -2.40500000, 2.40500000
0.41600000, 5.35985789, -2.40500000, 2.40500000
0.41650000, 5.35881770, -2.40250000, 2.40250000
0.41700000, 5.35777589, -2.40000000, 2.40000000
0.41750000, 5.35673249, -2.39750000, 2.39750000
0.41800000, 5.35568750, -2.39500000, 2.39500000
0.41850000, 5.35568750, -2.39500000, 2.39500000
0.41900000, 5.35464093, -2.39250000, 2.39250000
0.41950000, 5.35359279, -2.39000000, 2.39000000
0.42000000, 5.35254309, -2.38750000, 2.38750000
0.42050000, 5.35149184, -2.38500000, 2.38500000
0.42100000, 5.35149184, -2.38500000, 2.38500000
0.42150000, 5.35043905, -2.38250000, 2.38250000
0.42200000, 5.34938474, -2.38000000, 2.38000000
0.42250000, 5.34832890, -2.37750000, 2.37750000
0.42300000, 5.34727156, -2.37500000, 2.37500000
0.42350000, 5.34727156, -2.37500000, 2.37500000
0.42400000, 5.34621272, -2.37250000, 2.37250000
0.42450000, 5.34515240, -2.37000000, 2.37000000
0.42500000, 5.34409060, -2.36750000, 2.36750000
0.42550000, 5.34302734, -2.36500000, 2.36500000
0.42600000, 5.34196263, -2.36250000, 2.36250000
0.42650000, 5.34089648, -2.36000000, 2.36000000
0.42700000, 5.34089648, -2.36000000, 2.36000000
0.42750000, 5.33982890, -2.35750000, 2.35750000
0.42800000, 5.33875990, -2.35500000, 2.35500000
0.42850000, 5.33768950, -2.35250000, 2.35250000
0.42900000, 5.33661772, -2.35000000, 2.35000000
0.42950000, 5.33554455, -2.34750000, 2.34750000
0.43000000, 5.33447002, -2.34500000, 2.34500000
0.43050000, 5.33339413, -2.34250000, 2.34250000
0.43100000, 5.33231691, -2.34000000, 2.34000000
0.43150000, 5.33123835, -2.33750000, 2.33750000
0.43200000, 5.33015849, -2.33500000, 2.33500000
0.43250000, 5.32907733, -2.33250000, 2.33250000
0.43300000, 5.32799487, -2.33000000, 2.33000000
0.43350000, 5.32691115, -2.32750000, 2.32750000
0.43400000, 5.32582617, -2.32500000, 2.32500000
0.43450000, 5.32473994, -2.32250000, 2.32250000
0.43500000, 5.32365249, -2.32000000, 2.32000000
0.43550000, 5.32256381, -2.31750000, 2.31750000
0.43600000, 5.32147393, -2.31500000, 2.31500000
0.43650000, 5.32038287, -2.31250000, 2.31250000
0.43700000, 5.31929063, -2.31000000, 2.31000000
0.43750000, 5.31819723, -2.30750000, 2.30750000
0.43800000, 5.31710269, -2.30500000, 2.30500000
0.43850000, 5.31600702, -2.30250000, 2.30250000
0.43900000, 5.31491023, -2.30000000, 2.30000000
0.43950000, 5.31381234, -2.29750000, 2.29750000
0.44000000, 5.31271336, -2.29500000, 2.29500000
0.44050000, 5.31051221, -2.29000000, 2.29000000
0.44100000, 5.30941007, -2.28750000, 2.28750000
0.44150000, 5.30830689, -2.28500000, 2.28500000
0.44200000, 5.30720271, -2.28250000, 2.28250000
0.44250000, 5.30499135, -2.27750000, 2.27750000
0.44300000, 5.30388422, -2.27500000, 2.27500000
0.44350000, 5.30277612, -2.27250000, 2.27250000
0.44400000, 5.30055713, -2.26750000, 2.26750000
0.44450000, 5.29944626, -2.26500000, 2.26500000
0.44500000, 5.29833450, -2.26250000, 2.26250000
0.44550000, 5.29610833, -2.25750000, 2.25750000
0.44600000, 5.29499395, -2.25500000, 2.25500000
0.44650000, 5.29276269, -2.25000000, 2.25000000
0.44700000, 5.29164583, -2.24750000, 2.24750000
0.44750000, 5.28940972, -2.24250000, 2.24250000
0.44800000, 5.28717051, -2.23750000, 2.23750000
0.44850000, 5.28604977, -2.23500000, 2.23500000
0.44900000, 5.28380610, -2.23000000, 2.23000000
0.44950000, 5.28155957, -2.22500000, 2.22500000
0.45000000, 5.27931027, -2.22000000, 2.22000000
0.45050000, 5.27818462, -2.21750000, 2.21750000
0.45100000, 5.27593135, -2.21250000, 2.21250000
0.45150000, 5.27367555, -2.20750000, 2.20750000
0.45200000, 5.27141727, -2.20250000, 2.20250000
0.45250000, 5.26802542, -2.19500000, 2.19500000
0.45300000, 5.26576131, -2.19000000, 2.19000000
0.45350000, 5.26349500, -2.18500000, 2.18500000
0.45400000, 5.26122653, -2.18000000, 2.18000000
0.45450000, 5.25781993, -2.17250000, 2.17250000
0.45500000, 5.25554633, -2.16750000, 2.16750000
0.45550000, 5.25213226, -2.16000000, 2.16000000
0.45600000, 5.24871390, -2.15250000, 2.15250000
0.45650000, 5.24643266, -2.14750000, 2.14750000
0.45700000, 5.24300741, -2.14000000, 2.14000000
0.45750000, 5.23957812, -2.13250000, 2.13250000
0.45800000, 5.23614487, -2.12500000, 2.12500000
0.45850000, 5.23270768, -2.11750000, 2.11750000
0.45900000, 5.22926658, -2.11000000, 2.11000000
0.45950000, 5.22697034, -2.10500000, 2.10500000
0.46000000, 5.22352269, -2.09750000, 2.09750000
0.46050000, 5.22007106, -2.09000000, 2.09000000
0.46100000, 5.21661539, -2.08250000, 2.08250000
0.46150000, 5.21315561, -2.07500000, 2.07500000
0.46200000, 5.21084675, -2.07000000, 2.07000000
0.46250000, 5.20737989, -2.06250000, 2.06250000
0.46300000, 5.20506620, -2.05750000, 2.05750000
0.46350000, 5.20159190, -2.05000000, 2.05000000
0.46400000, 5.19927313, -2.04500000, 2.04500000
0.46450000, 5.19695224, -2.04000000, 2.04000000
0.46500000, 5.19346683, -2.03250000, 2.03250000
0.46550000, 5.19114044, -2.02750000, 2.02750000
0.46600000, 5.18881174, -2.02250000, 2.02250000
0.46650000, 5.18648069, -2.01750000, 2.01750000
0.46700000, 5.18414724, -2.01250000, 2.01250000
0.46750000, 5.18181131, -2.00750000, 2.00750000
0.46800000, 5.17947286, -2.00250000, 2.00250000
0.46850000, 5.17713183, -1.99750000, 1.99750000
0.46900000, 5.17478816, -1.99250000, 1.99250000
0.46950000, 5.17244179, -1.98750000, 1.98750000
0.47000000, 5.17009266, -1.98250000, 1.98250000
0.47050000, 5.16891705, -1.98000000, 1.98000000
0.47100000, 5.16656369, -1.97500000, 1.97500000
0.47150000, 5.16420745, -1.97000000, 1.97000000
0.47200000, 5.16184827, -1.96500000, 1.96500000
0.47250000, 5.16066756, -1.96250000, 1.96250000
0.47300000, 5.15830389, -1.95750000, 1.95750000
0.47350000, 5.15593717, -1.95250000, 1.95250000
0.47400000, 5.15475265, -1.95000000, 1.95000000
0.47450000, 5.15238129, -1.94500000, 1.94500000
0.47500000, 5.15119443, -1.94250000, 1.94250000
0.47550000, 5.14881836, -1.93750000, 1.93750000
0.47600000, 5.14762913, -1.93500000, 1.93500000
0.47650000, 5.14524829, -1.93000000, 1.93000000
0.47700000, 5.14286424, -1.92500000, 1.92500000
0.47750000, 5.14167101, -1.92250000, 1.92250000
0.47800000, 5.13928213, -1.91750000, 1.91750000
0.47850000, 5.13808648, -1.91500000, 1.91500000
0.47900000, 5.13569277, -1.91000000, 1.91000000
0.47950000, 5.13449470, -1.90750000, 1.90750000
0.48000000, 5.13209615, -1.90250000, 1.90250000
0.48050000, 5.13089567, -1.90000000, 1.90000000
0.48100000, 5.12849232, -1.89500000, 1.89500000
0.48150000, 5.12608578, -1.89000000, 1.89000000
0.48200000, 5.12488133, -1.88750000, 1.88750000
0.48250000, 5.12247007, -1.88250000, 1.88250000
0.48300000, 5.12126327, -1.88000000, 1.88000000
0.48350000, 5.11884736, -1.87500000, 1.87500000
0.48400000, 5.11642840, -1.87000000, 1.87000000
0.48450000, 5.11521779, -1.86750000, 1.86750000
0.48500000, 5.11279433, -1.86250000, 1.86250000
