taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
4818,-16774.57162468,0.00000007,19.471519,20.220008,18.979487,90.203011,90.103450,89.888990,7472.421791,6.762111,23.32799,22.61591,22.77185,22.90525,4.16548,4.12705,4.10088,4.1311366666666665,155.92543,67.51724,172.41099,245.9380,110.1542,76.5152,-29.56397721666667,0,21.533494318181813,2.9570978140877557e-100,2.957097141159404e-100
4819,-16773.67328850,0.00000001,19.411166,20.204814,19.064935,89.890990,89.876771,90.083505,7477.209801,6.757781,22.95941,22.93659,23.35440,23.083466666666666,4.12738,4.13853,4.13937,4.135093333333334,154.92396,65.33328,168.49113,244.3433,108.8929,73.7060,-29.571394949999995,-40.05716823333333,0,2.3959738842632275e-115,2.3959733390263573e-115
482,-16774.79522417,0.00000029,19.427408,20.224037,18.990104,89.844756,90.073929,89.778494,7461.133943,6.772341,23.50279,23.21724,24.46958,23.729870000000002,4.17085,4.16827,4.13239,4.15717,155.57990,66.81524,170.32363,243.7883,107.6709,76.7752,-29.605188200000004,-40.037638416666674,21.525823578787875,1.687220318362285e-96,1.6872199344120543e-96
4820,-16772.90168737,0.00004652,19.462688,20.221493,18.978080,89.882462,90.033442,89.827384,7469.049826,6.765164,24.10199,22.26153,23.49055,23.28469,4.13800,4.14506,4.12126,4.1347733333333325,153.66167,65.78461,161.43589,233.4191,105.2829,73.4895,-29.597322650000002,0,0,2.6130854043721774e-128,2.6130848097285895e-128
4821,-16773.47785768,0.00001656,19.428514,20.197524,19.030769,90.142523,90.250128,90.041602,7467.727589,6.766362,23.98382,23.43258,23.18794,23.53478,4.18332,4.14034,4.17921,4.167623333333334,152.50487,67.23367,165.82658,233.7937,101.1089,74.6069,-29.564349416666662,-40.05631431666667,0,1.2485007343477758e-118,1.2485004502342313e-118
4822,-16774.71161743,0.00000010,19.438351,20.197171,19.031121,89.937839,90.057286,89.984740,7471.604305,6.762851,23.22136,23.26758,24.01988,23.50294,4.18024,4.12908,4.15870,4.156006666666666,153.81048,66.29472,166.63149,244.0722,109.0229,74.5961,-29.612345499999996,-40.04558570833331,21.514176190909097,6.647225041915708e-98,6.647223529248061e-98
4823,-16774.12110290,0.00000001,19.389789,20.248714,19.013741,89.940583,90.105427,89.799880,7465.080187,6.768761,23.66297,23.27485,23.54702,23.494946666666667,4.16837,4.16779,4.17915,4.1717699999999995,153.27073,66.22402,169.90642,241.9001,102.7018,74.2802,-29.591086316666676,-40.056143566666655,21.525216675757555,7.987905052662376e-108,7.987903234904521e-108
4824,-16774.54067841,0.00002818,19.415609,20.200112,19.054132,89.930067,90.103087,89.896292,7472.952538,6.761631,24.86199,22.65651,23.64494,23.72114666666667,4.17240,4.14514,4.15348,4.157006666666667,158.27522,66.19390,165.04121,241.9605,108.4169,76.3327,0,-40.05243353333334,21.52450656666665,8.932874558671229e-101,8.932872525872542e-101
4825,-16772.23179698,0.00007973,19.421367,20.195559,19.048522,90.254023,90.151662,89.786763,7471.162848,6.763251,23.60242,22.21864,24.38627,23.402443333333334,4.19400,4.12510,4.10940,4.142833333333333,150.54106,66.62398,169.02590,234.8089,107.3127,77.2506,-29.596826699999994,-40.052697533333344,21.531808806060614,1.4571033517766319e-139,1.4571030201926876e-139
4826,-16775.47785652,0.00000395,19.493367,20.183190,19.013597,89.914005,90.151101,89.890980,7480.629804,6.754692,22.24215,23.20013,23.22043,22.88757,4.16854,4.13816,4.15045,4.152383333333333,155.30800,66.11457,166.94015,245.1753,111.5522,73.3798,-29.655141616666665,-40.00897178333333,0,4.953253447972663e-85,4.953252320791593e-85
4827,-16770.20527600,0.00000062,19.404190,20.268247,19.030263,89.673819,89.821481,89.978792,7484.233286,6.751439,22.82177,22.04029,22.47870,22.446920000000002,4.12166,4.10854,4.12743,4.11921,154.96113,65.82977,169.00374,243.0939,107.4181,75.0129,-29.591086316666676,-40.056143566666655,21.520389112121215,1.3165466938568514e-173,1.3165463942585113e-173
4828,-16771.05633755,0.00000001,19.464094,20.220420,19.008885,89.978999,90.063242,89.866165,7481.342533,6.754048,24.17811,25.08655,23.68673,24.317130000000002,4.11526,4.10577,4.12711,4.116046666666667,151.77870,64.05217,156.06570,236.0363,107.1190,74.0332,-29.52464211666667,-40.067559308333344,21.525850669696986,2.6100032432195204e-159,2.6100026492773205e-159
4829,-16773.33989510,0.00000038,19.434022,20.186714,19.003060,90.219710,90.020571,90.029517,7455.015940,6.777899,23.61026,22.84610,24.24976,23.568706666666667,4.19756,4.16078,4.18063,4.179656666666666,157.41854,67.53947,169.41822,241.3611,108.7689,74.6353,-29.679869483333334,-40.01811469999999,21.51016364848484,6.007855315613904e-121,6.007853948443648e-121
483,-16771.40187113,0.00010583,19.394330,20.269354,19.016830,90.125516,90.100958,90.046759,7475.684287,6.759160,23.78232,22.29437,25.08753,23.721406666666667,4.12637,4.13160,4.12748,4.1284833333333335,152.15541,65.92000,167.19442,243.2821,105.5755,77.2148,-29.591086316666676,-40.056143566666655,21.520389112121215,1.6647526299587353e-153,1.6647522511213366e-153
4830,-16775.67416666,0.00000003,19.469055,20.153971,19.051507,89.953969,90.165811,89.900834,7475.361844,6.759452,22.27614,21.76306,22.89246,22.31055333333333,4.14068,4.11177,4.09929,4.1172466666666665,154.98310,68.89488,172.97459,246.4518,108.2753,76.6696,-29.591086316666676,-40.056143566666655,21.525216675757555,9.834578569186443e-82,9.834576331192585e-82
4831,-16773.01926996,0.00000029,19.464201,20.135868,19.097169,90.185707,89.999868,90.028393,7484.686207,6.751031,23.68378,22.21753,23.52316,23.14149,4.14110,4.15112,4.10104,4.1310866666666675,154.89919,67.89024,169.56962,242.0371,107.5161,75.5777,0,-40.04802787499999,0,2.4686196278826147e-126,2.4686190661142045e-126
4832,-16769.90691085,0.00001279,19.469879,20.260835,18.974652,90.230664,90.105200,89.968432,7484.970818,6.750774,23.63945,24.20120,23.95078,23.930476666666664,4.14019,4.12587,4.12674,4.130933333333333,151.56694,65.03002,163.29433,237.9588,108.4222,74.0534,-29.610424833333333,0,21.515388545454556,1.279741791806981e-178,1.2797415005841036e-178
4833,-16772.44682416,0.00000058,19.468769,20.187159,19.046052,89.831582,90.372633,89.972624,7485.271211,6.750503,23.31210,23.62930,23.12865,23.356683333333336,4.09630,4.10647,4.13654,4.113103333333334,153.83615,67.81083,170.63295,240.7877,108.1507,72.7261,0,-40.06915518333335,0,5.967439078039304e-136,5.96743772006632e-136
4834,-16771.34210856,0.00000002,19.473646,20.174883,19.068304,90.066465,89.642865,90.052596,7491.373656,6.745004,23.36490,23.95317,21.84626,23.05477666666667,4.05413,4.07054,4.06678,4.063816666666667,149.10802,66.73252,162.31832,231.4563,103.6903,74.4370,-29.597266,-40.034717833333325,21.521814972727253,1.6496154709254417e-154,1.649615095532712e-154
4835,-16776.50640958,0.00000934,19.472264,20.203564,19.030815,90.118766,90.271157,89.853204,7486.771980,6.749150,23.33631,23.85708,22.58792,23.260436666666667,4.16160,4.13352,4.15423,4.149783333333334,154.41632,67.33268,166.26577,236.4917,106.2628,75.6970,-29.51886158333333,-40.03953424999999,21.536463200000004,9.41502472153535e-68,9.41502257901675e-68
4836,-16768.22660515,0.00004861,19.456522,20.167522,19.068336,89.868392,89.945540,90.054840,7482.194709,6.753279,23.01225,22.83212,22.55432,22.799563333333335,4.11585,4.10220,4.06527,4.09444,152.16077,65.30012,166.68770,241.3824,108.5674,71.8612,0,0,21.537331015151533,7.572320387746985e-207,7.572318664561146e-207
4837,-16772.01826998,0.00000020,19.456242,20.207023,19.031363,90.066480,89.951696,90.211860,7482.173444,6.753298,22.38559,23.13437,23.32171,22.94722333333333,4.14162,4.13742,4.15417,4.144403333333333,155.51442,68.03990,169.03832,239.0184,104.5395,76.9296,0,-40.07015655000002,21.545496351515144,3.7704625824752414e-143,3.7704617244545295e-143
4838,-16775.29589986,0.00001630,19.425697,20.188027,19.089172,89.953204,89.956321,89.911748,7486.119808,6.749738,23.95677,23.12634,23.16709,23.416733333333337,4.09876,4.14945,4.16096,4.13639,152.94585,66.41516,174.02004,247.0032,108.9557,72.6586,0,-40.08104485,21.53892354848485,4.3466352537219557e-88,4.346634264585214e-88
4839,-16772.86153990,0.00003737,19.468442,20.208884,18.999016,89.887636,89.919520,90.047673,7474.862610,6.759903,22.83029,23.42565,23.43478,23.23024,4.14272,4.15371,4.08515,4.1271933333333335,157.72163,67.22308,170.99108,245.7856,109.0449,70.3743,0,-40.026179475000006,21.548097472727296,5.529753759067065e-129,5.529752500695405e-129
484,-16774.01119516,0.00006206,19.428845,20.184567,19.072144,89.977654,89.982289,89.990242,7479.384678,6.755816,22.06153,22.45962,22.86463,22.46192666666667,4.13958,4.19274,4.18667,4.172996666666666,155.22489,67.28451,170.98347,245.4767,107.4024,76.4204,0,-40.08104485,21.53892354848485,1.1377952749019708e-109,1.137795015980979e-109
4840,-16772.25031276,0.00000003,19.484457,20.195138,19.043742,90.061016,89.966586,90.035093,7493.539861,6.743054,23.15270,21.89430,22.04239,22.363129999999998,4.09943,4.07976,4.12253,4.100573333333333,151.78901,65.26629,163.88938,237.5478,105.0537,73.8595,-29.596826699999994,-40.052697533333344,21.52158574242425,2.982234369075448e-139,2.9822336904269268e-139
4841,-16773.78500104,0.00007186,19.478319,20.180338,19.035764,89.963704,90.110312,89.876789,7482.527142,6.752979,21.93639,23.69344,23.89372,23.174516666666666,4.14165,4.16205,4.13515,4.146283333333333,157.45193,68.64086,170.12435,244.7166,111.2311,74.0443,-29.577183983333335,0,21.546652987878787,1.8037242899176817e-113,1.803723879455367e-113
4842,-16771.88252054,0.00000027,19.434893,20.194011,19.052186,89.927394,90.173185,89.842809,7477.313220,6.757688,23.69055,23.85815,23.40841,23.65237,4.14411,4.15166,4.10889,4.134886666666667,151.09647,65.59462,166.76938,238.7961,103.8854,71.4810,0,-40.041334116666654,21.528766181818163,1.9765345670272516e-145,1.9765341172395773e-145
4843,-16774.88271415,0.00000000,19.453056,20.203953,19.020650,90.002098,89.904431,90.152676,7475.623266,6.759215,24.05392,23.63294,24.59177,24.09287666666667,4.14605,4.13655,4.14513,4.142576666666666,156.59426,67.95387,166.52615,241.2529,109.1833,75.5027,0,0,0,4.9766691787338396e-95,4.976668046224197e-95
4844,-16771.65765842,0.00000016,19.413210,20.165235,19.095345,89.904210,90.250546,90.167230,7475.178240,6.759618,22.63901,21.94320,23.11778,22.566663333333334,4.15357,4.12751,4.08953,4.123536666666666,156.70916,66.79564,170.39333,248.3763,111.3505,74.1042,0,-40.04394829999998,0,3.2990360179856332e-149,3.2990352672445316e-149
4845,-16771.85775682,0.00003512,19.472489,20.147505,19.084499,90.185205,89.839702,90.143691,7487.178655,6.748783,25.16289,22.50037,23.57990,23.74772,4.12528,4.07004,4.09365,4.096323333333333,148.90104,64.80139,166.06147,238.3436,109.1861,72.7224,-29.679869483333334,-40.01811469999999,0,7.5838935398488555e-146,7.5838918140293864e-146
4846,-16774.82610673,0.00000004,19.452477,20.252601,18.996400,89.834306,89.824266,89.910996,7483.807909,6.751823,22.80033,22.58835,22.06302,22.483899999999995,4.15370,4.08389,4.11846,4.118683333333333,156.08918,67.85437,169.18903,240.8617,106.2140,76.3615,-29.56463653333333,0,21.54186445151515,5.571549210348115e-96,5.571547942465325e-96
4847,-16770.80767705,0.00000003,19.455097,20.184475,19.052508,90.049420,90.141028,89.691482,7481.613210,6.753804,23.02860,22.32746,23.35687,22.90431,4.08885,4.05099,4.11299,4.084276666666667,154.15498,66.39524,169.89226,239.4128,104.4601,71.7223,-29.616441699999996,-40.04161378333334,21.540321348484852,1.735115950574742e-163,1.7351155557252003e-163
4848,-16775.13061411,0.00003573,19.457506,20.148263,19.089913,90.159258,90.047799,89.893213,7483.868625,6.751768,23.24771,22.55775,23.49651,23.100656666666666,4.12940,4.12934,4.09305,4.117263333333333,153.50898,67.17803,172.56782,244.5876,110.1393,76.5505,0,0,21.531138621212126,7.269002318589571e-91,7.269000664427939e-91
4849,-16772.33067990,0.00000731,19.391545,20.167541,19.112382,89.754515,89.998331,89.832670,7474.365595,6.760353,22.39008,23.78016,23.31611,23.162116666666666,4.14730,4.14761,4.17573,4.15688,157.60778,67.43279,172.92314,250.0501,110.2568,75.2172,0,-40.041334116666654,21.528766181818163,6.67805975712469e-138,6.67805823744018e-138
485,-16773.95568885,0.00000072,19.474970,20.212565,19.018487,90.070483,90.017198,89.987101,7486.413850,6.749473,23.45489,22.52236,22.75603,22.91109333333333,4.08842,4.12955,4.14741,4.121793333333334,153.60853,67.89016,165.91927,235.8785,105.2604,76.0057,-29.534795900000006,-40.05064655,21.528500681818176,1.3292270120079517e-110,1.3292267095240305e-110
4850,-16770.87565148,0.00000000,19.448286,20.227186,18.979755,89.869003,89.997254,90.016181,7466.314029,6.767643,23.53632,23.44202,23.19775,23.392030000000002,4.14608,4.14418,4.14307,4.144443333333333,155.12450,67.02310,169.10217,247.9588,110.3198,74.8039,-29.581501533333334,-40.04285901666666,0,2.4057398774135137e-162,2.4057393299542575e-162
4851,-16773.09968024,0.00003537,19.464584,20.257810,19.003972,89.983806,90.054833,90.075424,7493.442721,6.743142,22.80804,22.40237,22.18624,22.465549999999997,4.13439,4.12947,4.10863,4.124163333333334,152.35493,68.43601,166.08839,233.1300,104.5688,75.7340,-29.621828266666665,-40.064059424999996,21.553767578787884,5.537164524340761e-125,5.53716326428268e-125
4852,-16774.64788535,0.00000008,19.438891,20.227652,19.000899,89.843706,90.225896,89.839497,7471.097606,6.763310,22.85486,24.67330,23.00897,23.51237666666667,4.14805,4.17776,4.14247,4.156093333333334,148.41404,65.68010,168.22627,237.9911,98.4552,69.1802,-29.602237749999993,-40.04593027499998,21.515424154545453,5.6492209429395594e-99,5.649219657381497e-99
4853,-16775.26208095,0.00000023,19.403820,20.202048,19.045426,89.998731,89.961998,90.065101,7465.741522,6.768162,23.10622,23.12152,22.81977,23.01583666666666,4.16255,4.12659,4.18292,4.157353333333333,154.84246,67.72874,172.62360,245.4791,103.3525,76.1480,-29.64602888333333,-40.03475429166666,21.52091417575756,1.1749530559355324e-88,1.1749527885587756e-88
4854,-16769.83641342,0.00000015,19.414987,20.239197,19.050189,90.125279,89.989534,89.897360,7485.622729,6.750186,23.25341,24.58594,22.81571,23.551686666666665,4.09135,4.06489,4.09924,4.08516,148.06507,65.07583,167.14707,235.7991,100.6952,74.3953,-29.585638283333335,0,21.517748042424238,8.371777033300992e-180,8.371775128187778e-180
4855,-16776.75268423,0.00002977,19.429437,20.223773,19.034241,89.858526,89.934247,89.870637,7479.202086,6.755981,22.68056,22.64247,22.89361,22.738879999999998,4.14350,4.11499,4.12224,4.12691,153.26687,68.58203,174.68414,247.2679,106.4467,77.0357,-29.586806116666658,0,21.532461430303044,1.291378327449578e-63,1.2913780335786464e-63
4856,-16773.59964894,0.00000018,19.410929,20.201892,19.057077,90.175901,90.038962,89.851529,7472.932342,6.761649,22.64080,22.52304,23.10134,22.75506,4.16121,4.15228,4.12818,4.147223333333334,153.05033,67.44654,170.79799,243.7791,112.3245,73.7171,-29.589866466666667,-40.04781274166666,21.532808448484854,1.388007841918005e-116,1.388007526057696e-116
4857,-16775.06005632,0.00000021,19.431832,20.204697,19.022323,90.007651,89.961658,89.745863,7468.360738,6.765788,22.67545,23.20402,26.66882,24.18276333333333,4.09522,4.16037,4.13631,4.130633333333334,147.79978,66.26888,167.12552,237.0251,99.5792,74.7607,0,-40.04394829999998,0,4.744124793367154e-92,4.744123713776191e-92
4858,-16770.03989422,0.00005345,19.492977,20.151466,19.041425,90.267983,90.015805,89.893691,7479.606649,6.755616,23.57336,22.90668,23.41370,23.297913333333337,4.14834,4.12220,4.12424,4.131593333333334,154.01606,65.74472,167.95087,241.6637,108.3911,75.1026,-29.566517633333333,-40.07286576666668,21.517944581818195,2.1935353776186765e-176,2.1935348784494778e-176
4859,-16773.84547131,0.00000019,19.421377,20.190363,19.060867,89.997781,90.180415,89.773992,7474.140863,6.760556,22.90469,23.88648,23.39040,23.393856666666665,4.19150,4.15024,4.12105,4.154263333333334,154.65265,66.70817,172.17387,247.2672,109.5591,74.2283,-29.679869483333334,0,21.527943515151517,1.8707940463111944e-112,1.8707936205862326e-112
486,-16771.44045904,0.00000006,19.456514,20.182416,19.051192,90.116218,90.136609,89.633714,7480.822824,6.754517,22.89266,23.07400,23.19599,23.054216666666665,4.11531,4.09906,4.15860,4.124323333333333,153.54882,67.23638,168.31005,241.2098,107.8168,76.1189,-29.597266,-40.034717833333325,21.521814972727253,7.406244862554824e-153,7.406243177161759e-153
4860,-16774.58737552,0.00000023,19.364702,20.234727,19.081217,89.918593,89.742527,90.049498,7476.687593,6.758253,22.82652,22.11445,23.17921,22.70672666666667,4.14542,4.13762,4.16007,4.147703333333333,154.37409,67.45243,171.16543,241.6378,106.6924,75.9502,0,0,0,5.438362547217882e-100,5.438361309643552e-100
4861,-16776.94552293,0.00000081,19.449248,20.177908,19.013625,89.996797,89.943434,90.153823,7461.773997,6.771761,23.03178,24.02559,23.87833,23.645233333333334,4.18902,4.20138,4.14659,4.1789966666666665,158.84938,67.50429,171.03242,251.1794,113.8168,76.9296,-29.566517633333333,-40.07286576666668,21.517944581818195,2.2418217177314467e-60,2.241821207574026e-60
4862,-16777.90879103,0.00000018,19.463140,20.232357,18.958018,90.137860,89.853257,90.119865,7465.324503,6.768540,23.58053,22.50818,22.06645,22.718386666666664,4.19132,4.16880,4.18031,4.1801433333333335,155.90603,66.10309,164.29404,240.5176,107.5772,74.8020,-29.589866466666667,0,21.513494169696962,3.410302699370328e-44,3.41030192330896e-44
4863,-16774.38846044,0.00000011,19.397579,20.245239,19.010747,90.067931,89.939323,90.204837,7465.627204,6.768265,22.35374,22.56116,22.51236,22.475753333333333,4.10904,4.09202,4.13005,4.11037,154.84324,67.68128,170.10456,240.9912,104.4520,75.6529,-29.621828266666665,-40.04275894166667,21.505247269696984,2.4765202680352026e-103,2.476519704468893e-103
4864,-16772.77767612,0.00000186,19.457860,20.135103,19.087460,90.109283,89.952293,90.063484,7478.179104,6.756905,23.42876,24.25962,22.52551,23.40463,4.11560,4.15940,4.12335,4.132783333333333,154.01745,67.11660,168.56730,238.0361,105.9613,74.2834,0,-40.09603373333334,21.54565756666666,2.157030549232269e-130,2.157030058370247e-130
4865,-16774.90257821,0.00003688,19.408899,20.224288,19.040608,89.834964,90.045277,89.999696,7473.998541,6.760685,23.18731,23.15455,22.49304,22.94496666666667,4.15633,4.13824,4.13311,4.1425600000000005,154.35487,65.89491,164.65752,238.4914,104.6147,74.3577,-29.534795900000006,-40.05064655,21.55213548181818,1.073100242666451e-94,1.0730999984677051e-94
4866,-16773.02336784,0.00002866,19.441345,20.204846,18.998717,90.260948,89.894547,90.342726,7462.651142,6.770965,22.54042,23.04416,23.03267,22.872416666666666,4.16461,4.14334,4.15236,4.153436666666667,158.80248,66.95033,174.61542,252.0095,110.7085,74.9266,-29.53297365,-40.06144125000001,0,2.8926476222675156e-126,2.892646964005693e-126
4867,-16773.41864083,0.00000016,19.394136,20.300162,19.031922,90.075799,89.992800,90.474281,7492.682579,6.743826,24.76624,23.38344,23.09668,23.74878666666667,4.10499,4.12953,4.06353,4.09935,152.79172,64.82055,169.83443,239.6045,107.8622,76.1684,-29.534795900000006,-40.05064655,21.528500681818176,1.263541486806443e-119,1.263541199270168e-119
4868,-16772.86699385,0.00001865,19.402310,20.238516,19.042155,89.760488,90.347705,89.859923,7477.132712,6.757851,22.68038,22.68554,24.38981,23.25191,4.13092,4.15117,4.16150,4.1478633333333335,154.34113,67.14519,172.35124,246.5421,107.7673,75.2049,-29.534795900000006,-40.05064655,21.528500681818176,6.828544122434209e-129,6.828542568504907e-129
4869,-16775.13384809,0.00000158,19.427982,20.198160,19.039725,90.026721,89.959787,89.719355,7471.276328,6.763148,22.70656,22.01793,23.87652,22.867003333333333,4.15020,4.12325,4.15935,4.144266666666667,155.48394,67.66035,169.98198,244.1511,110.6934,76.3756,-29.523799316666665,-40.04638170833333,21.522985175757572,8.237648947123331e-91,8.237647072532812e-91
487,-16770.14916141,0.00000042,19.406071,20.307880,18.985429,90.087318,89.893719,90.179833,7482.026156,6.753431,23.21199,21.91631,22.89826,22.675519999999995,4.17114,4.11689,4.14464,4.144223333333333,150.22046,65.97615,165.27233,233.1029,102.3308,75.2524,-29.548117616666666,-40.07421217499999,0,1.5022860862344445e-174,1.5022857443685464e-174
4870,-16769.69715753,0.00000080,19.484765,20.203340,19.024366,89.846219,89.785753,90.513240,7488.700882,6.747412,23.09462,23.13869,22.98972,23.07434333333333,4.09726,4.08199,4.10631,4.095186666666667,152.52888,66.07994,168.95322,240.9275,108.2762,73.3312,-29.628315349999994,-40.071612824999995,21.5386206121212,3.83196615465994e-182,3.831965282643243e-182
4871,-16772.11958192,0.00000025,19.423197,20.157084,19.083384,90.319486,89.880650,90.123277,7471.282012,6.763143,23.32566,23.02638,23.62523,23.325756666666667,4.17899,4.17818,4.16374,4.173636666666667,157.62572,66.83385,175.38507,248.8986,110.1879,75.3502,-29.657829416666676,-40.01754542499999,21.538422660606045,1.8982802052029735e-141,1.8982797732231575e-141
4872,-16771.64282165,0.00007224,19.395638,20.242950,19.001320,89.800501,90.094416,90.133184,7460.316446,6.773084,22.92379,23.71422,23.37613,23.338046666666667,4.12462,4.12796,4.12710,4.1265600000000004,154.75089,67.32692,167.58646,240.9016,108.9604,75.9288,-29.545672400000015,0,21.526885027272705,1.858404682638035e-149,1.8584042597324436e-149
4873,-16773.85125480,0.00003987,19.432519,20.220269,19.001365,89.862716,89.837655,90.099246,7466.158308,6.767784,22.54640,24.63863,24.06470,23.74991,4.12181,4.14984,4.14670,4.13945,152.08153,64.70399,160.67180,248.9638,113.4667,72.5324,0,-40.09681181666668,21.514124590909095,2.3398301613911393e-112,2.339829628930547e-112
4874,-16773.22719574,0.00000005,19.420348,20.180873,19.094948,89.890140,90.035093,89.924397,7483.662231,6.751954,23.17929,23.69509,23.26465,23.37967666666667,4.11728,4.10369,4.06915,4.096706666666667,154.15315,66.34685,167.23167,243.4501,107.9523,74.2669,0,-40.04854721666667,21.5205801060606,7.681632836464729e-123,7.681631088403336e-123
4875,-16774.59546511,0.00004829,19.555436,20.143949,18.982602,90.102600,89.931126,89.994489,7477.679656,6.757356,25.33157,24.04846,24.34656,24.57553,4.13203,4.11841,4.12540,4.12528,147.30921,63.88141,158.91198,227.8865,102.5537,70.9141,-29.523799316666665,-40.04638170833333,21.522985175757572,7.436477821618892e-100,7.436476129345901e-100
4876,-16773.17913257,0.00000809,19.464880,20.169710,19.031570,89.894479,89.920599,90.422803,7471.589841,6.762864,23.57064,22.76337,24.17454,23.50285,4.18096,4.14280,4.12344,4.149066666666667,153.59019,65.44287,168.09590,240.6377,103.3673,74.3248,-29.591291716666667,-38.657761374999986,0,1.1968172113618052e-123,1.1968169390095585e-123
4877,-16767.73120131,0.00000043,19.454223,20.217410,19.088145,90.066470,90.200160,90.039148,7507.581966,6.730442,24.93590,23.17330,23.19063,23.76661,4.05215,4.05933,4.03496,4.048813333333333,150.49331,66.81030,167.90347,234.7302,102.9578,75.3426,-29.51886158333333,-40.03953424999999,21.536463200000004,3.6042155964308287e-215,3.604214776241909e-215
4878,-16772.65283939,0.00000004,19.538364,20.128247,19.061642,90.018300,90.073335,89.845539,7496.395634,6.740486,23.27413,22.68159,23.62454,23.19342,4.08005,4.09661,4.07161,4.082756666666667,149.20729,65.60523,159.72631,227.7593,102.0586,73.3200,-29.53297365,-40.06144125000001,21.55284413333334,1.7246125175559828e-132,1.724612125096642e-132
4879,-16771.50430399,0.00000000,19.507193,20.192384,19.017870,90.159269,90.057646,89.947746,7491.040935,6.745304,23.52985,21.80929,22.67025,22.669796666666667,4.07878,4.10708,4.11665,4.100836666666667,150.78942,67.45345,166.19890,232.5623,103.2742,74.5480,0,-40.041532791666675,21.555130696969705,8.752780160225187e-152,8.752778168409462e-152
488,-16776.36595658,0.00000083,19.387770,20.186850,19.103153,89.879487,90.137265,89.794687,7476.467961,6.758452,22.42691,23.86970,23.78067,23.359093333333334,4.15754,4.14127,4.11481,4.137873333333333,153.78646,66.72122,175.84484,250.6197,106.6534,73.6860,-29.63218186666666,0,21.52989587878787,4.1144795977719224e-70,4.1144786614653985e-70
4880,-16774.34589293,0.00001210,19.491621,20.155790,19.032429,90.019131,90.219842,90.068828,7477.190910,6.757798,23.83707,23.10371,23.66571,23.53549666666667,4.16249,4.12923,4.16007,4.150596666666666,150.72219,65.99765,169.19979,239.8905,103.2809,73.2946,-29.597074466666673,-40.03147797499999,21.524290406060594,4.772425881419939e-104,4.772424795388673e-104
4881,-16768.64423267,0.00002885,19.427816,20.174655,19.075712,89.955633,89.941302,89.826512,7476.675355,6.758264,23.13753,23.62708,24.89730,23.887303333333335,4.11663,4.08407,4.11477,4.105156666666667,152.92563,66.09161,166.91196,238.5453,107.5590,72.9911,0,-40.04235948333335,21.51953287272727,7.853487023793812e-200,7.853485236624631e-200
4882,-16770.58653076,0.00002025,19.367269,20.174227,19.100204,90.073715,90.014219,89.736264,7462.740381,6.770884,22.56155,23.34936,23.79798,23.236296666666664,4.17159,4.14586,4.15739,4.15828,158.58254,67.00193,176.64972,253.4307,108.9711,76.0471,-29.59489661666667,-40.041532791666675,0,3.3437541763515098e-167,3.3437534154341752e-167
4883,-16773.03533932,0.00000006,19.440281,20.170951,19.084083,90.089890,89.920169,90.119529,7483.388784,6.752201,22.42798,22.86484,23.05671,22.783176666666666,4.13849,4.13646,4.13144,4.135463333333333,155.67866,67.08883,173.92082,248.5619,108.7805,74.1359,0,0,21.534699357575768,4.596291289755997e-126,4.596290243806584e-126
4884,-16771.85539663,0.00000010,19.438361,20.187740,19.065259,89.976481,89.923335,89.985529,7481.516243,6.753891,23.75064,22.16283,23.70354,23.20567,4.11117,4.10002,4.11354,4.108243333333333,156.53566,64.45075,163.08389,238.8689,106.7277,75.9793,0,-40.026741025,21.526885027272705,6.922178289773702e-146,6.922176714536655e-146
4885,-16772.21042182,0.00000856,19.446942,20.212981,19.019205,89.924065,90.100428,89.795317,7476.015814,6.758860,23.39919,23.17679,24.24346,23.60648,4.15158,4.15058,4.15134,4.151166666666668,153.30435,64.96589,165.54658,239.9182,105.0679,73.3625,-29.59489661666667,-40.04235948333335,0,6.37387399465296e-140,6.37387254419011e-140
4886,-16774.61279397,0.00000004,19.450446,20.178328,19.063274,90.069289,90.164837,90.255816,7481.794780,6.753640,22.53008,22.13744,22.35241,22.33997666666667,4.11499,4.11540,4.10479,4.111726666666667,156.15719,68.63362,171.51106,243.3210,106.0597,76.5448,-29.610424833333333,-40.02701063333333,21.535408993939402,1.4537151698550513e-99,1.4537148390421344e-99
4887,-16774.52306771,0.00000059,19.479143,20.218059,18.940964,89.880353,90.076731,90.092791,7459.495574,6.773829,23.77916,22.35478,23.11853,23.08415666666667,4.13444,4.13786,4.15646,4.14292,157.12295,66.88336,162.99325,238.0108,106.2011,76.3286,0,-40.073195358333344,21.536395987878787,4.52006308763389e-101,4.520062059031255e-101
4888,-16772.30295119,0.00004426,19.488242,20.197142,18.996140,89.880149,90.046920,89.979266,7476.990436,6.757979,22.58552,23.14578,22.41422,22.715173333333336,4.16098,4.14512,4.13121,4.14577,156.09251,66.32767,167.64150,243.6213,108.2251,73.8511,0,-40.09681181666668,21.514124590909095,2.2846962825073653e-138,2.2846957625932465e-138
