energy,taskid
-18485.29489,227
-18487.49003,2270
-18486.28064,2271
-18485.58254,2272
-18487.12181,2273
-18484.6545,2274
-18486.91324,2275
-18485.06458,2276
-18486.19283,2277
-18483.82258,2278
-18485.17687,2279
-18487.04244,228
-18486.86279,2280
-18486.82481,2281
-18483.9332,2282
-18483.74534,2283
-18486.39992,2284
-18485.63618,2285
-18485.13503,2286
-18487.47893,2287
-18485.42744,2288
-18485.81213,2289
-18485.05632,229
-18486.20491,2290
-18485.82599,2291
-18485.72052,2292
-18485.31734,2293
-18484.82348,2294
-18485.78007,2295
-18482.09547,2296
-18484.41537,2297
-18487.56941,2298
-18483.59521,2299
-18487.80545,23
-18483.72772,230
-18484.52361,2300
-18487.2123,2301
-18485.31041,2302
-18486.53074,2303
-18487.51727,2304
-18486.09269,2305
-18484.93398,2306
-18485.07129,2307
-18486.08765,2308
-18484.96608,2309
-18486.99761,231
-18486.04159,2310
-18484.64423,2311
-18484.6514,2312
-18485.41084,2313
-18487.35242,2314
-18486.75961,2315
-18486.0092,2316
-18485.21633,2317
-18486.88664,2318
-18484.58976,2319
-18485.21581,232
-18484.85331,2320
-18483.91212,2321
-18484.57351,2322
-18486.97631,2323
-18485.69365,2324
-18485.86279,2325
-18485.31198,2326
-18485.72103,2327
-18484.15909,2328
-18485.17395,2329
-18486.1972,233
-18484.72913,2330
-18485.81011,2331
-18485.11763,2332
-18484.63104,2333
-18483.81966,2334
-18486.3856,2335
-18484.65821,2336
-18485.42868,2337
-18485.23983,2338
-18486.44203,2339
-18484.36988,234
-18485.71681,2340
-18486.01388,2341
-18485.19603,2342
-18487.3722,2343
-18485.17716,2344
-18484.30401,2345
-18483.86959,2346
-18486.07976,2347
-18482.66924,2348
-18488.20384,2349
-18486.99594,235
-18485.36879,2350
-18486.67554,2351
-18483.84132,2352
-18486.21887,2353
-18485.11592,2354
-18485.7538,2355
-18485.68018,2356
-18484.2941,2357
-18486.5991,2358
-18485.3855,2359
-18484.03533,236
-18484.54817,2360
-18486.08441,2361
-18485.86458,2362
-18484.46695,2363
-18483.02991,2364
-18485.75616,2365
-18485.96656,2366
-18484.40261,2367
-18487.93846,2368
-18487.39076,2369
-18484.51625,237
-18485.13353,2370
-18486.48629,2371
-18486.06857,2372
-18485.83031,2373
-18485.81103,2374
-18485.98327,2375
-18486.77943,2376
-18483.5138,2377
-18486.00296,2378
-18486.00778,2379
-18485.83047,238
-18486.71499,2380
-18484.68219,2381
-18484.76612,2382
-18487.30439,2383
-18483.54863,2384
-18487.19346,2385
-18486.40145,2386
-18485.4295,2387
-18487.37795,2388
-18486.46491,2389
-18484.84714,239
-18482.9779,2390
-18487.75197,2391
-18484.67965,2392
-18485.06048,2393
-18485.23011,2394
-18487.3809,2395
-18485.56065,2396
-18483.85621,2397
-18486.14235,2398
-18485.00568,2399
-18485.91656,24
-18483.70197,240
-18483.26611,2400
-18485.62048,2401
-18483.3697,2402
-18483.86241,2403
-18484.75615,2404
-18484.27551,2405
-18485.01397,2406
-18487.33671,2407
-18485.59586,2408
-18486.76549,2409
-18485.93505,241
-18485.01655,2410
-18486.55742,2411
-18485.21688,2412
-18484.32818,2413
-18487.16238,2414
-18485.5892,2415
-18483.87228,2416
-18483.99466,2417
-18483.55288,2418
-18485.75692,2419
-18486.88275,242
-18486.5458,2420
-18486.52943,2421
-18487.13407,2422
-18485.28996,2423
-18486.79758,2424
-18484.59432,2425
-18486.24448,2426
-18483.35026,2427
-18485.78194,2428
-18486.43595,2429
-18486.01669,243
-18486.40873,2430
-18485.09347,2431
-18485.52813,2432
-18485.09877,2433
-18485.27957,2434
-18485.26815,2435
-18484.96268,2436
-18485.09722,2437
-18486.02678,2438
-18484.31062,2439
-18484.3319,244
-18484.63431,2440
-18482.97066,2441
-18482.43284,2442
-18487.40108,2443
-18485.04906,2444
-18484.67634,2445
-18486.0572,2446
-18486.08779,2447
-18486.00102,2448
-18484.15625,2449
-18484.97794,245
-18486.82383,2450
-18483.6267,2451
-18486.40558,2452
-18485.31753,2453
-18486.06514,2454
-18484.92026,2455
-18485.2798,2456
-18485.7624,2457
-18484.55984,2458
-18486.2735,2459
-18485.31176,246
-18485.26179,2460
-18485.23494,2461
-18484.85962,2462
-18484.22409,2463
-18486.03274,2464
-18484.85327,2465
-18485.81331,2466
-18485.18422,2467
-18485.01054,2468
-18485.28892,2469
-18485.65226,247
-18486.29617,2470
-18486.39266,2471
-18484.41791,2472
-18486.92302,2473
-18487.19215,2474
-18485.12415,2475
-18486.76355,2476
-18484.15381,2477
-18483.87136,2478
-18487.51408,2479
-18486.13012,248
-18485.147,2480
-18484.94837,2481
-18486.26668,2482
-18485.82084,2483
-18486.18823,2484
-18484.63393,2485
-18483.78463,2486
-18485.0736,2487
-18486.60094,2488
-18484.53758,2489
-18486.28787,249
-18484.42354,2490
-18485.53175,2491
-18483.38133,2492
-18485.20169,2493
-18484.33401,2494
-18483.89176,2495
-18485.54769,2496
-18483.89212,2497
-18483.57989,2498
-18484.32839,2499
-18483.78704,25
-18484.08943,250
-18484.90901,2500
-18486.92803,2501
-18484.91936,2502
-18486.77744,2503
-18485.643,2504
-18484.89261,2505
-18486.47305,2506
-18484.2494,2507
-18484.85503,2508
-18485.29877,2509
-18485.61029,251
-18487.37655,2510
-18486.39147,2511
-18484.04072,2512
-18483.82305,2513
-18485.2106,2514
-18485.57993,2515
-18487.22199,2516
-18484.909,2517
-18484.92659,2518
-18485.28296,2519
-18480.72389,252
-18486.43659,2520
-18485.99193,2521
-18485.56144,2522
-18484.03184,2523
-18483.06647,2524
-18485.03613,2525
-18484.98571,2526
-18484.91751,2527
-18483.69428,2528
-18483.21281,2529
-18487.58442,253
-18485.81789,2530
-18484.3284,2531
-18486.10142,2532
-18484.19924,2533
-18486.97797,2534
-18485.62541,2535
-18484.80279,2536
-18485.28773,2537
-18485.95115,2538
-18484.89201,2539
-18486.07672,254
-18485.00652,2540
-18485.31854,2541
-18486.45557,2542
-18483.73037,2543
-18484.04593,2544
-18483.84201,2545
-18486.34192,2546
-18486.46726,2547
-18485.60918,2548
-18485.087,2549
-18487.02075,255
-18485.13359,2550
-18483.84886,2551
-18484.71637,2552
-18486.34695,2553
-18487.85696,2554
-18485.52087,2555
-18486.78448,2556
-18488.04963,2557
-18485.1479,2558
-18485.61327,2559
-18485.19428,256
-18485.21375,2560
-18485.97117,2561
-18484.16791,2562
-18485.32226,2563
-18486.30946,2564
-18486.82421,2565
-18485.26782,2566
-18486.36509,2567
-18486.56292,2568
-18486.37404,2569
-18485.54861,257
-18483.95772,2570
-18487.3308,2571
-18485.12533,2572
-18483.89825,2573
-18483.11939,2574
-18484.89693,2575
-18486.05122,2576
-18485.03134,2577
-18484.27333,2578
-18486.5054,2579
-18485.46569,258
-18483.09548,2580
-18486.04495,2581
-18484.27249,2582
-18486.90591,2583
-18485.73167,2584
-18484.75881,2585
-18485.04488,2586
-18486.56242,2587
-18484.71637,2588
-18485.05798,2589
-18486.92106,259
-18484.19701,2590
-18484.32459,2591
-18485.80724,2592
-18484.77962,2593
-18485.1889,2594
-18483.85769,2595
-18486.88415,2596
-18487.07122,2597
-18486.69545,2598
-18486.00855,2599
-18484.81392,26
-18485.71927,260
-18485.04495,2600
-18483.77362,2601
-18484.29037,2602
-18484.15756,2603
-18484.83366,2604
-18485.71314,2605
-18484.45508,2606
-18485.94838,2607
-18484.22093,2608
-18483.56958,2609
-18485.6217,261
-18486.29261,2610
-18485.47216,2611
-18487.01283,2612
-18486.97742,2613
-18486.88744,2614
-18485.13747,2615
-18485.42919,2616
-18484.86737,2617
-18486.1744,2618
-18485.73795,2619
-18486.11403,262
-18483.70111,2620
-18485.25404,2621
-18484.25888,2622
-18483.54492,2623
-18486.56113,2624
-18485.40043,2625
-18485.39257,2626
-18484.48509,2627
-18483.94479,2628
-18484.19973,2629
-18485.65268,263
-18484.1962,2630
-18484.38448,2631
-18487.89237,2632
-18484.93952,2633
-18484.4732,2634
-18484.54445,2635
-18484.78718,2636
-18486.51774,2637
-18485.82097,2638
-18484.83783,2639
-18485.22552,264
-18487.35699,2640
-18484.93817,2641
-18485.58533,2642
-18483.82313,2643
-18484.97652,2644
-18485.99,2645
-18483.41711,2646
-18485.62033,2647
-18484.42519,2648
-18485.76278,2649
-18485.41607,265
-18485.79091,2650
-18484.65048,2651
-18486.27262,2652
-18485.5865,2653
-18485.42064,2654
-18483.13487,2655
-18486.74087,2656
-18484.1351,2657
-18484.99913,2658
-18486.59244,2659
-18486.06988,266
-18486.34581,2660
-18485.89497,2661
-18485.87235,2662
-18487.03703,2663
-18486.06159,2664
-18485.85831,2665
-18486.07655,2666
-18485.54406,2667
-18485.99588,2668
-18485.04523,2669
-18486.13847,267
-18484.81095,2670
-18484.41612,2671
-18484.51373,2672
-18486.77245,2673
-18485.37187,2674
-18485.54545,2675
-18485.39929,2676
-18486.58833,2677
-18484.19231,2678
-18484.80902,2679
-18483.79206,268
-18485.80468,2680
-18486.81834,2681
-18487.21054,2682
-18488.51384,2683
-18486.14522,2684
-18485.55848,2685
-18483.37451,2686
-18486.35004,2687
-18484.59904,2688
-18485.26485,2689
-18486.18934,269
-18485.05016,2690
-18485.95087,2691
-18482.83685,2692
-18484.00644,2693
-18484.35983,2694
-18485.74558,2695
-18485.71212,2696
-18486.10042,2697
-18481.94945,2698
-18484.45992,2699
-18484.82282,27
-18484.22908,270
-18485.03152,2700
-18485.48659,2701
-18485.871,2702
-18483.26693,2703
-18486.17677,2704
-18486.00516,2705
-18483.95545,2706
-18484.31933,2707
-18483.92099,2708
-18485.32223,2709
-18485.14725,271
-18485.82848,2710
-18486.36465,2711
-18487.64759,2712
-18484.35934,2713
-18485.42322,2714
-18484.73962,2715
-18484.37281,2716
-18485.57945,2717
-18485.89666,2718
-18484.84875,2719
-18484.35466,272
-18484.65527,2720
-18486.16711,2721
-18485.219,2722
-18484.45586,2723
-18486.18795,2724
-18486.72058,2725
-18488.13216,2726
-18483.56266,2727
-18485.73964,2728
-18486.648,2729
-18485.75066,273
-18483.62958,2730
-18486.75882,2731
-18486.66426,2732
-18486.11477,2733
-18485.79287,2734
-18486.43866,2735
-18483.72453,2736
-18484.52438,2737
-18484.65629,2738
-18487.18627,2739
-18485.95206,274
-18487.08073,2740
-18483.02884,2741
-18484.86413,2742
-18487.10597,2743
-18486.26982,2744
-18485.29142,2745
-18484.80336,2746
-18487.09191,2747
-18486.6822,2748
-18483.89539,2749
-18484.78493,275
-18486.06452,2750
-18484.43316,2751
-18487.45778,2752
-18485.31699,2753
-18483.99023,2754
-18485.63294,2755
-18483.92351,2756
-18485.85813,2757
-18482.89698,2758
-18484.39062,2759
-18483.86667,276
-18485.50104,2760
-18485.78919,2761
-18486.20427,2762
-18485.89897,2763
-18484.35902,2764
-18486.64989,2765
-18486.01695,2766
-18487.36207,2767
-18485.49923,2768
-18486.50578,2769
-18486.89007,277
-18484.33966,2770
-18485.72841,2771
-18485.85709,2772
-18484.20125,2773
-18483.98941,2774
-18484.94839,2775
-18485.13203,2776
-18488.49882,2777
-18485.74683,2778
-18484.7369,2779
-18485.76043,278
-18484.49542,2780
-18484.31635,2781
-18484.97326,2782
-18488.07757,2783
-18484.14609,2784
-18483.7196,2785
-18485.30874,2786
-18486.37844,2787
-18483.11886,2788
-18486.02631,2789
-18486.09398,279
-18484.72266,2790
-18484.43873,2791
-18485.61621,2792
-18487.02411,2793
-18487.44132,2794
-18485.62403,2795
-18485.52613,2796
-18486.11758,2797
-18486.0546,2798
-18482.87886,2799
-18485.44077,28
-18485.76304,280
-18484.35519,2800
-18485.3664,2801
-18483.81655,2802
-18485.70641,2803
-18485.88798,2804
-18484.16928,2805
-18485.17803,2806
-18485.04002,2807
-18483.54056,2808
-18483.37144,2809
-18482.84496,281
-18484.01997,2810
-18485.4711,2811
-18486.58618,2812
-18484.68301,2813
-18486.47725,2814
-18482.88664,2815
-18482.8021,2816
-18485.27717,2817
-18484.33049,2818
-18487.18412,2819
-18487.39332,282
-18484.8953,2820
-18487.47479,2821
-18485.52215,2822
-18483.85673,2823
-18485.78222,2824
-18486.28486,2825
-18485.98186,2826
-18485.64088,2827
-18484.38865,2828
-18486.10576,2829
-18486.75811,283
-18485.29614,2830
-18485.83123,2831
-18486.11352,2832
-18484.50788,2833
-18483.44444,2834
-18485.29171,2835
-18486.09698,2836
-18485.51869,2837
-18485.47953,2838
-18485.80144,2839
-18485.67822,284
-18485.07199,2840
-18484.52811,2841
-18486.06518,2842
-18485.32008,2843
-18484.93673,2844
-18486.57911,2845
-18483.58647,2846
-18482.96901,2847
-18484.9706,2848
-18485.49012,2849
-18486.74236,285
-18485.19826,2850
-18485.03169,2851
-18485.05253,2852
-18483.03991,2853
-18483.22194,2854
-18485.97097,2855
-18483.81717,2856
-18481.99978,2857
-18485.80041,2858
-18485.33183,2859
-18484.96265,286
-18484.85452,2860
-18484.01307,2861
-18485.4629,2862
-18485.96928,2863
-18485.90731,2864
-18485.33274,2865
-18486.41331,2866
-18484.95137,2867
-18485.80884,2868
-18486.24282,2869
-18485.48734,287
-18487.36399,2870
-18484.86012,2871
-18484.54012,2872
-18485.72516,2873
-18484.35965,2874
-18487.07445,2875
-18484.76975,2876
-18484.28834,2877
-18486.00952,2878
-18486.20179,2879
-18485.31828,288
-18485.00302,2880
-18486.50082,2881
-18485.89978,2882
-18483.14163,2883
-18485.26473,2884
-18484.86414,2885
-18487.17045,2886
-18486.14978,2887
-18487.29162,2888
-18485.01848,2889
-18484.79944,289
-18486.17368,2890
-18483.21566,2891
-18482.75731,2892
-18483.70615,2893
-18486.38516,2894
-18483.87454,2895
-18481.35848,2896
-18483.78284,2897
-18486.57059,2898
-18483.90645,2899
-18487.10957,29
-18485.21827,290
-18485.47381,2900
-18485.51167,2901
-18485.1192,2902
-18485.50836,2903
-18484.37185,2904
-18484.97926,2905
-18485.55553,2906
-18486.61588,2907
-18486.46342,2908
-18487.10011,2909
-18484.81189,291
-18484.07909,2910
-18485.9335,2911
-18486.02432,2912
-18484.58474,2913
-18484.69571,2914
-18486.3543,2915
-18487.39321,2916
-18483.61021,2917
-18484.41758,2918
-18484.10821,2919
-18486.37908,292
-18484.7114,2920
-18485.1571,2921
-18487.29263,2922
-18483.74044,2923
-18485.3581,2924
-18485.33836,2925
-18486.82278,2926
-18485.81576,2927
-18484.74164,2928
-18486.12748,2929
-18486.95162,293
-18484.06427,2930
-18484.51624,2931
-18485.90274,2932
-18484.82372,2933
-18484.5448,2934
-18484.65378,2935
-18483.83893,2936
-18486.43296,2937
-18484.80672,2938
-18484.15667,2939
-18485.69912,294
-18487.46648,2940
-18486.2695,2941
-18485.43508,2942
-18486.26168,2943
-18485.8359,2944
-18485.63965,2945
-18483.85966,2946
-18484.31215,2947
-18486.24361,2948
-18485.83893,2949
-18484.73172,295
-18485.05278,2950
-18486.02538,2951
-18485.77092,2952
-18483.59623,2953
-18487.30422,2954
-18484.99957,2955
-18485.02614,2956
-18486.24841,2957
-18486.79188,2958
-18484.1936,2959
-18486.5648,296
-18483.17619,2960
-18487.07372,2961
-18486.89536,2962
-18485.19403,2963
-18484.55279,2964
-18484.89883,2965
-18485.49057,2966
-18483.7946,2967
-18485.62444,2968
-18485.63872,2969
-18486.83033,297
-18487.20428,2970
-18485.09504,2971
-18485.62133,2972
-18482.70271,2973
-18485.81907,2974
-18485.09066,2975
-18486.0599,2976
-18485.87876,2977
-18484.69578,2978
-18483.60293,2979
-18483.12095,298
-18485.46191,2980
-18485.60151,2981
-18485.31302,2982
-18485.26619,2983
-18484.40754,2984
-18484.89856,2985
-18485.14472,2986
-18484.41266,2987
-18486.71324,2988
-18485.5978,2989
-18486.85596,299
-18486.18403,2990
-18486.19397,2991
-18485.643,2992
-18484.05877,2993
-18485.90226,2994
-18486.90434,2995
-18486.26692,2996
-18484.29915,2997
-18484.67579,2998
-18483.65358,2999
-18486.9192,3
-18485.27106,30
-18484.87252,300
-18485.9215,3000
-18485.46469,3001
-18486.57192,3002
-18485.67016,3003
-18484.37841,3004
-18484.13793,3005
-18486.7518,3006
-18487.005,3007
-18484.46405,3008
-18485.69522,3009
-18485.89016,301
-18485.41744,3010
-18485.85413,3011
-18485.87823,3012
-18483.79894,3013
-18486.55053,3014
-18485.79189,3015
-18482.86906,3016
-18485.9425,3017
-18486.02499,3018
-18485.85959,3019
-18485.41346,302
-18484.06899,3020
-18484.19543,3021
-18485.12261,3022
-18484.98984,3023
-18486.03472,3024
-18486.40049,3025
-18485.18974,3026
-18485.75969,3027
-18485.38551,3028
-18485.86344,3029
-18485.06715,303
-18486.47326,3030
-18486.28225,3031
-18485.07879,3032
-18485.80917,3033
-18486.46236,3034
-18483.2438,3035
-18484.86946,3036
-18485.27501,3037
-18483.78557,3038
-18485.70719,3039
-18484.79743,304
-18484.20246,3040
-18485.06654,3041
-18485.72383,3042
-18485.00267,3043
-18488.33454,3044
-18487.22212,3045
-18486.36054,3046
-18486.02696,3047
-18485.34852,3048
-18486.42979,3049
-18483.59797,305
-18484.73197,3050
-18483.88051,3051
-18487.36378,3052
-18481.99747,3053
-18486.90877,3054
-18485.81925,3055
-18483.0989,3056
-18486.17678,3057
-18487.08081,3058
-18484.56578,3059
-18485.43699,306
-18484.94312,3060
-18485.0806,3061
-18484.81228,3062
-18484.63285,3063
-18486.48792,3064
-18484.71329,3065
-18483.60718,3066
-18483.75333,3067
-18485.28075,3068
-18487.15154,3069
-18486.27567,307
-18485.26564,3070
-18484.03588,3071
-18485.47109,3072
-18487.06555,3073
-18484.07521,3074
-18485.79207,3075
-18485.94255,3076
-18483.91012,3077
-18484.75598,3078
-18486.71621,3079
-18484.82659,308
-18485.79248,3080
-18484.73572,3081
-18486.61153,3082
-18487.35477,3083
-18486.35405,3084
-18485.22124,3085
-18485.8073,3086
-18485.18097,3087
-18485.38959,3088
-18487.09686,3089
-18484.38929,309
-18485.68119,3090
-18483.6574,3091
-18484.79655,3092
-18487.34273,3093
-18484.49842,3094
-18485.35799,3095
-18483.79615,3096
-18485.98507,3097
-18484.0931,3098
-18485.343,3099
-18484.49009,31
-18487.20986,310
-18485.00277,3100
-18487.13797,3101
-18483.52235,3102
-18482.07811,3103
-18486.35324,3104
-18484.00237,3105
-18484.58742,3106
-18484.95228,3107
-18486.43002,3108
-18485.15468,3109
-18485.78345,311
-18485.81739,3110
-18485.71112,3111
-18484.36096,3112
-18485.13409,3113
-18486.33559,3114
-18485.99309,3115
-18484.87997,3116
-18485.52894,3117
-18485.93224,3118
-18485.35226,3119
-18486.22045,312
-18485.40216,3120
-18483.99281,3121
-18484.14319,3122
-18484.34726,3123
-18484.6872,3124
-18485.49176,3125
-18485.15746,3126
-18485.94452,3127
-18482.66186,3128
-18484.36681,3129
-18486.16581,313
-18485.7203,3130
-18485.5414,3131
-18485.31401,3132
-18485.36358,3133
-18481.74718,3134
-18484.32995,3135
-18484.50416,3136
-18484.90167,3137
-18484.26385,3138
-18483.13442,3139
-18486.62051,314
-18484.23337,3140
-18485.09579,3141
-18484.70255,3142
-18483.42388,3143
-18483.73587,3144
-18483.9961,3145
-18484.68704,3146
-18485.77529,3147
-18485.82155,3148
-18487.66729,3149
-18485.42158,315
-18484.00557,3150
-18485.44119,3151
-18486.12752,3152
-18487.11695,3153
-18484.90485,3154
-18485.97235,3155
-18484.91334,3156
-18487.09256,3157
-18485.82555,3158
-18486.97752,3159
-18485.97348,316
-18484.38537,3160
-18485.80219,3161
-18483.48485,3162
-18483.9996,3163
-18482.98066,3164
-18484.11663,3165
-18486.42123,3166
-18484.77899,3167
-18485.08165,3168
-18485.55419,3169
-18484.42226,317
-18486.67738,3170
-18484.93979,3171
-18485.1568,3172
-18486.51054,3173
-18484.84001,3174
-18485.77759,3175
-18484.57611,3176
-18485.54684,3177
-18486.24429,3178
-18487.31901,3179
-18485.24948,318
-18485.99724,3180
-18485.06778,3181
-18484.83767,3182
-18485.76976,3183
-18484.9309,3184
-18484.59251,3185
-18485.05556,3186
-18485.14516,3187
-18482.69331,3188
-18487.20903,3189
-18487.25989,319
-18485.78016,3190
-18485.27306,3191
-18485.65199,3192
-18486.18999,3193
-18486.19792,3194
-18486.20448,3195
-18486.36525,3196
-18487.02504,3197
-18485.19257,3198
-18482.74267,3199
-18484.97805,32
-18484.87612,320
-18487.03759,3200
-18485.14324,3201
-18485.12108,3202
-18485.36486,3203
-18483.68799,3204
-18484.29493,3205
-18485.85529,3206
-18484.56152,3207
-18481.98619,3208
-18485.20149,3209
-18482.60566,321
-18486.80662,3210
-18483.77113,3211
-18486.79031,3212
-18485.21367,3213
-18486.49569,3214
-18483.80968,3215
-18484.92935,3216
-18486.12095,3217
-18484.67002,3218
-18485.21011,3219
-18486.00662,322
-18484.89119,3220
-18485.27027,3221
-18485.60009,3222
-18483.4036,3223
-18484.38074,3224
-18485.29839,3225
-18483.90336,3226
-18484.45672,3227
-18484.63193,3228
-18485.10151,3229
-18483.02426,323
-18486.66507,3230
-18485.04224,3231
-18486.67684,3232
-18485.04557,3233
-18483.92135,3234
-18485.73683,3235
-18486.10502,3236
-18484.03014,3237
-18481.94653,3238
-18483.87726,3239
-18484.5217,324
-18484.85589,3240
-18482.78642,3241
-18485.04973,3242
-18484.1408,3243
-18485.50402,3244
-18485.31569,3245
-18483.72856,3246
-18484.80801,3247
-18485.63556,3248
-18483.67164,3249
-18487.04103,325
-18483.39263,3250
-18485.81724,3251
-18486.34324,3252
-18485.32773,3253
-18487.02399,3254
-18485.68411,3255
-18487.56316,3256
-18484.08079,3257
-18483.92044,3258
-18486.83337,3259
-18483.84014,326
-18487.14262,3260
-18484.77716,3261
-18485.27911,3262
-18485.44337,3263
-18484.04584,3264
-18486.28241,3265
-18485.26752,3266
-18486.66447,3267
-18484.04589,3268
-18484.04061,3269
-18486.55286,327
-18484.195,3270
-18486.43412,3271
-18485.97301,3272
-18485.57228,3273
-18484.91946,3274
-18484.38921,3275
-18484.61638,3276
-18487.06023,3277
-18485.81418,3278
-18484.05519,3279
-18483.6276,328
-18484.63295,3280
-18486.21222,3281
-18485.64176,3282
-18485.843,3283
-18484.82271,3284
-18486.03768,3285
-18484.63428,3286
-18483.44026,3287
-18486.10022,3288
-18485.02457,3289
-18484.87879,329
-18486.41794,3290
-18487.23414,3291
-18485.63706,3292
-18487.36773,3293
-18486.03804,3294
-18486.19554,3295
-18485.61474,3296
-18485.55454,3297
-18487.09844,3298
-18487.55386,3299
-18484.68082,33
-18482.64197,330
-18483.72411,3300
-18485.21003,3301
-18485.6364,3302
-18486.33267,3303
-18486.42453,3304
-18484.60499,3305
-18485.52009,3306
-18486.41757,3307
-18485.19092,3308
-18485.74803,3309
-18486.70097,331
-18484.44755,3310
-18486.54214,3311
-18486.8308,3312
-18485.34611,3313
-18483.22197,3314
-18481.82625,3315
-18487.13761,3316
-18485.5967,3317
-18486.1483,3318
-18485.74435,3319
-18485.32483,332
-18487.54721,3320
-18484.57502,3321
-18486.43264,3322
-18484.56899,3323
-18484.91653,3324
-18487.5457,3325
-18484.06056,3326
-18486.48777,3327
-18486.51638,3328
-18486.30185,3329
-18484.88996,333
-18484.78283,3330
-18485.9611,3331
-18485.87072,3332
-18484.87109,3333
-18487.28292,3334
-18484.94525,3335
-18483.44054,3336
-18483.83358,3337
-18484.6827,3338
-18485.78111,3339
-18486.41918,334
-18485.18108,3340
-18485.57921,3341
-18485.02724,3342
-18484.29567,3343
-18486.43747,3344
-18486.61644,3345
-18484.91902,3346
-18485.82394,3347
-18484.24528,3348
-18483.79004,3349
-18485.04125,335
-18485.04744,3350
-18485.02779,3351
-18486.35273,3352
-18486.61687,3353
-18484.8154,3354
-18485.52102,3355
-18483.71247,3356
-18485.66076,3357
-18484.77011,3358
-18486.78402,3359
-18485.43718,336
-18486.47934,3360
-18485.32178,3361
-18483.91056,3362
-18485.87969,3363
-18486.62032,3364
-18485.62562,3365
-18485.69001,3366
-18484.83018,3367
-18485.94628,3368
-18484.9729,3369
-18485.05994,337
-18484.21924,3370
-18485.05608,3371
-18486.82785,3372
-18484.94683,3373
-18485.82959,3374
-18485.59471,3375
-18486.19414,3376
-18483.41887,3377
-18484.93474,3378
-18485.9422,3379
-18484.1815,338
-18483.93216,3380
-18486.58557,3381
-18485.00522,3382
-18485.60393,3383
-18484.83834,3384
-18487.18132,3385
-18485.48159,3386
-18484.4671,3387
-18485.57133,3388
-18485.24536,3389
-18485.45298,339
-18484.44159,3390
-18485.55826,3391
-18483.97861,3392
-18484.42961,3393
-18486.02474,3394
-18485.52284,3395
-18486.16268,3396
-18485.77118,3397
-18486.0134,3398
-18485.93192,3399
-18486.09847,34
-18483.88914,340
-18486.20722,3400
-18485.55647,3401
-18484.33474,3402
-18483.87934,3403
-18486.88113,3404
-18485.66071,3405
-18484.12,3406
-18488.05766,3407
-18484.82224,3408
-18486.25841,3409
-18486.87897,341
-18486.0763,3410
-18485.47845,3411
-18484.49559,3412
-18486.48605,3413
-18485.68871,3414
-18484.54106,3415
-18484.35022,3416
-18484.46468,3417
-18485.23202,3418
-18485.20276,3419
-18484.3719,342
-18483.95887,3420
-18484.81446,3421
-18484.43348,3422
-18484.94116,3423
-18486.23953,3424
-18485.33704,3425
-18486.60011,3426
-18484.85377,3427
-18485.72575,3428
-18483.02658,3429
-18484.7266,343
-18486.37729,3430
-18485.72111,3431
-18483.41858,3432
-18484.25792,3433
-18484.9975,3434
-18487.20535,3435
-18485.19405,3436
-18485.9004,3437
-18484.81206,3438
-18482.45793,3439
-18484.79201,344
-18484.10272,3440
-18486.36556,3441
-18484.88927,3442
-18484.68375,3443
-18486.49343,3444
-18484.68428,3445
-18486.42972,3446
-18486.63624,3447
-18485.64661,3448
-18484.31337,3449
-18485.9066,345
-18484.60011,3450
-18484.68411,3451
-18485.4585,3452
-18485.84472,3453
-18486.01509,3454
-18483.74603,3455
-18484.51751,3456
-18486.64645,3457
-18483.74423,3458
-18485.75898,3459
-18485.77978,346
-18486.92101,3460
-18486.63839,3461
-18485.50417,3462
-18483.77088,3463
-18485.88238,3464
-18484.47251,3465
-18485.08362,3466
-18486.4491,3467
-18488.09327,3468
-18488.50866,3469
-18484.68413,347
-18485.35671,3470
-18485.06803,3471
-18487.40141,3472
-18485.7849,3473
-18486.14005,3474
-18484.99107,3475
-18487.33728,3476
-18483.69839,3477
-18485.17626,3478
-18485.96196,3479
-18483.82576,348
-18486.6979,3480
-18484.2519,3481
-18486.65818,3482
-18485.65649,3483
-18485.76986,3484
-18483.7735,3485
-18485.26228,3486
-18483.2739,3487
-18486.2662,3488
-18486.20466,3489
-18484.62865,349
-18484.45007,3490
-18487.80185,3491
-18484.65485,3492
-18485.80074,3493
-18485.68299,3494
-18482.68281,3495
-18485.41511,3496
-18485.01794,3497
-18485.24011,3498
-18483.27286,3499
-18486.39519,35
-18484.83187,350
-18483.24878,3500
-18484.27766,3501
-18483.76468,3502
-18482.92881,3503
-18483.69173,3504
-18484.22599,3505
-18486.01965,3506
-18483.6237,3507
-18486.55497,3508
-18486.14172,3509
-18484.97503,351
-18486.60457,3510
-18487.05608,3511
-18482.85769,3512
-18486.09751,3513
-18484.03208,3514
-18484.39645,3515
-18485.26144,3516
-18484.53143,3517
-18484.55692,3518
-18484.91681,3519
-18484.56881,352
-18484.73538,3520
-18486.7816,3521
-18483.84439,3522
-18485.37891,3523
-18483.95606,3524
-18483.9126,3525
-18485.46231,3526
-18483.82586,3527
-18484.99077,3528
-18485.44635,3529
-18486.04334,353
-18487.85742,3530
-18486.17062,3531
-18485.29336,3532
-18485.03236,3533
-18486.57723,3534
-18484.77381,3535
-18486.44883,3536
-18483.16191,3537
-18484.99525,3538
-18484.64758,3539
-18486.08527,354
-18483.91656,3540
-18483.90132,3541
