energy,taskid
-18485.31488,1242
-18483.2471,1243
-18486.18707,1244
-18484.44365,1245
-18486.04825,1246
-18485.16521,1247
-18487.18252,1248
-18484.91536,1249
-18486.01854,125
-18485.40527,1250
-18483.78811,1251
-18484.00615,1252
-18486.4459,1253
-18485.07145,1254
-18485.31899,1255
-18485.95017,1256
-18483.49939,1257
-18485.71998,1258
-18486.29681,1259
-18484.85902,126
-18485.68053,1260
-18486.11924,1261
-18486.34007,1262
-18486.99273,1263
-18486.027,1264
-18484.51802,1265
-18484.64941,1266
-18483.79252,1267
-18483.27675,1268
-18487.574,1269
-18485.71611,127
-18485.10933,1270
-18485.10141,1271
-18483.56392,1272
-18487.00864,1273
-18484.97272,1274
-18485.17389,1275
-18484.72471,1276
-18485.52107,1277
-18487.45361,1278
-18486.59677,1279
-18483.87457,128
-18483.39608,1280
-18487.25186,1281
-18484.31944,1282
-18483.82177,1283
-18484.14492,1284
-18487.39633,1285
-18485.85536,1286
-18486.00908,1287
-18485.21158,1288
-18484.60638,1289
-18484.02558,129
-18484.15419,1290
-18484.77593,1291
-18483.5103,1292
-18485.41541,1293
-18486.45741,1294
-18484.73717,1295
-18485.19468,1296
-18486.00741,1297
-18485.30901,1298
-18485.71442,1299
-18486.01615,13
-18485.75631,130
-18485.86385,1300
-18486.63001,1301
-18485.36651,1302
-18484.93685,1303
-18482.96923,1304
-18486.92672,1305
-18484.43747,1306
-18484.66801,1307
-18486.1048,1308
-18484.33119,1309
-18484.27796,131
-18487.78606,1310
-18486.92619,1311
-18485.04138,1312
-18485.39978,1313
-18486.006,1314
-18485.36059,1315
-18484.63118,1316
-18485.75369,1317
-18486.59228,1318
-18486.98162,1319
-18486.03286,132
-18485.02285,1320
-18485.20388,1321
-18484.63476,1322
-18485.75788,1323
-18484.60868,1324
-18482.64884,1325
-18484.31745,1326
-18483.86598,1327
-18485.56638,1328
-18485.51562,1329
-18487.60023,133
-18482.09649,1330
-18485.89826,1331
-18483.44555,1332
-18486.81157,1333
-18484.95562,1334
-18485.23474,1335
-18486.66616,1336
-18484.65693,1337
-18482.66957,1338
-18484.87637,1339
-18485.74043,134
-18485.23258,1340
-18483.14375,1341
-18481.28198,1342
-18484.92217,1343
-18485.31283,1344
-18486.02226,1345
-18485.40683,1346
-18484.96728,1347
-18485.7706,1348
-18484.51802,1349
-18485.78828,135
-18480.34198,1350
-18484.6663,1351
-18485.24792,1352
-18485.49469,1353
-18483.72898,1354
-18486.01386,1355
-18487.808,1356
-18485.83382,1357
-18484.18077,1358
-18485.23714,1359
-18486.53207,136
-18483.75071,1360
-18482.87539,1361
-18486.65354,1362
-18483.72611,1363
-18485.3092,1364
-18483.86799,1365
-18485.98726,1366
-18485.04836,1367
-18483.40275,1368
-18486.51818,1369
-18484.24925,137
-18485.02219,1370
-18485.276,1371
-18485.45401,1372
-18484.14864,1373
-18485.97631,1374
-18484.23991,1375
-18484.04391,1376
-18484.95372,1377
-18486.16522,1378
-18486.99889,1379
-18488.29709,138
-18484.14299,1380
-18484.86003,1381
-18485.71049,1382
-18486.44753,1383
-18483.5928,1384
-18484.09366,1385
-18486.1235,1386
-18485.46676,1387
-18485.14428,1388
-18486.15558,1389
-18487.11673,139
-18483.75842,1390
-18485.89804,1391
-18485.50811,1392
-18483.78404,1393
-18486.53133,1394
-18485.02157,1395
-18484.72596,1396
-18486.10185,1397
-18487.27486,1398
-18486.51182,1399
-18486.94623,14
-18486.15532,140
-18484.05428,1400
-18487.0214,1401
-18487.05172,1402
-18485.32655,1403
-18484.10029,1404
-18486.89384,1405
-18486.73892,1406
-18485.71031,1407
-18485.23928,1408
-18483.94824,1409
-18485.0317,141
-18487.57553,1410
-18485.65437,1411
-18484.05664,1412
-18485.30813,1413
-18485.21958,1414
-18483.6889,1415
-18485.71367,1416
-18486.47615,1417
-18485.23175,1418
-18485.98945,1419
-18485.40761,142
-18486.87846,1420
-18484.78916,1421
-18486.99831,1422
-18486.72624,1423
-18484.74927,1424
-18485.63807,1425
-18483.29027,1426
-18484.28574,1427
-18483.56243,1428
-18483.72889,1429
-18485.40884,143
-18485.49154,1430
-18484.83309,1431
-18485.6011,1432
-18484.9604,1433
-18487.57812,1434
-18486.60259,1435
-18485.49811,1436
-18485.77876,1437
-18485.18949,1438
-18486.2925,1439
-18483.59466,144
-18484.74744,1440
-18485.33535,1441
-18487.35105,1442
-18486.0918,1443
-18484.93378,1444
-18485.56907,1445
-18484.35578,1446
-18485.66089,1447
-18486.14108,1448
-18486.3101,1449
-18484.04313,145
-18485.87537,1450
-18483.9878,1451
-18485.67997,1452
-18485.2706,1453
-18484.94257,1454
-18484.52523,1455
-18484.57164,1456
-18485.29314,1457
-18484.5893,1458
-18483.37711,1459
-18486.34126,146
-18484.61662,1460
-18487.16186,1461
-18485.91409,1462
-18484.75862,1463
-18483.8133,1464
-18486.4034,1465
-18485.06025,1466
-18484.62902,1467
-18484.98034,1468
-18487.62933,1469
-18484.4727,147
-18486.1174,1470
-18484.41387,1471
-18485.2364,1472
-18486.86502,1473
-18484.67508,1474
-18485.22138,1475
-18486.15909,1476
-18485.35266,1477
-18487.92502,1478
-18485.96043,1479
-18485.12668,148
-18485.01751,1480
-18488.07164,1481
-18486.80948,1482
-18486.12823,1483
-18483.42665,1484
-18485.27423,1485
-18484.65034,1486
-18483.54952,1487
-18485.43978,1488
-18485.43066,1489
-18485.73874,149
-18485.2351,1490
-18485.37731,1491
-18484.88887,1492
-18484.38463,1493
-18485.50389,1494
-18485.24422,1495
-18486.17494,1496
-18483.43523,1497
-18484.35877,1498
-18484.06303,1499
-18485.07804,15
-18483.49423,150
-18485.96156,1500
-18485.18178,1501
-18486.31398,1502
-18485.49976,1503
-18486.25878,1504
-18484.99705,1505
-18486.00748,1506
-18484.48905,1507
-18483.35933,1508
-18483.48711,1509
-18484.74651,151
-18485.25507,1510
-18482.3603,1511
-18484.35434,1512
-18484.80073,1513
-18484.43298,1514
-18486.38728,1515
-18484.75482,1516
-18484.80433,1517
-18485.28288,1518
-18484.14338,1519
-18484.95432,152
-18485.78015,1520
-18485.272,1521
-18485.41558,1522
-18484.4307,1523
-18483.08618,1524
-18485.72865,1525
-18486.01936,1526
-18484.30197,1527
-18486.29895,1528
-18484.28971,1529
-18485.84776,153
-18486.03944,1530
-18485.80353,1531
-18485.05122,1532
-18486.38459,1533
-18482.86054,1534
-18485.38373,1535
-18484.82054,1536
-18484.22646,1537
-18485.53837,1538
-18484.53373,1539
-18484.66538,154
-18486.94608,1540
-18485.94287,1541
-18484.45789,1542
-18487.04992,1543
-18485.0863,1544
-18485.20586,1545
-18484.5945,1546
-18483.76559,1547
-18486.50788,1548
-18486.54203,1549
-18485.12183,155
-18484.41354,1550
-18485.22395,1551
-18485.79877,1552
-18485.66172,1553
-18486.01994,1554
-18482.88598,1555
-18484.29334,1556
-18484.93486,1557
-18487.16226,1558
-18485.08501,1559
-18486.09926,156
-18486.31461,1560
-18485.17118,1561
-18487.10911,1562
-18484.99168,1563
-18483.93883,1564
-18485.72742,1565
-18487.33343,1566
-18484.33045,1567
-18487.07752,1568
-18484.37749,1569
-18484.73717,157
-18485.44032,1570
-18485.16601,1571
-18486.62171,1572
-18487.4893,1573
-18483.07615,1574
-18485.61296,1575
-18486.34868,1576
-18485.73496,1577
-18483.83789,1578
-18485.33435,1579
-18484.72178,158
-18486.87293,1580
-18485.50873,1581
-18485.82016,1582
-18482.84255,1583
-18484.66236,1584
-18485.73068,1585
-18485.16016,1586
-18485.89406,1587
-18484.05225,1588
-18484.71645,1589
-18485.91285,159
-18484.9233,1590
-18484.78384,1591
-18484.86855,1592
-18486.32867,1593
-18483.65222,1594
-18485.20074,1595
-18483.53763,1596
-18484.89336,1597
-18484.69375,1598
-18484.9561,1599
-18484.11032,16
-18484.64347,160
-18485.85209,1600
-18485.90338,1601
-18484.95093,1602
-18484.99651,1603
-18484.67028,1604
-18485.89429,1605
-18485.80218,1606
-18482.31719,1607
-18485.08595,1608
-18484.84321,1609
-18486.67741,161
-18485.07461,1610
-18485.31448,1611
-18484.65434,1612
-18485.70454,1613
-18485.81026,1614
-18486.02942,1615
-18486.11396,1616
-18483.10727,1617
-18485.29654,1618
-18485.53397,1619
-18487.78681,162
-18487.17837,1620
-18486.78906,1621
-18484.59257,1622
-18487.11584,1623
-18485.77626,1624
-18484.3401,1625
-18487.31228,1626
-18486.81199,1627
-18485.48345,1628
-18485.93453,1629
-18485.39846,163
-18483.3315,1630
-18485.066,1631
-18486.57356,1632
-18485.20908,1633
-18485.99188,1634
-18485.84523,1635
-18485.10905,1636
-18484.989,1637
-18485.28181,1638
-18483.33161,1639
-18486.88923,164
-18483.93435,1640
-18484.39462,1641
-18485.82838,1642
-18484.82804,1643
-18487.27059,1644
-18485.4612,1645
-18486.10343,1646
-18486.64952,1647
-18483.71483,1648
-18484.37659,1649
-18483.1434,165
-18484.56298,1650
-18486.72404,1651
-18485.34179,1652
-18486.61151,1653
-18486.50412,1654
-18485.38678,1655
-18484.63838,1656
-18484.67239,1657
-18486.40756,1658
-18481.42635,1659
-18487.53829,166
-18486.69201,1660
-18486.69921,1661
-18487.54012,1662
-18484.48658,1663
-18485.62201,1664
-18484.82866,1665
-18485.04255,1666
-18484.52658,1667
-18483.27701,1668
-18485.66881,1669
-18484.57817,167
-18486.63086,1670
-18485.3199,1671
-18486.28106,1672
-18483.86217,1673
-18485.55154,1674
-18485.73155,1675
-18484.80801,1676
-18485.7215,1677
-18484.80035,1678
-18485.17129,1679
-18486.66699,168
-18486.68905,1680
-18483.67984,1681
-18484.79416,1682
-18486.82912,1683
-18486.01983,1684
-18484.70222,1685
-18484.07529,1686
-18485.94098,1687
-18485.58603,1688
-18486.81577,1689
-18485.79091,169
-18485.54206,1690
-18487.15898,1691
-18486.03094,1692
-18487.68966,1693
-18483.82778,1694
-18485.28663,1695
-18485.05309,1696
-18485.50748,1697
-18486.17116,1698
-18485.36532,1699
-18484.48191,17
-18484.65618,170
-18485.65397,1700
-18484.85881,1701
-18486.09179,1702
-18486.81705,1703
-18484.8112,1704
-18484.19853,1705
-18485.0351,1706
-18487.72064,1707
-18486.4048,1708
-18483.31289,1709
-18485.64796,171
-18483.52104,1710
-18485.47356,1711
-18485.99597,1712
-18486.17134,1713
-18486.18347,1714
-18486.85538,1715
-18486.7913,1716
-18484.17899,1717
-18486.53758,1718
-18487.28835,1719
-18483.94937,172
-18485.9489,1720
-18484.75274,1721
-18485.85456,1722
-18485.2053,1723
-18484.03778,1724
-18484.97483,1725
-18484.07819,1726
-18485.23598,1727
-18483.01243,1728
-18483.757,1729
-18483.54549,173
-18484.6748,1730
-18485.54617,1731
-18485.66204,1732
-18484.32794,1733
-18483.38738,1734
-18486.30647,1735
-18485.46604,1736
-18485.13191,1737
-18485.35827,1738
-18486.25387,1739
-18483.98712,174
-18484.05199,1740
-18484.7802,1741
-18484.10265,1742
-18484.65322,1743
-18486.01233,1744
-18486.42003,1745
-18483.60615,1746
-18484.55167,1747
-18485.69621,1748
-18486.19001,1749
-18485.56336,175
-18486.4171,1750
-18484.24253,1751
-18484.57752,1752
-18485.84096,1753
-18486.99475,1754
-18485.52038,1755
-18486.84474,1756
-18484.68232,1757
-18484.15063,1758
-18484.29403,1759
-18484.49275,176
-18483.68154,1760
-18485.73928,1761
-18484.10233,1762
-18485.40988,1763
-18483.60288,1764
-18485.91527,1765
-18485.16012,1766
-18486.25728,1767
-18484.72219,1768
-18483.74131,1769
-18486.59035,177
-18484.89857,1770
-18486.47414,1771
-18485.53624,1772
-18485.83571,1773
-18485.08268,1774
-18485.87479,1775
-18485.64531,1776
-18486.5186,1777
-18484.65107,1778
-18487.24067,1779
-18486.068,178
-18486.05063,1780
-18484.71712,1781
-18483.90207,1782
-18484.65512,1783
-18485.68146,1784
-18484.36699,1785
-18483.17821,1786
-18485.54088,1787
-18485.05216,1788
-18486.26537,1789
-18485.94628,179
-18485.12308,1790
-18484.35573,1791
-18485.88531,1792
-18486.01411,1793
-18484.61064,1794
-18482.49731,1795
-18483.6951,1796
-18483.0545,1797
-18486.91182,1798
-18484.8523,1799
-18485.99528,18
-18486.05448,180
-18485.93585,1800
-18485.11327,1801
-18485.38322,1802
-18484.51048,1803
-18486.61352,1804
-18485.08467,1805
-18486.14069,1806
-18484.56949,1807
-18485.15032,1808
-18486.88228,1809
-18484.58076,181
-18486.6859,1810
-18485.9316,1811
-18487.14546,1812
-18484.70705,1813
-18485.42108,1814
-18485.01101,1815
-18485.42264,1816
-18485.00056,1817
-18482.94892,1818
-18486.91738,1819
-18484.61108,182
-18486.76772,1820
-18486.07651,1821
-18484.41593,1822
-18484.72216,1823
-18483.24494,1824
-18483.19194,1825
-18487.05112,1826
-18485.92862,1827
-18485.24526,1828
-18485.99205,1829
-18485.76137,183
-18485.58708,1830
-18485.01414,1831
-18484.41064,1832
-18486.10973,1833
-18483.96459,1834
-18484.51097,1835
-18484.57682,1836
-18484.78565,1837
-18485.85722,1838
-18485.01714,1839
-18485.89178,184
-18484.52031,1840
-18486.04513,1841
-18484.96737,1842
-18486.35822,1843
-18485.59655,1844
-18486.21747,1845
-18486.68442,1846
-18484.94528,1847
-18486.69038,1848
-18483.54347,1849
-18486.64596,185
-18484.46234,1850
-18484.84583,1851
-18485.28575,1852
-18483.77533,1853
-18485.31135,1854
-18484.60948,1855
-18487.42247,1856
-18486.00743,1857
-18484.45397,1858
-18483.86874,1859
-18485.14609,186
-18485.28468,1860
-18482.63098,1861
-18484.1535,1862
-18485.23288,1863
-18485.52595,1864
-18485.54663,1865
-18484.63193,1866
-18487.43263,1867
-18486.25767,1868
-18485.2593,1869
-18484.00198,187
-18486.24156,1870
-18486.4817,1871
-18485.21947,1872
-18484.61214,1873
-18484.4858,1874
-18483.0954,1875
-18485.42462,1876
-18485.5402,1877
-18486.64468,1878
-18486.48508,1879
-18482.90885,188
-18486.07984,1880
-18486.32103,1881
-18488.51234,1882
-18486.27147,1883
-18485.00649,1884
-18483.04985,1885
-18486.52376,1886
-18485.17293,1887
-18486.01143,1888
-18483.50373,1889
-18484.8854,189
-18486.22836,1890
-18485.97422,1891
-18487.01557,1892
-18486.29265,1893
-18485.49509,1894
-18485.10165,1895
-18485.74608,1896
-18484.38289,1897
-18485.15769,1898
-18485.87248,1899
-18485.98476,19
-18485.69664,190
-18484.757,1900
-18487.41934,1901
-18485.95935,1902
-18484.09452,1903
-18486.66624,1904
-18485.50651,1905
-18484.98906,1906
-18484.04614,1907
-18484.99699,1908
-18483.71509,1909
-18485.9645,191
-18485.86696,1910
-18486.69589,1911
-18483.71711,1912
-18486.75982,1913
-18485.24242,1914
-18486.57379,1915
-18486.33623,1916
-18486.45267,1917
-18485.72762,1918
-18485.26447,1919
-18484.79546,192
-18484.33033,1920
-18485.50201,1921
-18484.95425,1922
-18489.02508,1923
-18485.02121,1924
-18486.09315,1925
-18485.93289,1926
-18484.09801,1927
-18484.60373,1928
-18483.54102,1929
-18485.3577,193
-18485.52946,1930
-18486.48279,1931
-18485.72461,1932
-18487.26223,1933
-18484.88082,1934
-18485.88177,1935
-18485.34456,1936
-18486.85225,1937
-18486.76245,1938
-18484.39474,1939
-18485.38529,194
-18486.42342,1940
-18484.93652,1941
-18486.3892,1942
-18482.94125,1943
-18485.2098,1944
-18487.04575,1945
-18485.43273,1946
-18484.6723,1947
-18483.98517,1948
-18485.44693,1949
-18484.57486,195
-18484.35846,1950
-18485.75584,1951
-18486.40853,1952
-18485.52432,1953
-18484.88177,1954
-18485.60961,1955
-18485.0999,1956
-18484.59579,1957
-18486.61136,1958
-18486.54457,1959
-18485.65164,196
-18484.71491,1960
-18486.88945,1961
-18487.89062,1962
-18486.26978,1963
-18483.69223,1964
-18485.48273,1965
-18484.90743,1966
-18484.70362,1967
-18484.64513,1968
-18484.31645,1969
-18486.95952,197
-18483.95994,1970
-18486.88143,1971
-18484.90574,1972
-18485.59906,1973
-18486.32077,1974
-18485.03897,1975
-18486.29624,1976
-18485.69175,1977
-18485.02381,1978
-18484.93479,1979
-18485.87561,198
-18484.37607,1980
-18485.48453,1981
-18485.97186,1982
-18485.44415,1983
-18484.98232,1984
-18485.14476,1985
-18487.27597,1986
-18485.23857,1987
-18486.749,1988
-18486.86651,1989
-18486.33863,199
-18483.70054,1990
-18486.58917,1991
-18484.85836,1992
-18484.1579,1993
-18485.65036,1994
-18486.16258,1995
-18486.1204,1996
-18484.92047,1997
-18483.4282,1998
-18483.38874,1999
-18483.69367,2
-18485.69811,20
-18483.28282,200
-18485.35495,2000
-18485.94325,2001
-18486.14119,2002
-18487.25525,2003
-18485.87066,2004
-18486.46348,2005
-18485.42345,2006
-18486.23351,2007
-18485.35405,2008
-18484.47117,2009
-18486.25389,201
-18483.82462,2010
-18483.72974,2011
-18484.22101,2012
-18486.50433,2013
-18486.04436,2014
-18484.26276,2015
-18483.41395,2016
-18485.92507,2017
-18485.09894,2018
-18486.95773,2019
-18484.95619,202
-18484.94766,2020
-18486.20016,2021
-18486.55127,2022
-18484.13021,2023
-18485.1719,2024
-18484.14329,2025
-18482.7419,2026
-18484.37466,2027
-18485.06319,2028
-18484.01545,2029
-18484.53004,203
-18487.0146,2030
-18485.44492,2031
-18483.93116,2032
-18487.55571,2033
-18484.48177,2034
-18485.29378,2035
-18483.23504,2036
-18485.25425,2037
-18484.75319,2038
-18487.40708,2039
-18486.33201,204
-18486.09303,2040
-18486.42276,2041
-18485.5451,2042
-18484.92671,2043
-18484.64453,2044
-18483.59016,2045
-18485.13229,2046
-18483.69214,2047
-18485.66067,2048
-18484.47818,2049
-18484.456,205
-18486.57683,2050
-18484.97701,2051
-18486.48398,2052
-18485.08744,2053
-18484.65523,2054
-18485.41703,2055
-18485.36592,2056
-18485.19227,2057
-18485.68819,2058
-18485.37154,2059
-18486.23338,206
-18482.2949,2060
-18486.34172,2061
-18485.1272,2062
-18485.51709,2063
-18484.39091,2064
-18485.48079,2065
-18487.05558,2066
-18485.95941,2067
-18483.81064,2068
-18484.3083,2069
-18486.64962,207
-18486.62775,2070
-18483.03365,2071
-18484.79977,2072
-18485.62303,2073
-18486.60963,2074
-18487.26796,2075
-18482.29483,2076
-18485.69904,2077
-18486.42342,2078
-18484.61822,2079
-18485.34783,208
-18483.93767,2080
-18485.00576,2081
-18484.56358,2082
-18484.28272,2083
-18485.42302,2084
-18483.86824,2085
-18483.50286,2086
-18485.9593,2087
-18483.02586,2088
-18486.53202,2089
-18485.96747,209
-18483.33295,2090
-18485.15756,2091
-18485.22369,2092
-18485.1871,2093
-18485.14329,2094
-18486.62186,2095
-18483.9596,2096
-18484.98009,2097
-18485.71761,2098
-18484.67361,2099
-18486.19457,21
-18486.92667,210
-18484.11285,2100
-18486.48767,2101
-18483.20459,2102
-18484.59253,2103
-18486.11111,2104
-18485.89531,2105
-18485.52181,2106
-18486.06457,2107
-18485.62485,2108
-18485.46499,2109
-18484.86647,211
-18487.02374,2110
-18485.44219,2111
-18485.92028,2112
-18484.2635,2113
-18483.61576,2114
-18484.82646,2115
-18483.377,2116
-18485.49398,2117
-18484.43568,2118
-18483.82333,2119
-18484.3096,212
-18484.70578,2120
-18486.6513,2121
-18486.57034,2122
-18485.77505,2123
-18486.21323,2124
-18484.14059,2125
-18484.10245,2126
-18484.6812,2127
-18484.52362,2128
-18485.61321,2129
-18484.75953,213
-18484.82886,2130
-18484.71696,2131
-18485.59452,2132
-18482.98491,2133
-18483.47969,2134
-18484.43023,2135
-18484.08597,2136
-18485.18058,2137
-18487.11031,2138
-18483.21272,2139
-18484.80566,214
-18484.37838,2140
-18484.8396,2141
-18484.19633,2142
-18483.61785,2143
-18485.11408,2144
-18486.97774,2145
-18483.98198,2146
-18484.88505,2147
-18485.6447,2148
-18486.06028,2149
-18483.93811,215
-18486.50404,2150
-18485.02923,2151
-18485.21798,2152
-18482.19521,2153
-18483.72809,2154
-18485.24873,2155
-18485.92453,2156
-18486.33965,2157
-18485.83219,2158
-18487.61169,2159
-18483.84532,216
-18485.90821,2160
-18486.77255,2161
-18485.9376,2162
-18483.76764,2163
-18485.77981,2164
-18483.79765,2165
-18483.05027,2166
-18484.85285,2167
-18483.84468,2168
-18483.47882,2169
-18486.92204,217
-18486.76864,2170
-18484.52483,2171
-18485.25779,2172
-18485.77172,2173
-18484.16257,2174
-18481.78994,2175
-18485.20675,2176
-18484.83693,2177
-18486.3567,2178
-18486.56698,2179
-18484.61827,218
-18486.33751,2180
-18484.94013,2181
-18484.42762,2182
-18484.31687,2183
-18487.46968,2184
-18484.72867,2185
-18487.42522,2186
-18486.03085,2187
-18486.1382,2188
-18486.15525,2189
-18484.5669,219
-18485.95494,2190
-18483.75676,2191
-18484.80484,2192
-18485.44478,2193
-18487.64795,2194
-18485.00143,2195
-18485.55937,2196
-18487.35535,2197
-18484.99816,2198
-18483.78258,2199
-18484.24009,22
-18486.20202,220
-18485.53167,2200
-18484.59467,2201
-18486.65754,2202
-18485.03362,2203
-18487.75958,2204
-18485.93313,2205
-18484.65583,2206
-18483.70174,2207
-18484.52626,2208
-18485.66907,2209
-18487.35484,221
-18485.3323,2210
-18483.90464,2211
-18486.68396,2212
-18483.41979,2213
-18484.7658,2214
-18484.53544,2215
-18485.41737,2216
-18485.2629,2217
-18485.47668,2218
-18485.02676,2219
-18483.53699,222
-18486.20716,2220
-18486.12548,2221
-18485.4031,2222
-18485.76676,2223
-18485.99169,2224
-18483.31655,2225
-18486.41133,2226
-18484.99702,2227
-18486.57204,2228
-18485.74278,2229
-18483.81939,223
-18485.53753,2230
-18484.43846,2231
-18487.01225,2232
-18485.11867,2233
-18486.67359,2234
-18483.0501,2235
-18483.86763,2236
-18483.44196,2237
-18486.55384,2238
-18488.03715,2239
-18487.27216,224
-18485.6979,2240
-18483.18588,2241
-18485.0664,2242
-18484.92978,2243
-18485.49431,2244
-18485.39331,2245
-18486.0535,2246
-18482.88332,2247
-18484.79818,2248
-18485.52172,2249
-18484.76346,225
-18483.74109,2250
-18485.49441,2251
-18485.51542,2252
-18484.41191,2253
-18485.6796,2254
-18485.00317,2255
-18487.37991,2256
-18483.91246,2257
-18485.84952,2258
-18482.82215,2259
-18485.10177,226
-18483.68808,2260
-18485.66202,2261
-18487.43629,2262
-18484.72854,2263
-18487.85372,2264
-18485.48903,2265
-18485.25656,2266
-18485.9524,2267
-18483.80481,2268
-18484.7257,2269
