taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
8628,-15920.61629117,0.00000015,19.542991,20.332012,19.073212,89.904471,90.077901,89.998424,7578.691247,6.626932,22.39444,21.97294,20.77073,21.712703333333334,4.00193,3.95425,3.99013,3.9821033333333333,145.10262,65.54951,162.35883,224.7648,98.4342,69.6055,-29.4561715125,0,21.41529561875,6.174073611446343e-95,6.173742275501208e-95
8629,-15919.14259730,0.00001479,19.534044,20.305262,19.133951,90.131848,90.142886,89.910003,7589.311604,6.617658,20.98688,21.26751,21.92310,21.39249666666667,3.92808,3.92739,3.93524,3.930236666666667,147.94611,64.33417,167.39478,233.9624,102.7182,66.4719,-29.493747950000007,-39.987405270000004,0,1.0804493440856796e-119,1.0803913610218028e-119
863,-15919.49992249,0.00008050,19.524118,20.309177,19.126368,89.965302,89.910424,90.091062,7583.943559,6.622342,21.06280,20.36753,20.66906,20.699796666666668,3.91434,3.93478,3.97927,3.9427966666666667,148.19162,66.02192,165.07477,234.2392,104.8950,73.2945,-29.437031712499994,0,21.456683384375005,1.0874352385443923e-113,1.0873768805776411e-113
8630,-15918.03201372,0.00006380,19.555596,20.264262,19.151148,90.105018,89.712670,89.849441,7589.077330,6.617863,22.47387,21.48975,21.94546,21.969693333333336,3.93923,3.95288,3.92935,3.9404866666666667,141.96491,63.16257,157.78327,220.8241,97.5562,69.7016,-29.52733838749999,-40.008825229999985,21.443954053125008,2.3802436318798786e-138,2.3801158944534965e-138
8631,-15918.78345342,0.00000006,19.499690,20.405498,19.010408,89.679206,89.797852,89.883970,7564.077619,6.639735,21.28031,21.39521,22.11601,21.597176666666666,3.98416,3.92129,3.98759,3.9643466666666662,146.04173,63.55087,164.88809,230.6349,100.8185,65.6946,-29.49397222500001,0,0,1.0005821955911108e-125,1.0005284986531853e-125
8632,-15916.03576734,0.00004027,19.617444,20.334666,19.109918,89.735001,89.963952,89.974419,7623.133268,6.588298,21.76786,20.78948,20.94339,21.166909999999998,3.88851,3.87192,3.93207,3.8974999999999995,136.88014,61.79052,151.18554,215.9319,99.3885,64.9928,-29.52733838749999,0,21.443954053125008,6.936784726507154e-172,6.936412459140712e-172
8633,-15919.70383496,0.00000019,19.489942,20.265244,19.148025,90.088175,89.831464,89.701464,7562.720928,6.640926,21.03864,20.33695,21.13246,20.836016666666666,3.96827,3.99715,4.00204,3.989153333333333,150.54411,64.29971,166.88502,232.4614,103.2439,70.3988,-29.508612212499997,-40.008825229999985,0,2.897224366200143e-110,2.8970688846438715e-110
8634,-15916.21232933,0.00002664,19.488476,20.196147,19.277967,89.922259,89.986431,90.173706,7587.613984,6.619139,20.78565,22.01316,21.61658,21.471796666666666,3.92966,3.91066,3.87265,3.9043233333333336,139.97699,63.32516,157.29298,223.5474,96.0569,65.6436,-29.50913355,-39.97982389999999,21.430854193749997,6.416070128262604e-169,6.41572580540645e-169
8635,-15917.69775056,0.00002595,19.525625,20.214173,19.202438,90.029580,90.035798,89.921069,7579.083934,6.626589,23.02352,23.37409,22.76177,23.053126666666667,3.91614,3.95445,3.95495,3.9418466666666667,149.04879,60.87249,153.12632,225.6272,110.2396,62.7048,-29.442170049999987,-40.01100822,21.429295225000008,5.770952134181962e-144,5.770642432030669e-144
8636,-15920.11156290,0.00000043,19.551286,20.287903,19.150298,89.909093,90.264830,89.818676,7595.924978,6.611897,21.18732,21.05163,21.21292,21.150623333333332,3.90390,3.92197,3.87808,3.9013166666666668,143.07380,62.87146,159.60493,229.1197,105.0291,67.0498,-29.476440550000007,-40.01722744,21.43346274687501,2.0488494817830723e-103,2.048739528853741e-103
8637,-15920.20569645,0.00000048,19.503489,20.303505,19.164429,90.168946,89.940716,90.043368,7588.867219,6.618046,21.83468,21.47508,23.09038,22.13338,3.93055,3.94332,3.95027,3.94138,145.10954,62.54350,153.93567,220.9614,99.3936,68.1989,0,-39.987405270000004,21.396334265624997,7.814192281629432e-102,7.813772927577628e-102
8638,-15913.08372300,0.00004638,19.517938,20.381971,19.097595,90.034447,89.971216,89.909454,7597.279536,6.610718,23.06826,21.46568,23.49187,22.67527,3.93557,3.96622,3.93478,3.9455233333333335,140.63001,60.33498,155.58223,217.2857,92.3536,65.5064,-29.454778975000004,0,21.430446878125014,1.7741731158460774e-221,1.7740779036145481e-221
8639,-15919.81878361,0.00000034,19.518505,20.385807,19.057997,89.881046,90.181651,89.737931,7583.052011,6.623121,21.49480,21.96360,20.70995,21.38945,3.95458,3.94879,3.97246,3.95861,142.03955,63.15480,157.83176,219.0443,94.5016,69.1224,-29.52733838749999,-40.008825229999985,21.443954053125008,2.471920265810569e-108,2.471787608494004e-108
864,-15920.60373585,0.00000117,19.488397,20.251551,19.214412,90.051719,89.954427,89.610258,7583.176123,6.623013,21.30636,20.96183,20.84983,21.03934,3.95228,3.94923,3.92331,3.9416066666666665,147.49321,65.63516,164.02653,230.4428,102.9257,70.7055,-29.476440550000007,-40.01722744,21.43346274687501,3.798846193351746e-95,3.798642325634399e-95
8640,-15921.70573727,0.00001601,19.536418,20.279628,19.101447,89.914104,90.166202,90.086709,7567.777977,6.636488,21.51705,20.74384,22.13809,21.466326666666664,3.97368,3.97156,3.95319,3.9661433333333336,147.46861,64.58345,162.00415,226.7997,101.0828,70.5554,0,-39.97637162999999,21.411060409375008,1.237259411533023e-76,1.2371930131480511e-76
8641,-15916.37724680,0.00001190,19.577082,20.255958,19.124888,89.901684,89.866341,90.014060,7583.990824,6.622301,19.93740,20.16820,19.47348,19.85969333333333,3.92694,3.92651,3.90855,3.920666666666667,150.53496,66.26123,166.84861,235.8237,105.9194,69.6302,-29.534259737499998,-39.98106542000001,21.45585320937501,3.7823408320845995e-166,3.7821378501389197e-166
8642,-15918.81826179,0.00002417,19.547043,20.284211,19.154432,90.038684,90.163774,89.758657,7594.562201,6.613083,21.17894,20.06236,21.42541,20.888903333333335,3.92195,3.94588,3.95356,3.940463333333333,144.76554,63.61906,161.86374,223.1784,98.0656,66.1635,0,-40.038731849999984,21.454955259375005,3.84598556678735e-125,3.845779169302813e-125
8643,-15918.78591624,0.00000000,19.484963,20.300032,19.181744,89.847722,90.155789,89.824625,7587.159324,6.619536,22.44662,23.16513,20.95389,22.188546666666667,3.98024,3.99515,3.99864,3.991343333333333,139.30373,62.76354,162.13402,224.9922,95.7131,64.7138,-29.4400798625,-40.009978110000006,21.425487975000003,1.1005919344316487e-125,1.1005328704016821e-125
8644,-15915.89797940,0.00005108,19.591638,20.271681,19.071934,90.343211,90.477988,89.611217,7573.951124,6.631079,21.73419,21.20295,21.75189,21.563010000000002,3.98208,3.93323,3.97481,3.963373333333333,145.00575,63.01459,156.98015,224.5176,98.3314,68.0566,0,0,0,3.3606454993824067e-174,3.360465148009411e-174
8645,-15918.56162379,0.00000043,19.550253,20.308216,19.111065,90.152574,90.204186,89.928096,7587.599769,6.619151,21.35012,21.14407,20.40179,20.965326666666666,3.87210,3.87651,3.88577,3.8781266666666667,144.35038,64.86268,164.20204,227.3888,97.7403,68.0147,-29.493747950000007,0,0,1.8779282866975318e-129,1.8778275063727532e-129
8646,-15918.73535047,0.00005261,19.583759,20.251925,19.144507,89.864357,90.080976,89.909142,7592.841537,6.614582,20.49918,21.01429,20.72819,20.74722,3.95573,3.94990,3.93046,3.9453633333333333,147.83516,64.56839,167.25425,233.8083,104.0404,68.6395,-29.50913355,-39.97982389999999,21.430854193749997,1.5565345937092216e-126,1.556451061200023e-126
8647,-15916.02484920,0.00005556,19.543977,20.340734,19.091867,89.827842,90.154973,89.935334,7589.691883,6.617327,20.87550,20.79374,23.49037,21.71987,3.98191,3.96832,3.98521,3.97848,147.46660,62.94833,155.21094,226.3736,105.5583,66.9045,-29.451136412499995,-40.02437088,21.422931562499993,4.5471736296262485e-172,4.546929602397699e-172
8648,-15916.15451583,0.00005097,19.525861,20.313886,19.156059,90.172647,90.011967,89.955544,7598.139757,6.609969,21.26676,20.67920,21.87747,21.27447666666667,3.95227,3.91816,3.91047,3.9269666666666665,142.81376,63.61013,165.16500,233.3245,98.9447,68.1813,-29.433124287500004,-40.029805509999996,0,6.855593344074388e-170,6.85522543389983e-170
8649,-15920.89489969,0.00000414,19.580098,20.269039,19.126191,90.405493,89.926433,90.263546,7590.330407,6.616770,21.89994,21.92585,20.83760,21.55446333333333,3.94454,3.97025,3.95262,3.9558033333333333,143.67255,63.80788,155.63050,219.7906,97.1585,70.5212,-29.422609562499993,-40.036579879999984,21.433857828125007,2.957937143491755e-90,2.9577784037421557e-90
865,-15918.72878807,0.00000050,19.551277,20.323826,19.094913,90.097705,89.878841,90.228986,7587.404389,6.619322,21.10039,21.46344,21.39580,21.319876666666666,3.93680,3.94018,3.95265,3.94321,143.99921,64.18133,156.63402,219.8789,99.7873,69.9144,-29.433124287500004,-40.029805509999996,21.435214893750004,1.2075783254519392e-126,1.2075135199230505e-126
8650,-15918.61232332,0.00000292,19.476889,20.373905,19.104500,89.936737,90.026496,90.139668,7581.025091,6.624892,21.48897,21.99132,22.57495,22.01841333333333,3.91377,3.91017,3.92924,3.917726666666667,145.01762,64.54309,165.83835,227.7357,97.8705,68.2829,-29.459846662499995,-39.97486582999998,21.455808949999984,1.334730612637874e-128,1.3346589833932503e-128
8651,-15916.66583923,0.00003698,19.530398,20.301565,19.142833,90.068967,89.832440,89.888946,7590.036098,6.617027,22.20133,22.50651,22.22893,22.312256666666666,3.95585,3.93847,3.91867,3.9376633333333335,144.75037,64.24938,165.82735,228.8352,101.2593,68.3984,0,-39.96247188999999,0,2.6662453131515025e-161,2.6661022272464112e-161
8652,-15920.20928886,0.00000012,19.541532,20.300307,19.161329,90.407877,89.931045,90.328557,7600.959349,6.607517,23.50920,20.96581,21.79843,22.091146666666663,3.98026,3.92141,3.96813,3.9566,146.48110,63.85762,167.85021,231.2429,100.3329,69.0503,-29.413529112500022,-40.03227599,21.44593573125,8.979123096105801e-102,8.978641225233382e-102
8653,-15922.84260899,0.00005885,19.483532,20.250345,19.195338,89.944978,90.045864,90.008954,7573.481410,6.631491,20.24948,21.22011,19.72251,20.397366666666667,3.95734,3.93860,3.94852,3.9481533333333334,150.57426,66.93367,175.45794,244.7861,105.0306,71.3536,-29.475817274999997,0,0,1.5526196537084053e-57,1.5525363312971787e-57
8654,-15916.34636526,0.00005544,19.495622,20.268846,19.231975,90.189959,90.043827,90.084656,7599.535233,6.608756,21.27588,20.73916,22.26817,21.427736666666664,3.92092,3.94541,3.92619,3.93084,146.49181,63.24456,169.42067,233.1593,102.5545,66.6075,0,0,21.454265034375013,1.1454433689672036e-166,1.1453818979538759e-166
8655,-15923.09284158,0.00002871,19.490091,20.291559,19.116325,90.144615,90.024683,90.272758,7560.096560,6.643231,23.94753,22.11133,21.89195,22.650269999999995,4.03434,3.99178,4.00814,4.01142,143.53203,63.96752,168.78280,231.2819,98.0301,67.5151,-29.490693224999994,-39.995258500000006,0,2.481918829017771e-53,2.4817856351213723e-53
8656,-15920.16134144,0.00000023,19.523627,20.291225,19.128383,90.146750,89.816179,90.184083,7577.765010,6.627742,20.89250,21.21858,20.77405,20.96171,3.98093,3.98996,3.98192,3.98427,148.22227,65.19560,162.48093,229.0287,105.0255,71.5683,-29.436831375000008,-40.03931883999997,21.42528082187499,1.405247174936916e-102,1.4051717613720384e-102
8657,-15922.18637890,0.00000005,19.531630,20.318310,19.162002,90.193519,89.800514,89.979784,7604.345052,6.604575,21.40784,21.18227,20.87194,21.154016666666664,3.96817,3.97197,3.95741,3.9658499999999997,147.88766,65.60110,166.17576,231.7407,101.1474,68.7270,-29.429498474999992,0,0,1.4685365911323286e-68,1.4684577810970083e-68
8658,-15915.02546828,0.00001764,19.547499,20.291415,19.132342,89.878550,90.123500,89.812366,7588.699279,6.618192,22.25652,20.28987,21.82805,21.458146666666668,3.92370,3.91040,3.90127,3.91179,141.82724,63.59527,159.41832,224.4188,98.7479,66.8183,0,-39.979401790000004,21.42301775625,7.394026558157395e-189,7.393629752590734e-189
8659,-15917.08813129,0.00002776,19.494036,20.297798,19.109968,89.993888,89.858306,89.993826,7561.523508,6.641978,22.08364,22.06977,21.74028,21.96456333333333,3.99361,3.94420,3.99027,3.9760266666666664,147.56238,63.18242,164.02155,229.6755,101.5940,69.1644,-29.451136412499995,0,21.42789363750001,3.3120316463731116e-154,3.311853903896275e-154
866,-15916.83725652,0.00000038,19.509038,20.293897,19.144672,90.004206,89.977628,90.007520,7579.650584,6.626093,20.27519,21.36090,20.47960,20.70523,3.92034,3.96184,3.93875,3.94031,148.22344,65.91748,168.98635,234.9139,102.3605,70.7930,-29.436831375000008,-40.03931883999997,0,2.0210815343814546e-158,2.0209730716382916e-158
8660,-15917.36266312,0.00000073,19.570800,20.264549,19.150952,89.835220,90.037711,90.077573,7595.102011,6.612613,21.47472,21.67756,21.14619,21.432823333333335,3.95054,3.94081,3.93107,3.940806666666667,144.91424,63.57835,157.80345,226.2397,102.7444,66.3879,0,-40.02088888,21.44679768125001,1.355271288458091e-149,1.3551985568838443e-149
8661,-15914.17953727,0.00002155,19.530307,20.235090,19.192960,90.096650,89.485246,90.091638,7584.683923,6.621696,21.84601,21.71276,21.97346,21.844076666666666,3.92829,3.93509,3.92861,3.9306633333333334,142.99549,62.79533,153.31020,215.6378,98.9029,67.3185,-29.436831375000008,-40.03931883999997,0,4.5484717791517986e-203,4.5482276822571535e-203
8662,-15915.86679810,0.00009453,19.455655,20.349139,19.178725,89.885249,89.931446,89.929649,7592.942522,6.614494,20.50883,20.53885,21.56296,20.870213333333336,3.95193,3.92596,3.92443,3.9341066666666666,137.60445,63.47917,166.50774,226.3784,97.4953,68.7190,-29.450428912499994,0,21.428034603125006,1.0060044871558902e-174,1.0059504992269248e-174
8663,-15917.32110535,0.00001469,19.550852,20.330257,19.150538,89.830429,89.970633,90.089445,7611.794553,6.598112,20.57083,22.08169,21.93198,21.528166666666664,3.87103,3.91808,3.89111,3.893406666666667,141.35319,61.59211,163.38737,227.9521,96.8968,66.4980,-29.40920718750001,-40.038731849999984,0,2.715728993658591e-150,2.715583252177444e-150
8664,-15916.24623285,0.00000062,19.594720,20.221483,19.156479,90.177842,89.683656,90.254816,7590.227258,6.616860,21.65414,20.88776,21.61510,21.385666666666665,3.90991,3.91604,3.92671,3.9175533333333337,140.32839,63.51031,160.66247,219.3155,91.9710,66.3246,0,0,21.430795068750005,2.3813496700166215e-168,2.381221873233935e-168
8665,-15920.45881735,0.00012922,19.547928,20.237254,19.137499,90.147906,89.988270,90.071366,7570.693956,6.633932,20.48676,20.91940,21.05854,20.821566666666666,3.96790,3.97314,3.98905,3.9766966666666668,147.47527,66.28145,167.31672,234.2107,102.1702,70.7646,0,-40.02373467,0,1.396780169098104e-97,1.3967052099209707e-97
8666,-15921.20288966,0.00001793,19.543504,20.290904,19.131266,90.236610,90.198815,89.825016,7586.460908,6.620145,21.35672,21.03753,21.98242,21.45889,3.95532,3.94601,3.96936,3.9568966666666667,146.79948,65.56450,169.26069,236.3212,102.8319,72.3621,0,-40.02747216999999,21.427840653125006,4.415630400142055e-85,4.4153934322722057e-85
8667,-15919.70191742,0.00000018,19.466038,20.349824,19.191701,89.946195,90.010434,89.777052,7602.356033,6.606303,22.27476,20.36603,21.73972,21.460169999999994,3.92603,3.92106,3.95288,3.9333233333333335,143.34133,63.92082,158.67155,220.4069,102.3726,68.6272,-29.480569700000007,-39.995340849999984,0,2.6901027894838775e-110,2.689958423250762e-110
8668,-15918.97187655,0.00003117,19.553116,20.257345,19.148489,89.874183,89.851802,89.566527,7584.345230,6.621992,21.08363,21.05608,21.49006,21.209923333333332,3.94480,3.94551,3.95382,3.948043333333333,148.63269,65.56029,167.63923,236.6519,105.2417,67.3894,-29.5160500875,-40.014839970000004,0,1.464272944873147e-122,1.4641943636493622e-122
8669,-15915.73299129,0.00005030,19.601207,20.317215,19.048533,89.930570,89.676216,90.236011,7585.733364,6.620780,20.90216,20.65704,20.58707,20.715423333333334,3.96075,3.93081,3.92738,3.9396466666666665,146.76481,64.70047,163.73153,231.2554,103.4519,66.6353,0,-40.00951051999999,21.444461396875,5.685182941067549e-177,5.684877841779528e-177
867,-15919.96912944,0.00000017,19.478341,20.288557,19.173711,90.063756,90.182264,89.617428,7576.998106,6.628413,21.34701,22.42919,21.84768,21.874626666666668,3.95485,3.99036,3.96751,3.9709066666666666,145.86626,65.50711,170.13231,234.9093,102.6229,67.9634,-29.500756912499998,-40.00825821000002,21.433637559375008,8.29341196594571e-106,8.29296689423697e-106
8670,-15918.08478059,0.00000010,19.543686,20.357887,19.080829,90.073120,90.379721,89.803908,7591.437090,6.615805,21.30463,20.73357,21.34985,21.129350000000002,3.97773,3.96135,3.97148,3.9701866666666668,144.74937,64.79831,165.65076,232.9750,100.6283,71.6149,-29.500756912499998,-39.98149217,0,1.8325921125070154e-137,1.8324937651794878e-137
8671,-15921.54756537,0.00002036,19.512245,20.347282,19.077481,90.081584,89.929418,90.114357,7574.135064,6.630918,20.68609,20.72642,22.98122,21.46457666666667,3.94679,3.95080,3.97718,3.9582566666666668,146.55829,65.50323,175.29963,240.9920,100.5878,72.0600,-29.500756912499998,-40.00825821000002,21.433637559375008,2.724518715538042e-79,2.72437250235037e-79
8672,-15915.57255659,0.00003016,19.528254,20.296062,19.157949,89.935956,89.929832,89.944919,7593.174814,6.614291,20.59680,21.51870,20.92119,21.01223,3.91538,3.90885,3.90348,3.9092366666666667,144.95944,63.50944,170.92587,237.1266,100.5116,65.0955,-29.459846662499995,-39.97486582999998,21.455808949999984,1.1469912551189185e-179,1.1469297010372063e-179
8673,-15919.68038354,0.00000071,19.553814,20.369470,19.098287,89.794308,90.237881,89.942693,7606.745323,6.602491,21.71820,20.70518,21.25469,21.22602333333333,3.96151,3.94627,3.95790,3.955226666666667,142.01345,64.08673,158.78014,219.4005,93.2810,66.4721,-29.5160500875,-39.992650860000005,0,1.1695414345142757e-110,1.1694786702615365e-110
8674,-15917.20578712,0.00000003,19.586054,20.253346,19.092418,90.133376,89.924787,90.130166,7573.593520,6.631392,21.27165,20.07347,22.18126,21.17546,3.95714,3.93090,3.96249,3.9501766666666662,148.79529,64.33341,161.34082,228.4433,104.3416,68.9954,-29.49748248749999,-40.02903300999998,21.431386956249998,3.1378012318523795e-152,3.1376328395716536e-152
8675,-15915.96409935,0.00000982,19.578762,20.296789,19.082601,90.087830,90.015445,90.024148,7583.148350,6.623037,22.23491,21.65204,22.39869,22.095213333333334,3.93010,3.92663,3.91870,3.925143333333333,140.88883,63.33023,163.58501,222.9885,98.4320,66.9347,-29.450128662500003,-40.02027,21.431128443750016,4.336995534875492e-173,4.33676278700026e-173
8676,-15921.60788636,0.00000008,19.504318,20.313887,19.151177,89.721828,90.323550,89.877640,7587.631524,6.619124,21.81177,20.89347,21.80622,21.50382,3.99385,3.94422,3.96774,3.968603333333333,147.10882,63.45709,168.99297,237.8287,103.0726,64.6330,-29.429498474999992,-40.01384681999998,0,2.809556869590431e-78,2.809406092771206e-78
8677,-15915.09541132,0.00000015,19.545710,20.349735,19.050666,89.912257,90.014197,90.213752,7577.340563,6.628113,22.20608,21.76576,23.45620,22.47601333333333,3.99663,3.97569,3.97382,3.9820466666666667,146.72168,61.19113,153.49039,228.1797,104.3346,68.0833,0,0,21.42058223124998,1.1062986018235285e-187,1.1062392315412959e-187
8678,-15920.25044625,0.00000003,19.563971,20.276730,19.104246,90.152108,90.284345,89.652601,7578.268608,6.627301,21.19126,21.58021,21.68903,21.486833333333333,3.96672,3.99646,3.98996,3.98438,148.16263,64.59619,157.80588,222.9804,103.9618,70.5710,-29.51658497500001,-39.985153329999996,0,4.412123358443249e-101,4.4118865787812265e-101
8679,-15917.11838914,0.00000051,19.605759,20.240651,19.117938,90.271072,90.030803,89.847268,7586.521958,6.620092,21.17631,21.48035,21.02619,21.227616666666666,3.94786,3.94514,3.97085,3.9546166666666664,147.72209,63.51742,161.01508,225.8529,103.3443,67.3106,-29.443558200000002,-40.02540988999999,21.443321724999997,1.0675887427108439e-153,1.067531449820065e-153
868,-15921.57419070,0.00003395,19.505168,20.329194,19.091288,90.070131,90.189666,89.903181,7570.102614,6.634450,22.03291,20.25620,22.34994,21.54635,3.98742,3.98139,3.93667,3.9684933333333334,148.75558,65.74920,164.04767,228.2673,103.5588,72.6306,-29.473950324999997,-40.01168311,21.447572449999992,7.630898083349864e-79,7.630488565908416e-79
8680,-15920.91646426,0.00000016,19.553284,20.295300,19.093845,90.078416,89.630790,90.405130,7576.843462,6.628548,20.91577,21.85221,21.44461,21.404196666666664,3.96457,3.97373,3.99299,3.9770966666666667,147.64822,65.12230,164.84566,231.8373,101.9303,69.3224,0,-40.04282792000001,0,6.811735446094645e-90,6.811369889584619e-90
8681,-15916.96351082,0.00000008,19.494557,20.268128,19.205707,89.989310,89.886940,89.738836,7588.429943,6.618427,20.52541,22.25680,21.33801,21.373406666666668,3.92714,3.90749,3.94686,3.927163333333334,144.74265,63.95902,168.27780,235.2235,99.7725,66.6025,0,-39.96247188999999,0,2.670316405764877e-156,2.670173101381775e-156
8682,-15919.10398627,0.00000001,19.525507,20.306806,19.086446,90.293842,90.198648,90.035010,7567.642264,6.636607,21.02296,21.06956,21.32325,21.13859,3.96169,3.97236,4.00047,3.978173333333333,145.30124,64.84092,168.74545,234.9334,101.0526,68.2440,0,-39.985153329999996,21.428874253124995,2.4264293720035832e-120,2.4262991559874048e-120
8683,-15918.08588939,0.00000022,19.467793,20.370556,19.137102,89.877553,90.056800,89.755505,7589.105956,6.617838,21.12704,19.98504,21.34631,20.819463333333335,3.92041,3.92231,3.94762,3.9301133333333333,147.19581,64.75926,164.94306,229.9754,102.1637,70.7753,-29.47038564999999,-40.00022062000001,21.433453393749996,1.9129024932553591e-137,1.9127998360155136e-137
8684,-15917.50938957,0.00000044,19.509021,20.283981,19.180095,89.924232,89.827645,89.961411,7589.916231,6.617131,21.68032,23.05994,22.14942,22.29656,3.91999,3.95842,3.92050,3.9329699999999996,147.39581,64.16616,166.75445,236.0723,105.4237,67.5137,-29.4640982875,-39.98742902000001,21.43852661875001,3.952957189032058e-147,3.9527450508411755e-147
8685,-15919.61597122,0.00000009,19.556092,20.154277,19.235094,90.235155,90.234828,89.724814,7581.084453,6.624840,21.01953,23.98293,22.41350,22.471986666666666,3.93053,3.96348,3.95292,3.948976666666667,145.78894,65.62369,169.24715,233.4538,101.2752,68.2551,0,-39.99348556000001,21.433210321875016,9.681357599679307e-112,9.680838042904906e-112
8686,-15918.10190191,0.00000006,19.479313,20.334909,19.120557,89.981627,89.970684,90.662719,7573.336822,6.631617,21.68090,21.71216,21.36464,21.5859,3.91737,3.95778,3.96803,3.9477266666666666,145.25518,64.60615,164.29805,227.3265,98.9375,70.5535,-29.555550187500007,-39.95064915000001,21.421774912499988,3.5537864721645027e-137,3.5535957557471637e-137
8687,-15917.35651156,0.00005529,19.544581,20.275734,19.170656,90.086956,89.770349,89.921349,7596.884632,6.611061,20.91047,21.02338,20.64098,20.858276666666665,3.88983,3.93212,3.92840,3.916783333333333,145.27869,64.12535,163.66441,228.9522,101.1008,66.9774,-29.4175778875,-39.94897923,21.410618399999997,1.0682787220087436e-149,1.0682213920897468e-149
8688,-15919.20594563,0.00000155,19.530350,20.269996,19.167208,89.976158,90.224326,89.843690,7587.829646,6.618951,21.67181,22.50751,22.78368,22.321,3.96988,3.93762,3.92763,3.945043333333333,144.25315,63.11567,160.44530,228.2519,102.3549,69.5116,-29.51658497500001,-39.985153329999996,0,1.2525916593619546e-118,1.2525244381612626e-118
8689,-15923.31092127,0.00000025,19.407296,20.321299,19.211592,89.628834,90.112931,90.250121,7576.450281,6.628892,21.48637,22.38300,21.80859,21.89265333333333,3.97617,3.95641,3.94119,3.9579233333333335,145.28093,64.13443,165.80974,235.5462,99.1825,64.9606,-29.47038564999999,-40.00022062000001,21.39822154062501,1.1438395834558474e-49,1.1437781985107822e-49
869,-15918.55574491,0.00000009,19.569637,20.293024,19.120863,89.569714,89.817609,89.683987,7593.045974,6.614404,22.87866,21.51871,20.96989,21.789086666666662,3.92217,3.91529,3.96420,3.9338866666666665,145.89165,64.11533,157.81734,223.2223,99.3725,68.0277,-29.455991825,-40.02299339000001,21.43552330000001,1.4959537486886435e-129,1.4958734672925357e-129
8690,-15918.18322322,0.00000199,19.561903,20.247782,19.152309,90.104488,89.899179,90.249237,7585.848979,6.620679,22.77004,22.38069,23.86619,23.00564,3.93000,3.93873,3.96274,3.943823333333333,142.10262,61.01242,156.80576,220.2823,97.7901,66.5515,-29.49748248749999,-40.02903300999998,0,8.257131675583298e-136,8.256688550881519e-136
8691,-15919.43164599,0.00001762,19.539255,20.221365,19.202320,90.278755,89.924107,90.092135,7586.930214,6.619735,21.47241,20.43279,21.47230,21.125833333333333,3.98943,3.94334,3.97217,3.968313333333333,147.30169,63.69105,163.09490,230.3935,103.8515,71.4950,-29.429438799999996,-40.00650566999999,0,7.751909336377651e-115,7.751493324783328e-115
8692,-15916.47133033,0.00004870,19.521466,20.396393,19.050172,89.903287,90.083358,89.843598,7585.111947,6.621322,20.68823,21.08071,21.00330,20.92408,3.89598,3.91755,3.92674,3.9134233333333337,144.66092,65.23022,168.66405,229.5918,96.0334,71.0631,0,-40.018158510000006,0,1.4397742480287028e-164,1.4396969815444861e-164
8693,-15917.89374954,0.00000023,19.502221,20.276377,19.159337,89.800475,90.137325,90.029928,7576.192143,6.629118,22.25868,21.32734,21.49132,21.692446666666665,3.96779,3.93645,3.96313,3.95579,141.24442,63.49644,157.94887,220.2890,96.5498,68.3685,-29.498998062499993,-40.003301900000004,21.43399917812499,1.1321016360302888e-140,1.1320408810103183e-140
8694,-15917.94684204,0.00000043,19.502195,20.296916,19.213560,89.916732,90.182221,89.914300,7605.333095,6.603717,20.40086,20.75070,21.10622,20.752593333333333,3.89570,3.91513,3.91181,3.9075466666666667,141.38621,63.66901,167.90512,232.2769,96.2346,69.2399,-29.53395311249999,-40.002404739999996,21.438334687500006,8.826736507068904e-140,8.826262814128542e-140
8695,-15919.27065474,0.00000004,19.547871,20.262521,19.115323,90.420669,89.849149,90.057944,7571.138212,6.633543,21.16626,21.85166,20.80004,21.272653333333334,3.95289,3.95247,3.98980,3.9650533333333335,147.21774,64.27520,162.68706,227.5210,99.6056,68.2195,-29.53395311249999,-40.002404739999996,21.438334687500006,1.5306458515223825e-117,1.5305637083504999e-117
8696,-15918.45939417,0.00000013,19.518020,20.325351,19.089840,89.750409,90.009743,89.638554,7572.919436,6.631983,20.06810,20.80447,21.77678,20.883116666666666,3.94747,3.95916,3.96746,3.9580299999999995,147.33702,64.80804,165.12294,232.7417,102.6834,70.2813,0,-40.02101733999999,21.424668628124998,3.599954190752419e-131,3.599760996712422e-131
8697,-15919.15966243,0.00000016,19.516798,20.303410,19.091164,90.156751,90.184686,90.032949,7564.949203,6.638970,22.44102,22.05184,21.31674,21.936533333333333,3.94995,3.94976,3.95170,3.9504699999999997,146.20373,63.55665,162.86245,231.2136,102.8003,68.9773,0,-40.03315935999999,21.42058223124998,2.0906723546540545e-119,2.0905601572712257e-119
8698,-15920.13367998,0.00001339,19.547304,20.220741,19.179206,90.211378,89.827479,90.156240,7580.677778,6.625195,19.84037,20.72082,20.55610,20.372429999999998,3.94832,3.92948,3.91417,3.9306566666666662,142.55334,64.37382,166.04972,229.6814,101.4933,70.2796,0,-39.999233010000005,21.44777148125001,4.820151019288407e-103,4.819892342538796e-103
