taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
1014,-17627.97932447,0.00000027,19.323669,20.068755,18.949932,89.896786,89.945596,90.077585,7348.798964,6.917487,24.14902,24.59185,24.02860,24.25649,4.36890,4.40434,4.41587,4.39637,169.65770,70.86954,176.03523,261.6633,115.7514,84.1498,-29.772747325,-40.13122132142857,21.608725882352932,5.640422255399076e-93,3.296216028845398e-93
1015,-17630.78931995,0.00001116,19.312227,20.087459,18.948710,89.947489,90.093270,89.977501,7350.827207,6.915579,23.26360,24.23546,23.92475,23.807936666666667,4.37828,4.39265,4.42157,4.3975,169.26802,70.32705,175.98607,262.0075,117.1981,83.6432,0,-40.12537644285716,21.620432082352934,9.060622174179479e-46,5.294952521197253e-46
1016,-17628.43100946,0.00004716,19.329755,20.044846,18.974868,90.105376,90.049608,89.950400,7352.021488,6.914455,24.30560,23.67397,24.35497,24.111513333333335,4.34009,4.37777,4.36859,4.36215,167.09081,70.96719,175.60158,258.3565,117.0665,83.6239,-29.782521549999995,-40.12537644285716,0,2.184165191872921e-85,1.2764080398779154e-85
1017,-17627.53026841,0.00000028,19.315164,20.096637,18.934538,89.944661,89.995824,89.727796,7349.729817,6.916611,23.32224,25.01963,23.81729,24.053053333333335,4.37034,4.37203,4.37529,4.372553333333333,167.56593,70.52927,179.51701,265.8808,117.4466,82.3032,-29.8163685,-40.11658617857144,21.620995344117627,1.6125078351363896e-100,9.423362174219518e-101
1018,-17628.12413795,0.00004273,19.351078,20.082207,18.912128,90.134568,89.833752,89.848717,7349.409876,6.916912,23.65243,24.47306,24.29354,24.139676666666663,4.37988,4.40826,4.37898,4.3890400000000005,170.78718,71.38242,178.77386,264.7089,116.9167,86.5230,-29.804312875,-40.13490957142855,21.61621858529412,1.5278158420941196e-90,8.92842918455979e-91
1019,-17628.60698336,0.00000015,19.313345,20.080868,18.959245,89.780203,90.217732,90.068841,7352.827482,6.913697,23.75848,23.97869,24.13500,23.95739,4.39847,4.37269,4.34496,4.37204,166.14921,70.33011,175.98929,261.3984,117.8410,82.0268,-29.702927074999998,-40.14659249999998,21.612143505882358,1.9747716767137322e-82,1.1540402046784627e-82
102,-17628.74379530,0.00008989,19.324575,20.086848,18.925067,90.161922,90.029545,89.910812,7346.100370,6.920028,24.66881,24.36196,24.67890,24.56989,4.36588,4.40156,4.39488,4.387440000000001,168.69852,70.20752,176.53089,262.7606,116.0279,85.8130,0,-40.122751135714275,21.60500604411763,3.925150608859421e-80,2.2938254915525445e-80
1020,-17628.65140672,0.00004388,19.333208,20.088310,18.913984,89.776254,90.175070,89.985953,7345.561156,6.920536,25.13983,24.02868,24.30629,24.491600000000002,4.38215,4.41247,4.39867,4.397763333333334,169.69681,70.84225,174.50092,260.8715,119.7167,85.5174,-29.8686229,-40.12168457857143,21.607609282352943,1.101023254809226e-81,6.434288669008388e-82
1021,-17628.36032284,0.00003749,19.340250,20.049232,18.969050,89.986148,90.104014,89.989910,7355.372946,6.911305,24.94453,25.94395,24.12364,25.004040000000003,4.37940,4.39490,4.39426,4.38952,162.52331,68.94137,169.92743,249.6359,111.5541,83.6411,-29.7141337,-40.14023967857144,21.626846076470603,1.4184124351794499e-86,8.289084739846908e-87
1022,-17628.18652283,0.00000005,19.340987,20.099600,18.904275,89.842424,90.019535,89.781443,7348.881569,6.917409,24.21538,24.33322,24.57826,24.375619999999998,4.39584,4.36553,4.36758,4.376316666666667,166.02898,71.06864,174.99452,258.8392,115.1366,83.7207,-29.883401325,-40.09799389285714,21.615066970588238,1.706439387208058e-89,9.972290381246197e-90
1023,-17627.68032463,0.00002583,19.350123,20.088257,18.918974,89.969621,90.012881,89.924931,7353.991550,6.912603,24.45810,25.61105,24.50363,24.85759333333333,4.36349,4.37226,4.38006,4.371936666666667,164.45446,69.31358,176.15485,259.1014,113.1091,84.2998,-29.801934449999997,0,21.617414794117636,5.34977332164713e-98,3.1263632003124026e-98
1024,-17628.38139728,0.00000004,19.338900,20.086906,18.921495,90.045657,90.126290,89.982303,7350.198036,6.916171,24.68199,24.31254,25.30256,24.765696666666667,4.39920,4.37960,4.39882,4.39254,169.14493,71.44292,179.25550,263.8557,115.9616,85.3728,-29.811881474999996,-40.11610957142858,21.61954096176472,3.2050701543581374e-86,1.8730164406143047e-86
1025,-17626.91185856,0.00000011,19.312996,20.106988,18.924164,90.002792,89.980872,89.976815,7348.747184,6.917536,24.06517,24.35691,24.53094,24.31767333333333,4.38984,4.41289,4.37132,4.39135,167.76632,69.55083,173.58784,259.0733,114.6701,86.0217,0,-40.139220364285706,0,6.586786622827832e-111,3.84926352348303e-111
1026,-17626.56904639,0.00000008,19.325790,20.119594,18.921409,89.749456,89.928898,89.843932,7357.052506,6.909727,24.43130,23.50139,24.15034,24.027676666666668,4.32971,4.36152,4.35615,4.349126666666667,168.40513,69.97072,177.56535,264.5686,116.3618,83.0143,-29.77073920000001,-40.12427577857141,0,1.1473148320362996e-116,6.704812810548247e-117
1027,-17627.19509997,0.00001902,19.339719,20.062624,18.929656,90.159501,89.968398,89.862139,7344.760092,6.921291,24.98075,25.17092,25.05400,25.068556666666666,4.42720,4.40059,4.42432,4.41737,167.54062,69.67025,173.47740,256.8464,113.2988,82.6679,-29.767477824999997,-40.14601271428573,21.58801091764705,3.7750252350154784e-106,2.2060934670348517e-106
1028,-17626.09053646,0.00003421,19.340290,20.119955,18.933015,90.108964,90.114848,89.828779,7367.262850,6.900151,23.26151,23.68691,23.99452,23.647646666666663,4.33273,4.32239,4.29646,4.317193333333333,164.30096,71.02967,180.29669,260.8062,111.7597,83.5561,-29.7827105,0,21.624955235294127,1.04971060730322e-124,6.134421808810306e-125
1029,-17628.49307277,0.00007172,19.364485,19.997272,18.955858,90.232080,89.945576,90.051441,7340.340640,6.925458,23.57672,23.46260,23.74273,23.594016666666665,4.38454,4.33144,4.36250,4.359493333333333,170.37399,70.90574,177.30591,261.2034,118.1564,84.9334,-29.834500450000007,-40.12220632857142,21.595985155882353,2.4093683505765884e-84,1.4080148997641742e-84
103,-17628.44254515,0.00000011,19.323749,20.071901,18.968757,89.981947,90.024543,89.933565,7357.299034,6.909495,23.73380,23.20834,23.57248,23.504873333333332,4.39525,4.36330,4.36134,4.373296666666667,168.74336,71.54180,179.49150,265.3876,117.6646,83.8625,-29.747001924999996,-40.12941637142857,21.621466982352953,3.4125305213011666e-85,1.9942545600145298e-85
1030,-17630.05394904,0.00002321,19.309932,20.100461,18.950497,89.983213,90.104327,89.953218,7355.403105,6.911276,23.74427,23.96269,23.87607,23.861009999999997,4.37472,4.36947,4.37604,4.37341,166.13801,71.26559,175.62784,257.0320,112.3026,82.8818,0,-40.12649375000001,0,4.013011950105308e-58,2.3451709313471146e-58
1031,-17625.71262639,0.00000011,19.390483,20.094076,18.914260,89.874747,89.962349,89.873561,7369.598460,6.897964,24.11543,24.70393,23.72846,24.18260666666667,4.37126,4.37276,4.35145,4.365156666666667,166.97825,70.35321,170.06439,253.4636,116.2838,85.0467,0,-40.10531368571428,21.616752052941155,4.703918945912738e-131,2.7489312547594154e-131
1032,-17628.50180030,0.00003028,19.328099,20.018791,18.997086,90.144625,89.994150,89.935825,7350.422738,6.915959,24.22467,23.84812,24.44101,24.171266666666668,4.39109,4.38472,4.36574,4.380516666666666,171.23823,71.02773,178.81870,265.8482,120.7941,86.3878,-29.793279249999994,-40.122741507142855,21.603086038235283,3.3769081805984007e-84,1.9734371592787863e-84
1033,-17628.83848595,0.00003663,19.311110,20.091278,18.932013,89.909783,90.001212,90.027616,7345.324806,6.920759,23.62058,24.02136,24.38442,24.00878666666667,4.40340,4.40449,4.42043,4.40944,172.80472,71.24922,177.35931,266.5086,120.5781,86.1926,-29.77073920000001,-40.12427577857141,0,1.529640003249672e-78,8.939089431200674e-79
1034,-17628.69964565,0.00000000,19.317875,20.064907,18.933887,89.919235,89.996900,89.863633,7338.961897,6.926759,24.10134,23.66672,23.83136,23.866473333333335,4.36919,4.42168,4.40604,4.398969999999999,172.78230,72.44115,178.20179,265.4840,119.7880,87.6159,0,-40.12168457857143,21.607609282352943,7.114999088712802e-81,4.157946511714875e-81
1035,-17626.34086779,0.00002931,19.362234,20.040804,18.920270,90.196574,90.090447,90.071346,7341.663681,6.924210,24.06690,24.07249,23.35597,23.83178666666667,4.38952,4.34223,4.35374,4.36183,171.31175,72.02321,180.67251,266.2366,118.7203,84.8922,-29.847831949999993,-40.12110370714285,21.616279929411757,1.6844217447501233e-120,9.843621103130074e-121
1036,-17629.91640623,0.00000029,19.348226,20.063372,18.928574,90.050843,90.061190,89.897921,7347.876957,6.918355,24.46225,24.81800,23.40353,24.227926666666665,4.41648,4.36860,4.37642,4.387166666666666,168.02850,70.30819,175.89497,258.8451,115.9182,82.3578,0,-40.114882157142866,21.6067582264706,1.9626955676261837e-60,1.146983026591776e-60
1037,-17630.21386205,0.00000021,19.318723,20.096692,18.941078,90.013282,90.098701,89.940622,7353.715205,6.912863,23.93876,24.95288,24.11094,24.33419333333333,4.39047,4.40217,4.40031,4.39765,169.20292,70.73110,174.23307,262.2914,120.2725,84.1448,-29.767477824999997,-40.14601271428573,21.58801091764705,1.9493543169175796e-55,1.1391865102248582e-55
1038,-17628.66111876,0.00000060,19.287238,20.094883,18.942967,89.660514,89.965463,89.976447,7341.685682,6.924190,23.42129,24.04797,23.48690,23.65205333333333,4.39556,4.37886,4.40406,4.392826666666667,169.43498,71.30590,175.04494,261.0177,117.4698,84.7014,0,-40.12537644285716,21.620432082352934,1.6030666636878963e-81,9.36818875058122e-82
1039,-17627.12823341,0.00000010,19.372045,20.082952,18.914592,90.214635,89.927854,90.089136,7358.615077,6.908260,24.00058,24.30751,25.12445,24.477513333333334,4.37835,4.39766,4.39519,4.3904,168.92603,71.36447,177.84093,259.9151,113.2462,85.4210,-29.793279249999994,-40.122741507142855,0,2.8419150444153585e-107,1.6607916035101884e-107
104,-17627.75229268,0.00003986,19.321450,20.073469,18.976280,89.991847,90.234621,89.943076,7359.856697,6.907094,24.51294,24.17450,23.77367,24.15370333333333,4.38088,4.37194,4.35187,4.36823,167.86559,70.49510,178.62103,261.8838,116.3982,83.3079,0,-40.12211359285715,0,8.656561300426581e-97,5.058822694672529e-97
1040,-17626.56595810,0.00000079,19.312311,20.037372,18.975288,89.881774,90.006591,90.113163,7342.798408,6.923140,23.22663,24.03862,23.69922,23.654823333333336,4.37541,4.31371,4.37018,4.3531,171.46683,71.26813,178.11576,266.2558,119.4057,83.0551,-29.850247250000006,-40.1286675142857,21.595957291176468,1.0181262138854959e-116,5.94984523079754e-117
1041,-17629.54493154,0.00000031,19.338369,20.062292,18.933426,89.859519,89.853725,90.117027,7345.577836,6.920521,24.46058,23.97012,24.09257,24.174423333333333,4.36875,4.38073,4.37123,4.37357,168.17448,71.45467,175.24974,258.1200,114.3800,83.5059,-29.837243525,-40.1134697857143,21.609863876470598,1.1281135391383096e-66,6.592602045894365e-67
1042,-17628.48012344,0.00003827,19.278785,20.114123,18.958182,89.924243,90.189739,89.929960,7351.473008,6.914971,23.63201,24.18153,24.93032,24.24795333333333,4.36846,4.36749,4.37682,4.370923333333333,169.04336,71.23711,176.04782,262.1779,114.3451,85.0551,0,-40.1145205357143,21.626710770588222,1.460037571205673e-84,8.532338585675865e-85
1043,-17629.48377502,0.00002493,19.328177,20.070212,18.931518,90.052837,89.982096,89.997240,7343.922392,6.922081,24.30826,24.17994,24.17898,24.222393333333333,4.40441,4.40896,4.43505,4.41614,170.31498,70.57178,177.07171,261.5434,117.7535,83.5229,-29.769951725,0,21.597605544117652,1.0591768829007816e-67,6.189741939015599e-68
1044,-17629.18936116,0.00004571,19.330682,20.098515,18.932768,90.027315,89.855051,90.009336,7355.696767,6.911000,24.62634,23.74218,23.77830,24.04894,4.35768,4.38001,4.37615,4.37128,167.54941,71.25258,176.87765,257.5220,115.6277,85.0839,0,-40.119323349999995,21.610459000000013,1.199591362087442e-72,7.010312520471652e-73
1045,-17626.19705999,0.00000006,19.310713,20.090488,18.969347,90.014660,89.848384,89.921774,7359.346477,6.907573,24.66307,26.21029,25.24280,25.372053333333337,4.37563,4.35170,4.38643,4.371253333333333,167.56484,69.35022,172.16426,257.6597,119.2073,81.5360,0,-40.11099019285713,21.6240775117647,6.4652619871749e-123,3.778245533375045e-123
1046,-17629.11548988,0.00000047,19.299567,20.089434,18.931124,90.063157,90.032375,89.995818,7339.920252,6.925855,23.60540,23.60173,23.16336,23.45683,4.41554,4.41516,4.41867,4.416456666666666,171.91509,72.06349,180.69445,265.7737,116.5697,85.9346,-29.834500450000007,-40.12220632857142,21.595985155882353,6.887322906764751e-74,4.024894437536363e-74
1047,-17627.28509047,0.00000028,19.327280,20.062858,18.965348,90.171472,90.033320,89.931345,7353.973051,6.912620,24.30179,24.30242,24.26466,24.289623333333335,4.37005,4.37342,4.38811,4.3771933333333335,167.79017,71.19754,177.49729,258.8102,114.6266,85.8592,-29.813322074999995,0,21.610459000000013,1.2265739072241628e-104,7.167996278444859e-105
1048,-17627.33952127,0.00006603,19.311338,20.112819,18.916328,89.944978,89.849470,90.123474,7347.159166,6.919031,24.02950,23.92217,24.98005,24.310573333333334,4.36710,4.38246,4.39467,4.38141,167.79807,70.30060,178.49495,263.0315,113.2981,83.2841,-29.79346672499999,0,21.616043394117643,1.0071424852873433e-103,5.885657230994754e-104
1049,-17625.69780424,0.00001245,19.322790,20.101026,18.923127,89.952454,90.045221,89.989139,7349.887264,6.916463,24.38931,24.52671,24.75750,24.55784,4.38824,4.36163,4.36310,4.37099,169.19024,70.71334,176.98901,261.8126,117.1217,83.7037,-29.781017725000005,0,0,2.651298761721693e-131,1.5493970273732052e-131
105,-17628.57704755,0.00003309,19.331811,20.096307,18.931424,90.082570,90.100314,89.610110,7354.631316,6.912002,23.52768,25.07225,23.27469,23.958206666666666,4.36207,4.33362,4.36531,4.353666666666666,168.18973,70.74989,179.58290,262.3630,115.8997,84.7045,-29.738097825,-40.139106764285714,21.60439466764707,6.203223310639573e-83,3.625112302091447e-83
1050,-17626.46135633,0.00000016,19.291455,20.159044,18.900466,89.913290,90.021742,90.108096,7350.317735,6.916058,23.68986,24.05222,24.05095,23.93101,4.39631,4.37067,4.39877,4.388583333333333,169.53108,71.52218,181.18593,267.2802,115.2248,87.8663,-29.863396724999994,-40.102673292857126,21.596185305882358,1.7806117059562756e-118,1.0405747266004211e-118
1051,-17630.33347239,0.00000154,19.302511,20.077474,18.934129,90.013988,90.034181,90.004575,7337.838052,6.927820,22.90030,23.59441,23.45965,23.318119999999997,4.44034,4.46930,4.41926,4.442966666666667,172.19786,72.48179,183.78113,270.2325,118.4285,86.4083,-29.726814525,-40.155918535714264,21.61966322058823,1.9918473786165413e-53,1.164019103379167e-53
1052,-17627.98603378,0.00000001,19.354558,20.048121,18.956285,89.967340,90.154411,89.978527,7355.437140,6.911244,24.54937,24.91780,24.12073,24.529299999999996,4.38939,4.40600,4.39953,4.398306666666667,168.01380,70.02066,171.51260,257.2512,116.2760,83.3946,-29.7778334,0,21.598100529411745,7.311779142010468e-93,4.2729431443190995e-93
1053,-17627.10139005,0.00005254,19.279055,20.095090,18.982108,89.916307,90.121985,90.068199,7353.911021,6.912679,23.43986,23.58693,25.00961,24.012133333333335,4.39557,4.40018,4.40146,4.39907,168.24282,70.99433,182.35415,270.9343,117.9813,84.9842,-29.828246249999996,-40.11982230000001,21.616430691176475,1.0061494418084857e-107,5.879853967189074e-108
1054,-17629.25022201,0.00000176,19.304314,20.132356,18.911394,89.881768,90.060571,89.973883,7349.728752,6.916612,23.45641,24.00404,24.13150,23.863983333333334,4.36214,4.35756,4.37235,4.364016666666667,170.18070,71.82967,179.78625,266.5372,117.8194,85.8405,-29.863396724999994,-40.102673292857126,21.62469330294117,1.2631374470462742e-71,7.38167057546687e-72
1055,-17626.17258707,0.00018938,19.324285,20.105808,18.921553,89.903103,90.019022,89.869840,7351.567982,6.914882,25.81589,24.69650,23.59266,24.70168333333333,4.40670,4.40824,4.41266,4.409199999999999,169.12005,70.73247,175.51834,262.2934,116.6196,83.4499,-29.79346672499999,-40.11496996428571,21.619043482352943,2.5087602909766144e-123,1.4660987261605072e-123
1056,-17628.90940616,0.00003775,19.317611,20.081798,18.919467,89.936254,89.908723,90.008363,7339.459063,6.926290,23.95570,24.81394,24.49870,24.42278,4.39964,4.42303,4.41005,4.4109066666666665,173.51030,71.17639,177.04986,269.0011,121.2254,84.2588,0,-40.114882157142866,21.6067582264706,2.3768201664874623e-77,1.3889940106806145e-77
1057,-17628.15980500,0.00000113,19.342689,20.070404,18.910976,90.092230,90.076101,89.985703,7341.519396,6.924346,24.46708,24.62087,24.48138,24.523110000000003,4.43773,4.42022,4.43556,4.431169999999999,169.30641,70.36774,172.32700,258.7641,117.5887,84.2623,-29.757247325,0,21.59116985588236,6.070872016892725e-90,3.5477673027043536e-90
1058,-17628.18710587,0.00000018,19.304257,20.082179,18.937540,90.000879,89.997446,90.066782,7341.540502,6.924326,23.69774,23.77995,24.68692,24.054869999999998,4.38370,4.42901,4.38772,4.400143333333333,171.26295,70.72914,172.47886,260.2408,118.0926,86.7016,-29.777448074999995,0,21.617990797058813,1.7453619653232656e-89,1.0199750702580343e-89
1059,-17624.87287063,0.00000017,19.330184,20.147954,18.874636,89.849221,89.896858,90.043337,7350.945402,6.915467,23.63625,23.57565,23.43265,23.54818333333333,4.37334,4.35920,4.33557,4.356036666666667,169.49934,70.25513,179.53613,263.8574,117.0674,80.8290,0,-40.12728862857146,0,3.674379100526975e-145,2.1472767000056136e-145
106,-17627.98827331,0.00000045,19.344363,20.048099,18.931423,90.047223,89.911243,90.044746,7341.927876,6.923961,25.85829,24.86597,24.07711,24.933790000000002,4.41661,4.41178,4.39001,4.406133333333334,165.68939,70.41457,173.27635,253.4790,114.7734,82.7875,-29.882108800000005,-40.10676899285715,0,7.97343600383251e-93,4.65960993180043e-93
1060,-17630.76313093,0.00007595,19.334413,20.061582,18.917497,89.875447,90.357327,89.753104,7337.469517,6.928168,24.12670,24.09523,23.98140,24.067776666666663,4.38596,4.38640,4.40285,4.391736666666667,168.81546,71.46219,176.85877,260.3868,116.0094,85.5418,0,-40.11725125,0,3.290045078967897e-46,1.9226750824439137e-46
1061,-17625.88696132,0.00005830,19.368418,20.064362,18.943356,90.146870,89.971604,90.081733,7361.638410,6.905422,23.61024,23.28787,24.62125,23.83978666666667,4.37162,4.37363,4.35229,4.365846666666667,164.16465,69.92165,171.56868,252.4420,115.0280,83.7658,-29.7857246,-40.095833771428566,0,3.9916987093029196e-128,2.3327156500262475e-128
1062,-17628.45870060,0.00000018,19.348722,20.021198,18.982861,90.035963,90.049533,90.019063,7353.663191,6.912912,24.08696,23.73498,23.60799,23.809976666666667,4.38653,4.37939,4.40057,4.38883,167.10962,71.61692,176.58212,258.9898,116.4149,85.2245,-29.757247325,-40.14068177142857,0,6.374940847013446e-85,3.725462607476403e-85
1063,-17629.34833142,0.00000042,19.336672,20.106515,18.907967,89.943146,89.985169,89.959787,7351.280766,6.915152,23.32873,24.05568,23.75338,23.712596666666666,4.35920,4.38758,4.36153,4.369436666666667,169.39520,72.14371,182.39671,268.2397,116.7544,85.7247,0,-40.120977507142854,21.618885135294104,5.6184453136670934e-70,3.2833728862007805e-70
1064,-17624.66705863,0.00001536,19.356197,20.074518,18.924151,90.128252,90.028789,89.907586,7353.258829,6.913292,23.97978,23.77699,23.31574,23.69083666666667,4.30650,4.34065,4.30640,4.31785,167.61683,70.99694,175.53323,256.7251,114.1920,84.5113,-29.837243525,-40.1134697857143,0,1.2814289635531364e-148,7.488564682276154e-149
1065,-17628.89458507,0.00000119,19.335253,20.056430,18.962862,90.136557,90.077915,89.982243,7353.696628,6.912880,25.24502,24.59032,23.64675,24.49403,4.39492,4.40103,4.39062,4.395523333333334,165.83103,70.90011,174.90886,254.6359,111.4527,83.9468,-29.813322074999995,0,21.610459000000013,1.3397166971071273e-77,7.829193367374733e-78
1066,-17630.02453865,0.00003897,19.303305,20.077450,18.946646,90.046088,89.965262,89.849177,7342.954106,6.922993,24.16575,23.97387,23.84471,23.994776666666667,4.40977,4.40111,4.38887,4.399916666666667,169.69147,71.06776,176.63451,260.6498,115.0334,84.5388,0,-40.1286675142857,21.595957291176468,1.28646402646043e-58,7.517989172695076e-59
1067,-17625.95752970,0.00000054,19.330217,20.072179,18.951690,89.997189,90.194894,89.842204,7353.177156,6.913368,24.64843,24.11240,24.65183,24.47088666666667,4.33695,4.38795,4.33078,4.351893333333333,166.46076,69.77094,173.10843,260.0809,116.4698,81.9619,-29.766634525,0,0,6.11863237901822e-127,3.5756780625824507e-127
