taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
120,-17628.35904346,0.00000020,19.328398,20.059199,18.953241,89.858723,89.842541,90.143167,7348.329280,6.917929,23.62270,23.40934,23.76248,23.59817333333333,4.34733,4.35297,4.38034,4.360213333333333,169.95402,71.11289,176.58361,263.2795,116.1218,84.9803,0,-40.13434529999998,0,1.3499257823306613e-86,7.888854415484119e-87
1200,-17625.75021416,0.00001236,19.351360,20.047752,18.955861,90.134388,89.901749,90.083508,7353.911238,6.912678,23.95505,23.86062,23.81184,23.875836666666668,4.30548,4.34964,4.35694,4.337353333333334,169.95770,71.03829,174.51474,261.3455,118.8586,85.4801,-29.805572925,-40.13626393571428,21.620251252941166,2.0132911016286972e-130,1.176550637422231e-130
1201,-17627.23462467,0.00000214,19.360076,20.087234,18.912344,90.172064,89.883383,90.016730,7354.779637,6.911862,24.63054,23.46720,24.93664,24.34479333333333,4.40618,4.37824,4.38133,4.388583333333334,169.13140,70.06146,176.05667,259.8254,116.2413,83.7792,-29.74585722499999,-40.12826890714284,21.620588244117627,1.7414282894441933e-105,1.0176762626692109e-105
1202,-17628.29039361,0.00000311,19.342099,20.087230,18.923670,90.150641,89.932058,89.993257,7352.367584,6.914130,23.79861,24.47592,23.17344,23.81599,4.37278,4.34686,4.37682,4.3654866666666665,168.13184,71.10722,177.75195,262.5038,113.7287,87.3890,-29.806611325,-40.121967128571406,21.616812973529434,9.485127443869896e-88,5.543029883303167e-88
1203,-17627.12166143,0.00000000,19.352320,20.071198,18.927022,90.145768,90.133644,89.913701,7351.662504,6.914793,24.06770,24.88748,23.29248,24.082553333333333,4.40820,4.36466,4.35777,4.376876666666667,170.36209,71.46234,175.57532,260.0590,117.5552,85.9325,-29.77140825,-40.13509862142857,0,2.2039751133477914e-107,1.2879847938404636e-107
1204,-17626.06236522,0.00000030,19.358167,20.066231,18.916625,90.106950,90.091499,89.865592,7348.034448,6.918207,23.89969,24.31581,24.01437,24.076623333333334,4.37638,4.33873,4.36418,4.359763333333333,167.68805,70.38119,175.58855,260.1589,114.0665,80.2524,-29.816062650000003,0,21.597745035294118,3.530316016968181e-125,2.0630874276977035e-125
1205,-17628.50132702,0.00000015,19.346629,20.094583,18.917022,89.877576,90.008365,90.074828,7354.204308,6.912403,24.08042,24.05318,23.34255,23.825383333333335,4.35942,4.34640,4.34215,4.349323333333333,167.52505,71.85450,177.89486,259.9363,114.3504,85.1939,-29.748186074999996,-40.11118195714285,0,3.31564860985528e-84,1.9376375737405975e-84
1206,-17625.00669556,0.00000011,19.347736,20.089876,18.937797,90.019799,90.173329,90.024405,7360.965683,6.906054,25.88525,24.28517,23.71970,24.630039999999997,4.33455,4.31424,4.33393,4.3275733333333335,167.48966,70.89958,176.32288,258.5807,115.4631,84.7996,-29.806611325,-40.121967128571406,21.615488455882364,6.506446130908442e-143,3.802313205716212e-143
1207,-17628.52769154,0.00000001,19.334760,20.044507,18.979396,89.978662,89.990033,90.217470,7355.520412,6.911166,23.52610,23.89417,23.34827,23.589513333333333,4.40790,4.38767,4.35906,4.384876666666667,168.48329,71.74722,178.31751,262.8891,117.9066,84.6000,-29.79387675,-40.11767755000003,21.60186793823531,9.193331925629179e-84,5.372507000295669e-84
1208,-17626.25308418,0.00000008,19.311887,20.102113,18.920928,90.057656,90.079576,89.982549,7345.277196,6.920804,23.43868,24.11679,24.14037,23.898613333333333,4.39402,4.34945,4.39118,4.378216666666667,171.96318,71.75105,183.29341,269.6829,119.5848,82.6262,-29.877993424999993,-40.11249321428571,21.619498111764692,5.646132905253836e-122,3.2995532853013955e-122
1209,-17628.84988869,0.00003289,19.320843,20.062394,18.946739,90.016136,90.149601,90.242027,7344.089100,6.921923,25.12457,24.20128,24.88880,24.73821666666667,4.41563,4.41689,4.40457,4.412363333333333,169.81228,71.34436,179.77303,265.6643,116.7784,84.3430,-29.76403140000001,-40.136203764285725,21.608439952941175,2.377644025921499e-78,1.389475467307268e-78
121,-17629.51077359,0.00000057,19.356747,20.100299,18.906822,89.924368,90.058742,90.021605,7356.187452,6.910539,24.58199,23.28891,25.00900,24.293300000000002,4.40343,4.38395,4.37773,4.388369999999999,167.65103,70.89485,174.10644,259.4627,117.2745,87.2287,-29.767048625,-40.11784227857142,21.60404465882352,3.0097090018618845e-67,1.758849001881245e-67
1210,-17627.68209163,0.00000013,19.347529,20.070927,18.949029,90.083129,89.929864,90.057774,7358.324092,6.908533,24.29726,24.79218,24.38470,24.491379999999996,4.36621,4.33944,4.36334,4.35633,167.96600,71.13728,176.66830,261.8340,114.6390,84.5814,-29.766606649999993,-40.13141564285715,21.614208970588248,5.728219800305158e-98,3.34752418658761e-98
1211,-17623.06386505,0.00000025,19.358349,20.079599,18.938384,90.076675,89.896525,90.029293,7361.479442,6.905572,24.24117,24.77284,25.82700,24.94700333333333,4.28082,4.33793,4.29593,4.304893333333333,162.97778,69.68673,176.42217,256.9720,113.5554,83.0826,-29.877993424999993,-40.11249321428571,21.619498111764692,1.4970205593556915e-175,8.748464103970179e-176
1212,-17628.88102476,0.00000032,19.343810,20.097863,18.919797,89.978283,89.987448,90.008277,7355.434589,6.911247,23.66238,23.37261,24.53500,23.856663333333334,4.36510,4.40619,4.42010,4.39713,170.37859,71.54744,176.21411,261.9764,117.2290,84.1322,-29.759520900000012,0,21.61902264117648,7.928842451220015e-78,4.63354982916117e-78
1213,-17627.23460536,0.00004831,19.296260,20.135972,18.917696,89.814130,90.100710,90.025631,7350.400364,6.915980,24.72683,23.76498,24.47406,24.321956666666665,4.35716,4.35946,4.35874,4.358453333333333,170.22556,72.14013,178.53994,265.9834,119.9205,85.5572,-29.757627875000004,-40.12544040714285,0,1.7401280255377222e-105,1.0169163992164105e-105
1214,-17629.43212971,0.00000024,19.350056,20.055427,18.939758,90.013670,89.856709,90.131884,7349.977950,6.916378,24.27247,24.42000,23.39200,24.028156666666664,4.37404,4.40875,4.40071,4.3945,169.29870,71.70863,177.82723,260.9202,114.7077,83.9968,0,-40.10284552857142,0,1.4366979468771881e-68,8.395943755049238e-69
1215,-17626.45918422,0.00002849,19.343159,20.083618,18.927196,90.000363,89.987319,90.048211,7352.845640,6.913680,23.81751,24.17024,23.67982,23.88919,4.34053,4.33879,4.35237,4.343896666666667,169.77205,71.36318,177.92653,264.5120,118.2471,84.8803,-29.682000650000003,-40.15859725,0,1.6371157328594514e-118,9.567168689473411e-119
1216,-17628.54136797,0.00000002,19.348484,20.017554,18.968513,90.020423,90.146001,90.133237,7346.637859,6.919522,24.21948,24.61362,24.18325,24.338783333333335,4.37114,4.39558,4.38720,4.38464,167.57120,70.34909,172.77141,256.5544,117.5034,82.1291,-29.888727650000003,-40.107332107142874,21.60608833823528,1.5603673435512485e-83,9.118657461819115e-84
1217,-17626.18327670,0.00013323,19.327504,20.096178,18.955331,89.884652,89.963893,89.893022,7362.391190,6.904716,24.88037,24.64820,24.64039,24.722986666666667,4.35455,4.37011,4.36766,4.364106666666667,165.77884,70.13858,172.90181,254.5124,113.2085,84.0502,-29.877993424999993,-40.09550937857142,21.63315373823529,3.793473436488963e-123,2.2168744431119638e-123
1218,-17628.34490244,0.00000015,19.328256,20.064981,18.951562,90.237778,90.068933,89.966257,7349.745560,6.916596,24.33081,23.85194,24.23431,24.13902,4.39373,4.39457,4.37901,4.389103333333334,169.10620,70.24476,174.58046,257.7878,117.4322,85.2729,-29.756632375000002,-40.13263158571427,21.606751750000008,7.811801723497474e-87,4.56515219769351e-87
1219,-17626.50968513,0.00004824,19.361937,20.105035,18.904851,90.115055,89.871684,89.999040,7359.103912,6.907801,25.61894,23.91834,23.96003,24.499103333333334,4.33774,4.33837,4.33770,4.337936666666667,165.85077,70.65161,171.69810,252.2028,114.6520,85.7734,0,-40.132323064285714,0,1.1546685332637973e-117,6.747787231185311e-118
122,-17629.52061564,0.00000035,19.309461,20.116745,18.895325,89.939678,90.037578,89.972018,7339.759648,6.926006,24.73402,23.98663,23.91091,24.210520000000002,4.41808,4.37700,4.42102,4.405366666666667,170.14979,71.19164,176.14133,261.6334,115.4869,85.8045,-29.766606649999993,0,21.60148647058822,4.4041659025411906e-67,2.5737580600024606e-67
1220,-17627.21281762,0.00006554,19.357035,20.073594,18.940819,90.046257,89.897388,89.944792,7359.726723,6.907216,25.07815,24.70288,24.30386,24.694963333333334,4.37063,4.30877,4.39407,4.357823333333333,166.67529,70.10178,173.51032,259.3209,115.4915,84.4375,-29.888727650000003,-40.107332107142874,21.60608833823528,7.491405042909473e-106,4.377915032402894e-106
1221,-17627.12846691,0.00000080,19.349426,20.066904,18.923706,90.113141,89.890567,90.055205,7347.723378,6.918500,24.49568,23.68404,24.66085,24.28019,4.41263,4.38944,4.39105,4.397706666666667,167.08400,71.03538,179.46255,260.5403,115.4686,85.0315,-29.747028899999997,0,21.60476035882352,2.8677000138182056e-107,1.6758601259718882e-107
1222,-17626.35181011,0.00007712,19.408522,20.057807,18.912702,90.127617,89.886113,89.979321,7362.537651,6.904579,24.47701,23.69749,23.34410,23.839533333333332,4.33262,4.36829,4.35615,4.352353333333333,167.75599,70.78460,170.59934,254.2759,116.1143,83.9917,0,0,21.59427723235293,2.5720163480781206e-120,1.503065041783413e-120
1223,-17629.13812563,0.00000033,19.295695,20.109314,18.937357,89.884833,90.103078,89.989495,7348.107073,6.918139,23.71779,23.74393,24.10464,23.855453333333333,4.38270,4.39108,4.41227,4.39535,170.16065,71.46771,181.31413,267.8680,117.4989,82.0183,-29.734223800000013,-40.12335639285715,21.61902264117648,1.6531577923319637e-73,9.66091715576664e-74
1224,-17627.11930130,0.00000020,19.363089,20.114409,18.861689,90.007936,89.938060,90.103686,7346.179396,6.919954,23.20692,23.97800,24.23459,23.806503333333335,4.41444,4.38022,4.36220,4.38562,169.98162,71.29423,175.42130,264.2152,118.6807,85.2877,-29.888727650000003,-40.107332107142874,21.60608833823528,2.0116769851743408e-107,1.175607361141066e-107
1225,-17626.89279157,0.00000013,19.308702,20.100190,18.929491,89.873995,90.040952,89.991066,7346.678347,6.919484,24.01074,24.44145,24.17097,24.20772,4.39320,4.39577,4.37866,4.389209999999999,169.75088,70.42642,175.42285,265.0107,119.1539,83.3300,-29.689079025,-40.14786287857142,0,3.1503750592592177e-111,1.8410530802485608e-111
1226,-17629.05316433,0.00006231,19.346499,20.088552,18.895019,90.015378,90.131986,90.201684,7343.354488,6.922616,23.65562,23.44294,23.40272,23.500426666666666,4.40835,4.37482,4.39455,4.392573333333334,171.77418,71.96076,178.43455,267.1214,119.8039,84.2326,-29.805572925,-40.13626393571428,21.620251252941166,6.180552322520107e-75,3.6118635644889356e-75
1227,-17627.80667844,0.00000001,19.295754,20.088257,18.949773,90.227266,89.925012,90.069625,7345.205006,6.920872,24.13938,23.81187,23.64403,23.865093333333334,4.36640,4.38867,4.37740,4.37749,171.24515,72.01505,182.79710,265.9395,114.8894,86.0010,0,-40.119355549999995,21.615945914705875,7.095548368928533e-96,4.146579672243926e-96
1228,-17631.56073247,0.00002283,19.314878,20.136278,18.886051,89.759056,89.827891,89.995385,7345.249151,6.920830,24.43946,23.94874,23.66902,24.019073333333335,4.42217,4.39312,4.42261,4.412633333333333,171.72886,71.94886,177.50383,263.3284,116.7826,85.1005,-29.748489224999993,-40.135871071428554,21.625004929411787,8.247417655202485e-33,4.819722538616485e-33
1229,-17628.67351525,0.00000001,19.320569,20.111507,18.909577,89.854187,89.935327,90.078944,7347.578697,6.918636,23.33120,23.74861,23.73361,23.60447333333333,4.38685,4.39673,4.35515,4.379576666666667,172.29590,71.51197,176.63619,266.5257,119.9549,84.9013,-29.77055145,-40.127941157142835,21.59866486764705,2.5894256709923854e-81,1.5132389058387885e-81
123,-17627.63787394,0.00000161,19.352014,20.049628,18.947772,90.035203,89.836771,90.055454,7351.714000,6.914744,24.97083,24.02167,24.75992,24.58414,4.40691,4.39777,4.39400,4.39956,163.97580,70.41364,176.29403,255.8495,112.4692,83.3212,0,-40.12106219999999,0,1.0356074736125456e-98,6.05200426412444e-99
1230,-17628.89576705,0.00001796,19.281667,20.096260,18.967764,90.040204,90.191550,90.020834,7349.763841,6.916579,24.34604,23.84282,23.64700,23.945286666666664,4.38830,4.40311,4.36371,4.38504,170.23718,71.18509,176.81230,262.1635,116.6530,85.8014,-29.766606649999993,-40.13141564285715,0,1.4023917884354021e-77,8.195461407764541e-78
1231,-17629.07826873,0.00000002,19.305881,20.076970,18.962183,90.092735,89.875020,89.871846,7349.764699,6.916578,25.16453,23.78975,24.49469,24.48299,4.40197,4.39453,4.40109,4.399196666666667,167.41057,70.47254,170.43011,253.1419,116.2057,83.4080,-29.888727650000003,-40.107332107142874,21.60608833823528,1.6321596822788314e-74,9.538205940544515e-75
1232,-17623.15636640,0.00000076,19.322379,20.146822,18.881267,89.913385,89.984141,89.956579,7350.174182,6.916193,24.98397,24.49670,23.62440,24.36835666666667,4.33952,4.34976,4.34964,4.346306666666667,168.82537,69.95729,175.78077,261.2996,114.3978,83.5507,-29.888727650000003,-40.107332107142874,21.60608833823528,5.360213039457825e-174,3.1324640848962292e-174
1233,-17627.97718735,0.00002324,19.332732,20.058003,18.955057,89.850174,89.979466,90.076228,7350.283626,6.916090,23.95551,24.76642,24.48239,24.401439999999997,4.33985,4.37231,4.38673,4.366296666666667,169.46660,71.43304,176.35397,262.7407,117.8033,84.4682,-29.767614325000004,-40.133176549999995,21.613222170588216,5.19289548253827e-93,3.0346850910456227e-93
1234,-17627.89562638,0.00000004,19.304480,20.075532,18.965312,90.186558,89.921024,90.012688,7349.916896,6.916435,24.73341,25.04442,26.98386,25.587229999999995,4.39394,4.36628,4.39875,4.386323333333333,165.10400,69.94554,175.60415,259.6840,112.5455,83.1392,0,-40.11891711428574,21.623062935294115,2.2143465524297544e-94,1.294045776900985e-94
1235,-17629.16851251,0.00007390,19.377214,20.024549,18.919200,90.193560,89.969695,90.015019,7340.984423,6.924851,23.68714,23.41892,23.66924,23.59176666666667,4.39422,4.39336,4.43134,4.406306666666667,171.17019,71.59356,172.96641,256.6126,117.3747,86.2741,-29.888727650000003,-40.107332107142874,21.60608833823528,5.355393967221177e-73,3.129647859012538e-73
1236,-17626.92356794,0.00000003,19.311975,20.124300,18.903926,89.726179,90.045378,89.717358,7346.645539,6.919515,24.89369,25.30519,25.70218,25.300353333333334,4.38577,4.40672,4.39886,4.397116666666666,168.65712,70.66075,176.47421,261.0738,117.0533,83.2919,0,-40.1364599142857,21.616191097058827,1.0360543085029426e-110,6.05461553019865e-111
1237,-17626.45629546,0.00000081,19.294476,20.090759,18.955377,89.778610,90.141905,90.017191,7347.797578,6.918430,23.53665,23.91946,25.10710,24.187736666666666,4.43440,4.37859,4.38056,4.397849999999999,171.30559,71.55509,180.06931,271.5945,121.6789,84.7455,-29.818146600000013,-40.120693564285716,21.614195288235326,1.4640312606319762e-118,8.555677375761325e-119
1238,-17629.17501877,0.00004310,19.322056,20.132732,18.909762,89.913792,90.088399,89.871665,7355.970892,6.910743,24.04280,23.50852,24.87361,24.141643333333334,4.39312,4.34384,4.37068,4.369213333333334,168.03035,70.90942,178.37880,263.3538,116.3405,84.9201,-29.888727650000003,-40.107332107142874,21.60608833823528,6.887978493258576e-73,4.0252775568510864e-73
1239,-17627.67198425,0.00000092,19.333640,20.087247,18.926430,89.970885,89.876935,90.048971,7350.240362,6.916131,24.37665,23.43741,24.73688,24.183646666666665,4.39851,4.38286,4.38012,4.387163333333333,167.17132,70.68600,177.45563,262.9951,117.2295,84.2342,-29.818146600000013,-40.120693564285716,21.614195288235326,3.8745668942056746e-98,2.2642647878515722e-98
124,-17624.89633275,0.00000005,19.325892,20.028411,18.991026,90.088714,89.997166,89.880967,7350.772805,6.915630,23.35559,24.02290,23.94882,23.775769999999998,4.36362,4.38137,4.34993,4.364973333333334,168.46195,71.67904,178.92413,264.3757,117.6496,84.1762,-29.888727650000003,-40.107332107142874,21.60608833823528,9.106054195408493e-145,5.3215026179483564e-145
1240,-17627.02439009,0.00000042,19.312573,20.140266,18.928275,90.027115,90.020923,90.181313,7362.310570,6.904792,24.20068,23.62244,24.36484,24.062653333333333,4.37105,4.38995,4.33930,4.366766666666666,169.41109,71.19157,177.98085,264.6379,117.5710,85.4046,-29.639142500000002,0,21.627102661764706,5.118233499124299e-109,2.991053246596575e-109
1241,-17628.19089593,0.00004163,19.319886,20.107510,18.937572,89.955177,90.281693,90.043678,7356.676028,6.910080,23.80071,23.84181,24.05046,23.897660000000002,4.41242,4.37983,4.39299,4.39508,171.78618,71.68707,179.00852,264.1435,118.2887,85.4268,-29.888727650000003,-40.107332107142874,21.60608833823528,2.020950672466329e-89,1.1810268271516277e-89
1242,-17627.00668071,0.00001273,19.309068,20.124895,18.929909,89.901959,90.011017,90.340988,7355.888307,6.910820,26.69816,24.92984,26.00558,25.87786,4.35367,4.35838,4.37584,4.36263,164.70853,67.69310,168.59709,258.9249,116.4026,81.9003,-29.795348524999998,-40.11684799285713,21.614142102941184,2.5799756377073607e-109,1.50771638469112e-109
1243,-17627.65359008,0.00000042,19.332428,20.089401,18.939880,90.084553,89.993790,90.020979,7355.803372,6.910900,24.59334,24.99759,24.70893,24.76662,4.40647,4.37741,4.39343,4.392436666666667,167.57963,70.04553,171.19127,258.5247,118.3561,80.6823,-29.767614325000004,-40.133176549999995,21.613222170588216,1.9020183726970438e-98,1.1115237766536422e-98
1244,-17627.89782683,0.00000030,19.334430,20.094384,18.913871,89.778975,90.243359,90.012870,7348.172137,6.918077,25.22304,24.77653,24.19721,24.73226,4.38409,4.39605,4.42515,4.401763333333333,168.34666,70.60207,170.88033,254.6899,115.3756,84.6656,-29.767614325000004,-40.133176549999995,21.613222170588216,2.4110794606679135e-94,1.409014858323083e-94
1245,-17626.09038621,0.00000001,19.318403,20.087325,18.950550,90.094027,89.930089,89.818692,7353.804520,6.912779,26.07172,24.36463,23.90978,24.782043333333334,4.36059,4.39219,4.37553,4.376103333333334,164.26902,70.87493,170.21460,249.2688,108.0542,83.9178,-29.818146600000013,-40.120693564285716,21.614195288235326,1.0436274577365067e-124,6.098872386799443e-125
1246,-17628.20162341,0.00003066,19.297292,20.094571,18.951728,89.982645,90.108274,90.048558,7348.910765,6.917382,24.15720,24.26033,23.31690,23.91147666666667,4.37660,4.38724,4.38017,4.381336666666667,169.71649,70.83146,173.44084,258.0196,116.3723,86.2614,0,-40.15245829285714,21.610404779411766,3.060338357317382e-89,1.7884363776885755e-89
1247,-17627.97302041,0.00000210,19.331790,20.090676,18.930855,90.026159,89.921157,90.046648,7352.520537,6.913986,24.02744,23.44744,23.92562,23.800166666666666,4.43632,4.40727,4.37811,4.407233333333333,169.43073,71.35148,180.32868,265.3891,117.9480,84.2435,-29.756182324999987,-40.13004120000003,21.61739080882353,4.419855495938312e-93,2.582926928377901e-93
1248,-17628.63524239,0.00000635,19.329331,20.064205,18.965476,89.960021,90.140267,89.910598,7355.303747,6.911370,24.34159,23.61936,24.07176,24.01090333333333,4.34978,4.35140,4.37868,4.359953333333333,165.94197,70.44273,174.90566,258.9753,115.2283,84.5858,-29.830799349999996,-40.12535545714286,21.606055885294115,5.891795975493788e-82,3.443116747956198e-82
1249,-17628.26426689,0.00000022,19.363548,20.067496,18.935322,90.064836,90.010981,90.009633,7357.843036,6.908984,24.26196,24.01386,24.36218,24.212666666666664,4.36539,4.41228,4.38343,4.387033333333334,166.38797,69.78306,172.37028,256.4255,114.4879,82.8375,-29.767048625,0,21.610404779411766,3.452499243972509e-88,2.0176119503580715e-88
125,-17630.59249876,0.00000011,19.344666,20.077936,18.907407,90.098648,90.105403,89.673320,7343.512322,6.922467,24.07353,24.13018,23.95148,24.051730000000003,4.38582,4.40979,4.42536,4.40699,169.44155,71.23546,174.74109,257.4837,112.8328,84.8856,-29.749588825000007,-40.13886344285714,21.59827148235295,4.474119246146721e-49,2.614638214363806e-49
1250,-17631.52843380,0.00000004,19.322161,20.080722,18.948284,90.143946,90.007907,90.047403,7351.963767,6.914509,24.30754,23.53537,23.71064,23.851183333333335,4.40305,4.39125,4.37798,4.39076,167.85892,69.60350,175.85931,257.8242,112.6843,84.5467,0,-40.13622808571427,21.596550044117656,2.364417761724656e-33,1.3817461481050318e-33
1251,-17624.88020675,0.00003672,19.352454,20.110515,18.890677,89.968769,89.913438,89.893936,7351.999277,6.914476,24.00498,24.09016,22.88777,23.660970000000002,4.34349,4.38429,4.31086,4.346213333333333,169.43215,72.23329,177.56762,264.8919,118.6808,84.5546,-29.850285075000006,-40.117559899999975,21.631999244117633,4.880062161533478e-145,2.851867890424536e-145
1252,-17627.44827743,0.00004670,19.338100,20.049783,18.958863,90.126821,89.963527,89.879280,7350.783523,6.915620,25.06102,24.15544,24.39516,24.537206666666666,4.39086,4.38105,4.37776,4.3832233333333335,169.29637,71.35327,175.66148,260.4482,119.3680,84.6560,-29.781291775000007,-40.126184278571415,21.620769967647053,6.762604548214685e-102,3.95201006223086e-102
1253,-17627.26662314,0.00000382,19.317148,20.086564,18.927096,89.904570,90.109864,89.984270,7343.975515,6.922031,24.28188,24.54662,24.81876,24.549086666666668,4.38193,4.39898,4.40167,4.394193333333333,170.40564,70.43572,178.48553,264.4232,117.7276,82.6773,-29.897038674999997,-40.101474821428596,21.615334802941177,6.004214959022447e-105,3.508813470413275e-105
1254,-17628.58603003,0.00000035,19.366335,20.081418,18.909616,90.020983,89.955191,90.124430,7353.994920,6.912600,24.85677,27.29478,25.18053,25.77736,4.36744,4.36476,4.36303,4.365076666666667,165.71064,69.93731,174.67531,257.3944,113.2917,83.9844,-29.77140825,-40.097658557142864,0,8.780443207768889e-83,5.131218254823152e-83
1255,-17624.22418916,0.00000067,19.305967,20.134042,18.924527,89.702508,89.963367,89.960568,7355.996677,6.910719,24.27927,24.02190,25.23859,24.513253333333335,4.40056,4.36654,4.38157,4.38289,166.69214,70.77773,174.93576,258.2078,112.6591,83.5408,0,-40.10648377857143,21.6340834617647,4.6538768805483894e-156,2.719687086414997e-156
1256,-17628.42632471,0.00000023,19.338992,20.074153,18.912533,90.010981,90.019808,89.925433,7342.101424,6.923797,24.93487,24.44069,24.84409,24.739883333333335,4.39318,4.39793,4.40804,4.3997166666666665,170.28721,72.18696,177.07077,261.1893,117.4471,83.5887,0,-40.12162038571429,0,1.8221542798752353e-85,1.0648518625719516e-85
1257,-17628.07791477,0.00000012,19.333387,20.122977,18.914601,89.979810,89.869382,90.159227,7358.588489,6.908285,24.44595,24.58491,25.02318,24.68468,4.34401,4.34474,4.38068,4.3564766666666666,164.21382,71.29141,179.62848,259.2295,109.7602,84.4020,-29.796464325000006,0,21.607253961764716,2.555970055908529e-91,1.4936877216009897e-91
1258,-17628.35040379,0.00004126,19.322139,20.097274,18.951483,90.017027,89.625694,90.035246,7359.125088,6.907781,23.99875,24.01402,23.88167,23.964813333333336,4.35099,4.35321,4.34925,4.35115,164.02997,70.42527,172.53735,254.4593,110.3654,85.2170,-29.761234525,-40.11794087857142,21.60822511764706,9.664287118402278e-87,5.647729312561514e-87
1259,-17625.07730005,0.00002178,19.374914,20.082439,18.911896,90.072294,90.044607,90.013027,7358.525815,6.908343,24.40880,22.86839,24.02820,23.768463333333333,4.30664,4.35446,4.33365,4.331583333333334,167.26692,70.21095,173.40864,256.1604,116.5138,83.5284,-29.840668075000004,-40.110453199999995,21.630451435294134,9.987276343027578e-142,5.8364815391054e-142
126,-17627.64375438,0.00000024,19.315441,20.126688,18.920066,90.015035,90.075225,90.031210,7355.278900,6.911393,24.04429,23.67530,24.42541,24.048333333333332,4.37970,4.41179,4.38053,4.390673333333333,169.12610,71.13799,177.36772,260.9992,116.6621,85.6983,-29.747028899999997,-40.13140901428571,21.62025094411766,1.3001163503010611e-98,7.597772221971928e-99
1260,-17629.37265285,0.00004068,19.313741,20.099744,18.938291,89.964132,89.972704,90.126046,7351.848082,6.914618,23.55699,22.94819,24.76115,23.755443333333332,4.38431,4.39784,4.41628,4.399476666666668,172.07034,71.63029,177.52478,266.7161,121.1961,85.3737,0,-40.16509033571428,21.629003376470582,1.439455353663579e-69,8.412057811826899e-70
1261,-17628.85974299,0.00000008,19.321640,20.054949,18.946653,89.821868,89.944872,90.133785,7341.664862,6.924209,23.75963,23.69786,24.32503,23.92750666666667,4.38916,4.36760,4.36225,4.373003333333333,171.27384,71.53154,179.79563,267.9736,122.1632,83.2061,-29.810048775000002,0,0,3.4809019295234457e-78,2.0342102444460073e-78
1262,-17627.86849847,0.00000011,19.357681,20.092350,18.925899,90.018916,89.829611,90.197495,7360.987273,6.906033,23.19139,24.02021,23.85858,23.69006,4.34504,4.37570,4.37248,4.3644066666666665,166.36834,71.83468,177.08775,258.3399,114.5954,84.0873,0,-40.12544040714285,21.59456382058825,7.753838663881514e-95,4.531279065942751e-95
1263,-17628.30618630,0.00000042,19.332008,20.069272,18.961226,90.038383,89.854256,89.924853,7356.531849,6.910216,25.42740,24.53078,24.15955,24.70591,4.39544,4.37631,4.39907,4.390273333333334,168.16667,70.47977,176.31428,262.5881,117.2340,82.6719,-29.756632375000002,0,21.614195217647048,1.7472243987237221e-87,1.0210634609049164e-87
1264,-17626.98481101,0.00000040,19.361272,20.054209,18.944082,90.003631,90.026690,90.091732,7355.503372,6.911182,23.54741,24.48435,24.52419,24.185316666666665,4.36033,4.37554,4.36761,4.367826666666667,169.81928,70.12629,176.27332,263.0318,118.4464,83.5157,-29.788172274999987,-40.12544040714285,21.59456382058825,1.1071865848523184e-109,6.47030665907936e-110
1265,-17629.25780014,0.00000044,19.283645,20.099255,18.966835,89.992436,90.028113,90.078377,7351.289002,6.915144,24.64910,24.16271,24.15279,24.321533333333335,4.41453,4.41341,4.42895,4.418963333333333,168.93456,71.60128,179.61386,263.2098,116.6448,84.7162,-29.788172274999987,-40.12333191428572,21.63316044411765,1.6933923415335228e-71,9.896044527417939e-72
1266,-17627.10072016,0.00003303,19.327870,20.094618,18.915312,89.992411,89.923278,90.183304,7346.401430,6.919745,23.88650,23.90223,23.96559,23.91810666666667,4.37838,4.38431,4.34683,4.36984,169.00498,70.14126,174.59926,257.3903,114.4807,85.2250,-29.762975049999994,0,21.605937447058817,9.804124867893656e-108,5.7294493346520475e-108
1267,-17629.02456982,0.00000000,19.353013,20.078392,18.925543,89.914106,90.215950,89.905546,7353.967423,6.912626,23.69520,23.91149,23.76351,23.790066666666664,4.40063,4.39949,4.41550,4.4052066666666665,170.04558,71.66444,178.59347,263.0503,116.6101,82.9048,0,-40.12002291428571,21.6328847382353,2.0448462608585765e-75,1.194991211006369e-75
1268,-17627.70113410,0.00000015,19.306717,20.099686,18.970960,90.082083,90.047374,90.017093,7361.840012,6.905233,24.29114,23.36135,23.75185,23.801446666666667,4.39619,4.34283,4.34909,4.362703333333333,166.95001,71.20788,178.84952,260.2375,114.7547,83.8566,-29.830799349999996,-40.12535545714286,0,1.1965175981123646e-97,6.992349698497039e-98
1269,-17628.74786945,0.00004328,19.298096,20.086642,18.950542,89.883290,90.055859,89.972822,7345.853695,6.920261,23.76429,24.09694,24.27456,24.045263333333335,4.40082,4.39132,4.37096,4.3877,170.78754,71.44121,180.76109,267.9601,121.6548,84.8869,-29.826925924999994,-40.11415676428571,21.608500847058835,4.5951430199609346e-80,2.6853635049634447e-80
